"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] StringAttributeComparatorEqual.category record1Value","[0] StringAttributeComparatorEqual.category record2Value","[0] StringAttributeComparatorEqual.category record1PreprocessedValue","[0] StringAttributeComparatorEqual.category record2PreprocessedValue","[0] StringAttributeComparatorEqual.category similarity","[0] StringAttributeComparatorEqual.category postproccesedSimilarity","[1] StringListAttributeComparatorLevenshtein.commonNames record1Value","[1] StringListAttributeComparatorLevenshtein.commonNames record2Value","[1] StringListAttributeComparatorLevenshtein.commonNames record1PreprocessedValue","[1] StringListAttributeComparatorLevenshtein.commonNames record2PreprocessedValue","[1] StringListAttributeComparatorLevenshtein.commonNames similarity","[1] StringListAttributeComparatorLevenshtein.commonNames postproccesedSimilarity","[2] StringListAttributeComparatorLevenshtein.orders record1Value","[2] StringListAttributeComparatorLevenshtein.orders record2Value","[2] StringListAttributeComparatorLevenshtein.orders record1PreprocessedValue","[2] StringListAttributeComparatorLevenshtein.orders record2PreprocessedValue","[2] StringListAttributeComparatorLevenshtein.orders similarity","[2] StringListAttributeComparatorLevenshtein.orders postproccesedSimilarity","[3] StringListAttributeComparatorLevenshtein.families record1Value","[3] StringListAttributeComparatorLevenshtein.families record2Value","[3] StringListAttributeComparatorLevenshtein.families record1PreprocessedValue","[3] StringListAttributeComparatorLevenshtein.families record2PreprocessedValue","[3] StringListAttributeComparatorLevenshtein.families similarity","[3] StringListAttributeComparatorLevenshtein.families postproccesedSimilarity"
"WekaMatchingRule","BIO36630","http://www.wikidata.org/entity/q2142101","0.145",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[pyrrhalta kawashimai]","[none]","[pyrrhalta kawashimai]","0.0","0.0","[lepidoptera]","[coleoptera]","[lepidoptera]","[coleoptera]","0.5454545454545454","0.5454545454545454","[crambidae]","[leaf beetle]","[crambidae]","[leaf beetle]","0.2727272727272727","0.2727272727272727"
"WekaMatchingRule","BIO30860","http://www.wikidata.org/entity/q2149478","0.73",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[oxycorynus missionis]","[none]","[oxycorynus missionis]","0.15000000000000002","0.15000000000000002","[coleoptera]","[coleoptera]","[coleoptera]","[coleoptera]","1.0","1.0","[staphylinidae]","[belidae]","[staphylinidae]","[belidae]","0.3846153846153846","0.3846153846153846"
"WekaMatchingRule","BIO29288","http://www.wikidata.org/entity/q1167049",,"0","Algae","Other","Algae","Other","0.0","0.0","[none]","[nitrosomonas mobilis]","[none]","[nitrosomonas mobilis]","0.15000000000000002","0.15000000000000002","[bacillariales]","[nitrosomonadales]","[bacillariales]","[nitrosomonadales]","0.25","0.25","[bacillariaceae]","[nitrosomonadaceae]","[bacillariaceae]","[nitrosomonadaceae]","0.2941176470588235","0.2941176470588235"
"WekaMatchingRule","BIO04747","http://www.wikidata.org/entity/q301172",,"0","Vascular Plant","Insect","Vascular Plant","Insect","0.0","0.0","[russian pigweed]","[flame]","[russian pigweed]","[flame]","0.1333333333333333","0.1333333333333333","[caryophyllales]","[lepidoptera]","[caryophyllales]","[lepidoptera]","0.1428571428571429","0.1428571428571429","[amaranthaceae]","[noctuidae]","[amaranthaceae]","[noctuidae]","0.23076923076923073","0.23076923076923073"
"WekaMatchingRule","BIO41154","http://www.wikidata.org/entity/q2103277","0.06",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[sphaericus densepunctatus]","[none]","[sphaericus densepunctatus]","0.07999999999999996","0.07999999999999996","[none]","[coleoptera]","[none]","[coleoptera]","0.19999999999999996","0.19999999999999996","[none]","[ptinidae]","[none]","[ptinidae]","0.25","0.25"
"WekaMatchingRule","BIO26156","http://www.wikidata.org/entity/q25635","0.43",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[sharp angled peacock, macaria alternata]","[none]","[sharp angled peacock, macaria alternata]","0.09999999999999998","0.09999999999999998","[hemiptera]","[lepidoptera]","[hemiptera]","[lepidoptera]","0.6363636363636364","0.6363636363636364","[aphididae]","[geometridae]","[aphididae]","[geometridae]","0.36363636363636365","0.36363636363636365"
"WekaMatchingRule","BIO32466","http://www.wikidata.org/entity/q2182550","0.09",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[perdita beameri]","[none]","[perdita beameri]","0.06666666666666665","0.06666666666666665","[siphonaptera]","[hymenoptera]","[siphonaptera]","[hymenoptera]","0.5","0.5","[leptopsyllidae]","[andrenidae]","[leptopsyllidae]","[andrenidae]","0.2857142857142857","0.2857142857142857"
"WekaMatchingRule","BIO38010","http://www.wikidata.org/entity/q1422123",,"1",,,,,,,"[wichura s rose, memorial rose]","[memorial rose, rosa wichuraiana]","[wichura s rose, memorial rose]","[memorial rose, rosa wichuraiana]","1.0","1.0","[rosales]","[rosales]","[rosales]","[rosales]","1.0","1.0","[rosaceae]","[rosaceae]","[rosaceae]","[rosaceae]","1.0","1.0"
"WekaMatchingRule","BIO36966","http://www.wikidata.org/entity/q312119","0.9711009634458975","1","Fish","Fish","Fish","Fish","1.0","1.0","[starry skate]","[starry skate, pacific starry skate, prickly skate, rock skate, raja stellulata]","[starry skate]","[starry skate, pacific starry skate, prickly skate, rock skate, raja stellulata]","1.0","1.0","[rajiformes]","[rajiformes]","[rajiformes]","[rajiformes]","1.0","1.0","[rajidae]","[rajidae]","[rajidae]","[rajidae]","1.0","1.0"
"WekaMatchingRule","BIO26157","http://www.wikidata.org/entity/q934319","0.3",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[macrodascillus scalaris]","[none]","[macrodascillus scalaris]","0.04347826086956519","0.04347826086956519","[hemiptera]","[coleoptera]","[hemiptera]","[coleoptera]","0.5","0.5","[aphididae]","[scirtidae]","[aphididae]","[scirtidae]","0.4444444444444444","0.4444444444444444"
"WekaMatchingRule","BIO45752","http://www.wikidata.org/entity/q2045709","0.42",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[xylocopa erlangeri]","[none]","[xylocopa erlangeri]","0.16666666666666663","0.16666666666666663","[coleoptera]","[hymenoptera]","[coleoptera]","[hymenoptera]","0.6363636363636364","0.6363636363636364","[anobiidae]","[apidae]","[anobiidae]","[apidae]","0.5555555555555556","0.5555555555555556"
"WekaMatchingRule","BIO31581","http://www.wikidata.org/entity/q2131612","0.72",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[paradaemonia pluto]","[none]","[paradaemonia pluto]","0.11111111111111116","0.11111111111111116","[lepidoptera]","[lepidoptera]","[lepidoptera]","[lepidoptera]","1.0","1.0","[papilionidae]","[saturniidae]","[papilionidae]","[saturniidae]","0.41666666666666663","0.41666666666666663"
"WekaMatchingRule","BIO43890","http://www.wikidata.org/entity/q1853113","0.04",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[triaenodes florida]","[none]","[triaenodes florida]","0.16666666666666663","0.16666666666666663","[diptera]","[trichoptera]","[diptera]","[trichoptera]","0.5454545454545454","0.5454545454545454","[trichoceridae]","[leptoceridae]","[trichoceridae]","[leptoceridae]","0.6153846153846154","0.6153846153846154"
"WekaMatchingRule","BIO09441","http://www.wikidata.org/entity/q1075291","0.795",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[chlorophanus excisus]","[none]","[chlorophanus excisus]","0.15000000000000002","0.15000000000000002","[coleoptera]","[coleoptera]","[coleoptera]","[coleoptera]","1.0","1.0","[carabidae]","[curculionidae]","[carabidae]","[curculionidae]","0.46153846153846156","0.46153846153846156"
"WekaMatchingRule","BIO21461","http://www.wikidata.org/entity/q2098415","0.5635",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[hylaeus psammobius]","[none]","[hylaeus psammobius]","0.05555555555555558","0.05555555555555558","[hymenoptera]","[hymenoptera]","[hymenoptera]","[hymenoptera]","1.0","1.0","[colletidae]","[colletidae]","[colletidae]","[colletidae]","1.0","1.0"
"WekaMatchingRule","BIO23083","http://www.wikidata.org/entity/q1746115","0.6387857142857144",,"Fungi","Fungi","Fungi","Fungi","1.0","1.0","[none]","[lactarius uvidus]","[none]","[lactarius uvidus]","0.0","0.0","[russulales]","[russulales]","[russulales]","[russulales]","1.0","1.0","[russulaceae]","[russulaceae]","[russulaceae]","[russulaceae]","1.0","1.0"
"WekaMatchingRule","BIO43725","http://www.wikidata.org/entity/q1585778","0.37",,"Bird","Bird","Bird","Bird","1.0","1.0","[brown thrasher, eastern brown thrasher]","[cozumel thrasher]","[brown thrasher, eastern brown thrasher]","[cozumel thrasher]","0.5625","0.5625","[passeriformes]","[passeriformes, saurischia, dinosaur, avetheropoda]","[passeriformes]","[passeriformes, saurischia, dinosaur, avetheropoda]","1.0","1.0","[mimidae]","[mimid]","[mimidae]","[mimid]","0.7142857142857143","0.7142857142857143"
"WekaMatchingRule","BIO23096","http://www.wikidata.org/entity/q1549582","0.17833333333333332",,"Fungi","Fungi","Fungi","Fungi","1.0","1.0","[none]","[lactarius cyathuliformis]","[none]","[lactarius cyathuliformis]","0.04166666666666663","0.04166666666666663","[russulales]","[russulales]","[russulales]","[russulales]","1.0","1.0","[russulaceae]","[russulaceae]","[russulaceae]","[russulaceae]","1.0","1.0"
"WekaMatchingRule","BIO29848","http://www.wikidata.org/entity/q2179484",,"0",,,,,,,"[plains evening primrose]","[tubular water dropwort, oenanthe fistulosa]","[plains evening primrose]","[tubular water dropwort, oenanthe fistulosa]","0.21739130434782605","0.21739130434782605","[myrtales]","[apiales]","[myrtales]","[apiales]","0.5","0.5","[onagraceae]","[apiaceae]","[onagraceae]","[apiaceae]","0.6","0.6"
"WekaMatchingRule","BIO27951","http://www.wikidata.org/entity/q1311925","0.01",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[mordellistena binhana]","[none]","[mordellistena binhana]","0.09523809523809523","0.09523809523809523","[coleoptera]","[coleoptera]","[coleoptera]","[coleoptera]","1.0","1.0","[mordellidae]","[mordellidae]","[mordellidae]","[mordellidae]","1.0","1.0"
"WekaMatchingRule","BIO41643","http://www.wikidata.org/entity/q1644806","0.62",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[stenalia araxicola]","[none]","[stenalia araxicola]","0.11111111111111116","0.11111111111111116","[hymenoptera]","[coleoptera]","[hymenoptera]","[coleoptera]","0.6363636363636364","0.6363636363636364","[formicidae]","[mordellidae]","[formicidae]","[mordellidae]","0.5454545454545454","0.5454545454545454"
"WekaMatchingRule","BIO45742","http://www.wikidata.org/entity/q774180","0.67",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[xyloperthodes nasifer]","[none]","[xyloperthodes nasifer]","0.1428571428571429","0.1428571428571429","[coleoptera]","[coleoptera]","[coleoptera]","[coleoptera]","1.0","1.0","[curculionidae]","[bostrichidae]","[curculionidae]","[bostrichidae]","0.3846153846153846","0.3846153846153846"
"WekaMatchingRule","BIO34211","http://www.wikidata.org/entity/q1815997","0.08",,"Insect","Insect","Insect","Insect","1.0","1.0","[green cloverworm]","[platyxanthoides magenta]","[green cloverworm]","[platyxanthoides magenta]","0.08695652173913049","0.08695652173913049","[lepidoptera]","[coleoptera]","[lepidoptera]","[coleoptera]","0.5454545454545454","0.5454545454545454","[erebidae]","[leaf beetle]","[erebidae]","[leaf beetle]","0.2727272727272727","0.2727272727272727"
"WekaMatchingRule","BIO03530","http://www.wikidata.org/entity/q2088451","0.25",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[artocella brevipalpis]","[none]","[artocella brevipalpis]","0.09523809523809523","0.09523809523809523","[lepidoptera]","[hymenoptera]","[lepidoptera]","[hymenoptera]","0.5454545454545454","0.5454545454545454","[pyralidae]","[braconidae]","[pyralidae]","[braconidae]","0.5","0.5"
"WekaMatchingRule","BIO04958","http://www.wikidata.org/entity/q1522433","0.32",,"Fish","Fish","Fish","Fish","1.0","1.0","[bearded goby]","[redspot barb, barbus salmo]","[bearded goby]","[redspot barb, barbus salmo]","0.25","0.25","[perciformes]","[cypriniformes]","[perciformes]","[cypriniformes]","0.6153846153846154","0.6153846153846154","[gobiidae]","[cyprinidae]","[gobiidae]","[cyprinidae]","0.5","0.5"
"WekaMatchingRule","BIO11880","http://www.wikidata.org/entity/q953286","0.06",,"Reptile","Reptile","Reptile","Reptile","1.0","1.0","[midget faded rattlesnake]","[mohave rattlesnake, mojave rattlesnake, crotalus scutulatus]","[midget faded rattlesnake]","[mohave rattlesnake, mojave rattlesnake, crotalus scutulatus]","0.625","0.625","[squamata]","[squamata]","[squamata]","[squamata]","1.0","1.0","[viperidae]","[viperidae]","[viperidae]","[viperidae]","1.0","1.0"
"WekaMatchingRule","BIO36493","http://www.wikidata.org/entity/q1560807","0.09",,"Fungi","Fungi","Fungi","Fungi","1.0","1.0","[none]","[puccinia cesatii]","[none]","[puccinia cesatii]","0.125","0.125","[none]","[pucciniales]","[none]","[pucciniales]","0.18181818181818177","0.18181818181818177","[none]","[pucciniaceae]","[none]","[pucciniaceae]","0.16666666666666663","0.16666666666666663"
"WekaMatchingRule","BIO26687","http://www.wikidata.org/entity/q863083","0.62",,"Bird","Bird","Bird","Bird","1.0","1.0","[whiskered screech owl, whiskered screech owl]","[megalaima monticola]","[whiskered screech owl, whiskered screech owl]","[megalaima monticola]","0.1428571428571429","0.1428571428571429","[strigiformes]","[piciformes, dinosaur, saurischia, avetheropoda]","[strigiformes]","[piciformes, dinosaur, saurischia, avetheropoda]","0.6666666666666667","0.6666666666666667","[strigidae]","[megalaimidae]","[strigidae]","[megalaimidae]","0.41666666666666663","0.41666666666666663"
"WekaMatchingRule","BIO02481","http://www.wikidata.org/entity/q1382017","0.62",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[anthrenus pimpinellae]","[none]","[anthrenus pimpinellae]","0.1428571428571429","0.1428571428571429","[hymenoptera]","[coleoptera]","[hymenoptera]","[coleoptera]","0.6363636363636364","0.6363636363636364","[megachilidae]","[dermestidae]","[megachilidae]","[dermestidae]","0.41666666666666663","0.41666666666666663"
"WekaMatchingRule","BIO43525","http://www.wikidata.org/entity/q741871","0.33",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[tipula (microtipula) detecta]","[none]","[tipula (microtipula) detecta]","0.0714285714285714","0.0714285714285714","[diptera]","[diptera]","[diptera]","[diptera]","1.0","1.0","[tipulidae]","[tipulidae]","[tipulidae]","[tipulidae]","1.0","1.0"
"WekaMatchingRule","BIO32341","http://www.wikidata.org/entity/q2096855","0.7818095238095238",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[perilitus barri]","[none]","[perilitus barri]","0.0","0.0","[hymenoptera]","[hymenoptera]","[hymenoptera]","[hymenoptera]","1.0","1.0","[tenthredinidae]","[braconidae]","[tenthredinidae]","[braconidae]","0.4285714285714286","0.4285714285714286"
"WekaMatchingRule","BIO07609","http://www.wikidata.org/entity/q1473332","0.04",,"Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[needle leaved sedge, threadleaf sedge, thread leaved sedge, thread leaf sedge]","[carmona microphylla]","[needle leaved sedge, threadleaf sedge, thread leaved sedge, thread leaf sedge]","[carmona microphylla]","0.10526315789473684","0.10526315789473684","[poales]","[boraginales]","[poales]","[boraginales]","0.4545454545454546","0.4545454545454546","[cyperaceae]","[boraginaceae]","[cyperaceae]","[boraginaceae]","0.41666666666666663","0.41666666666666663"
"WekaMatchingRule","BIO12111","http://www.wikidata.org/entity/q2168080","0.25",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[cryptalaus funereus]","[none]","[cryptalaus funereus]","0.10526315789473684","0.10526315789473684","[diptera]","[coleoptera]","[diptera]","[coleoptera]","0.5","0.5","[asilidae]","[elateridae]","[asilidae]","[elateridae]","0.5","0.5"
"WekaMatchingRule","BIO02067","http://www.wikidata.org/entity/q2111787","0.38",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[andrena quintilis]","[none]","[andrena quintilis]","0.11764705882352944","0.11764705882352944","[hymenoptera]","[hymenoptera]","[hymenoptera]","[hymenoptera]","1.0","1.0","[andrenidae]","[andrenidae]","[andrenidae]","[andrenidae]","1.0","1.0"
"WekaMatchingRule","BIO29420","http://www.wikidata.org/entity/q2098044","0.4",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[notiophygus subvelatus]","[none]","[notiophygus subvelatus]","0.13636363636363635","0.13636363636363635","[hemiptera]","[coleoptera]","[hemiptera]","[coleoptera]","0.5","0.5","[notonectidae]","[discolomatidae]","[notonectidae]","[discolomatidae]","0.4285714285714286","0.4285714285714286"
"WekaMatchingRule","BIO30400","http://www.wikidata.org/entity/q2144804",,"0",,,,,,,"[sampson s snakeroot]","[orbiniella plumisetosa]","[sampson s snakeroot]","[orbiniella plumisetosa]","0.13636363636363635","0.13636363636363635",,,,,,,"[fabaceae]","[orbiniidae]","[fabaceae]","[orbiniidae]","0.30000000000000004","0.30000000000000004"
"WekaMatchingRule","BIO01209","http://www.wikidata.org/entity/q384514","0.731",,"Insect","Insect","Insect","Insect","1.0","1.0","[comb clawed beetles]","[allapoderus collarti]","[comb clawed beetles]","[allapoderus collarti]","0.050000000000000044","0.050000000000000044","[coleoptera]","[coleoptera]","[coleoptera]","[coleoptera]","1.0","1.0","[alleculidae]","[attelabidae]","[alleculidae]","[attelabidae]","0.5454545454545454","0.5454545454545454"
"WekaMatchingRule","BIO31371","http://www.wikidata.org/entity/q2166733","0.13",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[parania pizarroi]","[none]","[parania pizarroi]","0.0625","0.0625","[diptera]","[hymenoptera]","[diptera]","[hymenoptera]","0.4545454545454546","0.4545454545454546","[chironomidae]","[ichneumonidae]","[chironomidae]","[ichneumonidae]","0.5384615384615384","0.5384615384615384"
"WekaMatchingRule","BIO43884","http://www.wikidata.org/entity/q1843691","0.26",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[triplectides bilobus]","[none]","[triplectides bilobus]","0.050000000000000044","0.050000000000000044","[coleoptera]","[trichoptera]","[coleoptera]","[trichoptera]","0.5454545454545454","0.5454545454545454","[cetoniidae]","[leptoceridae]","[cetoniidae]","[leptoceridae]","0.5833333333333333","0.5833333333333333"
"WekaMatchingRule","BIO26093","http://www.wikidata.org/entity/q918123","0.08",,"Reptile","Reptile","Reptile","Reptile","1.0","1.0","[alligator snapping turtle]","[macrovipera lebetina]","[alligator snapping turtle]","[macrovipera lebetina]","0.12","0.12","[testudines]","[squamata]","[testudines]","[squamata]","0.19999999999999996","0.19999999999999996","[chelydridae]","[viperidae]","[chelydridae]","[viperidae]","0.4545454545454546","0.4545454545454546"
"WekaMatchingRule","BIO09592","http://www.wikidata.org/entity/q2071454","0.03",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[chriodes sulcatus]","[none]","[chriodes sulcatus]","0.11764705882352944","0.11764705882352944","[none]","[hymenoptera]","[none]","[hymenoptera]","0.2727272727272727","0.2727272727272727","[none]","[ichneumonidae]","[none]","[ichneumonidae]","0.3076923076923077","0.3076923076923077"
"WekaMatchingRule","BIO17292","http://www.wikidata.org/entity/q2053200","0.41",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[euphylidorea niveitarsis]","[none]","[euphylidorea niveitarsis]","0.125","0.125","[lepidoptera]","[diptera]","[lepidoptera]","[diptera]","0.5454545454545454","0.5454545454545454","[nymphalidae]","[limoniidae]","[nymphalidae]","[limoniidae]","0.4545454545454546","0.4545454545454546"
"WekaMatchingRule","BIO27876","http://www.wikidata.org/entity/q2078353","0.63",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[monomma auratum]","[none]","[monomma auratum]","0.1333333333333333","0.1333333333333333","[hymenoptera]","[coleoptera]","[hymenoptera]","[coleoptera]","0.6363636363636364","0.6363636363636364","[tenthredinidae]","[monommatidae]","[tenthredinidae]","[monommatidae]","0.3571428571428571","0.3571428571428571"
"WekaMatchingRule","BIO31640","http://www.wikidata.org/entity/q534838","0.9711009634458975","1","Bird","Bird","Bird","Bird","1.0","1.0","[northern parula warbler, northern parula, parula warbler]","[northern parula, parula americana]","[northern parula warbler, northern parula, parula warbler]","[northern parula, parula americana]","1.0","1.0","[passeriformes]","[dinosaur, passeriformes, saurischia, avetheropoda]","[passeriformes]","[dinosaur, passeriformes, saurischia, avetheropoda]","1.0","1.0","[parulidae]","[parulidae]","[parulidae]","[parulidae]","1.0","1.0"
"WekaMatchingRule","BIO23390","http://www.wikidata.org/entity/q2147755","0.34",,"Insect","Insect","Insect","Insect","1.0","1.0","[sweat bee]","[lasiorhynchites freidbergi]","[sweat bee]","[lasiorhynchites freidbergi]","0.1923076923076923","0.1923076923076923","[hymenoptera]","[coleoptera]","[hymenoptera]","[coleoptera]","0.6363636363636364","0.6363636363636364","[halictidae]","[attelabidae, rhynchitidae]","[halictidae]","[attelabidae, rhynchitidae]","0.5","0.5"
"WekaMatchingRule","BIO40922","http://www.wikidata.org/entity/q615179","0.03",,"Amphibian","Amphibian","Amphibian","Amphibian","1.0","1.0","[western spadefoot]","[supramonte cave salamander]","[western spadefoot]","[supramonte cave salamander]","0.1923076923076923","0.1923076923076923","[anura]","[caudata]","[anura]","[caudata]","0.2857142857142857","0.2857142857142857","[scaphiopodidae]","[plethodontidae]","[scaphiopodidae]","[plethodontidae]","0.4285714285714286","0.4285714285714286"
"WekaMatchingRule","BIO02746","http://www.wikidata.org/entity/q2179314","0.38",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[aphthona beckeri]","[none]","[aphthona beckeri]","0.1875","0.1875","[coleoptera]","[coleoptera]","[coleoptera]","[coleoptera]","1.0","1.0","[scarabaeidae]","[leaf beetle]","[scarabaeidae]","[leaf beetle]","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","BIO03948","http://www.wikidata.org/entity/q1720854","0.11",,"Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[p_moho, pamoho]","[asphodelus cerasiferus]","[p_moho, pamoho]","[asphodelus cerasiferus]","0.09090909090909094","0.09090909090909094","[polypodiales]","[asparagales, agavales, iridales, amaryllidales]","[polypodiales]","[asparagales, agavales, iridales, amaryllidales]","0.41666666666666663","0.41666666666666663","[aspleniaceae]","[xanthorrhoeaceae, asphodelaceae]","[aspleniaceae]","[xanthorrhoeaceae, asphodelaceae]","0.6153846153846154","0.6153846153846154"
"WekaMatchingRule","BIO07784","http://www.wikidata.org/entity/q547831",,"0",,,,,,,"[sedge]","[curved sedge, carex maritima]","[sedge]","[curved sedge, carex maritima]","0.41666666666666663","0.41666666666666663","[poales]","[poales]","[poales]","[poales]","1.0","1.0","[cyperaceae]","[cyperaceae]","[cyperaceae]","[cyperaceae]","1.0","1.0"
"WekaMatchingRule","BIO00717","http://www.wikidata.org/entity/q2142637","0.08",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[agapetus kekrops]","[none]","[agapetus kekrops]","0.0625","0.0625","[coleoptera]","[trichoptera]","[coleoptera]","[trichoptera]","0.5454545454545454","0.5454545454545454","[dytiscidae]","[glossosomatidae]","[dytiscidae]","[glossosomatidae]","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","BIO17675","http://www.wikidata.org/entity/q600870",,"0","Vascular Plant","Fish","Vascular Plant","Fish","0.0","0.0","[feijoa]","[feia nota]","[feijoa]","[feia nota]","0.5555555555555556","0.5555555555555556","[myrtales]","[gobiiformes]","[myrtales]","[gobiiformes]","0.18181818181818177","0.18181818181818177","[myrtaceae]","[gobiidae]","[myrtaceae]","[gobiidae]","0.2222222222222222","0.2222222222222222"
"WekaMatchingRule","BIO27882","http://www.wikidata.org/entity/q2039012","0.13",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[monoxia angularis]","[none]","[monoxia angularis]","0.17647058823529416","0.17647058823529416","[none]","[coleoptera]","[none]","[coleoptera]","0.19999999999999996","0.19999999999999996","[none]","[leaf beetle]","[none]","[leaf beetle]","0.09090909090909094","0.09090909090909094"
"WekaMatchingRule","BIO43859","http://www.wikidata.org/entity/q2146836","0.05",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[trioxys inulaecola]","[none]","[trioxys inulaecola]","0.16666666666666663","0.16666666666666663","[diptera]","[hymenoptera]","[diptera]","[hymenoptera]","0.4545454545454546","0.4545454545454546","[chironomidae]","[braconidae]","[chironomidae]","[braconidae]","0.5","0.5"
"WekaMatchingRule","BIO15352","http://www.wikidata.org/entity/q628769","0.27","0","Bird","Bird","Bird","Bird","1.0","1.0","[acadian flycatcher]","[yellowish flycatcher]","[acadian flycatcher]","[yellowish flycatcher]","0.6","0.6","[passeriformes]","[dinosaur, passeriformes, saurischia, avetheropoda]","[passeriformes]","[dinosaur, passeriformes, saurischia, avetheropoda]","1.0","1.0","[tyrannidae]","[tyrant flycatcher]","[tyrannidae]","[tyrant flycatcher]","0.4117647058823529","0.4117647058823529"
"WekaMatchingRule","BIO32310","http://www.wikidata.org/entity/q963131","0.62",,"Fish","Fish","Fish","Fish","1.0","1.0","[river darter]","[periophthalmus chrysospilos]","[river darter]","[periophthalmus chrysospilos]","0.14814814814814814","0.14814814814814814","[perciformes]","[gobiiformes]","[perciformes]","[gobiiformes]","0.6363636363636364","0.6363636363636364","[percidae]","[oxudercidae, gobiidae]","[percidae]","[oxudercidae, gobiidae]","0.6363636363636364","0.6363636363636364"
"WekaMatchingRule","BIO31580","http://www.wikidata.org/entity/q2051157","0.2683333333333333",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[paraeuops bicolor]","[none]","[paraeuops bicolor]","0.05882352941176472","0.05882352941176472","[lepidoptera]","[coleoptera]","[lepidoptera]","[coleoptera]","0.5454545454545454","0.5454545454545454","[papilionidae]","[attelabidae]","[papilionidae]","[attelabidae]","0.41666666666666663","0.41666666666666663"
"WekaMatchingRule","BIO44190","http://www.wikidata.org/entity/q2057645","0.12",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[triptognathus rufobasalis]","[none]","[triptognathus rufobasalis]","0.07999999999999996","0.07999999999999996","[orthoptera]","[hymenoptera]","[orthoptera]","[hymenoptera]","0.5454545454545454","0.5454545454545454","[acrididae]","[ichneumonidae]","[acrididae]","[ichneumonidae]","0.3846153846153846","0.3846153846153846"
"WekaMatchingRule","BIO36904","http://www.wikidata.org/entity/q2123917",,"0","Nonvascular Plant","Fish","Nonvascular Plant","Fish","0.0","0.0","[racomitrium moss]","[racovitzia harrissoni]","[racomitrium moss]","[racovitzia harrissoni]","0.4285714285714286","0.4285714285714286","[grimmiales]","[perciformes]","[grimmiales]","[perciformes]","0.2727272727272727","0.2727272727272727","[grimmiaceae]","[bathydraconidae]","[grimmiaceae]","[bathydraconidae]","0.2666666666666667","0.2666666666666667"
"WekaMatchingRule","BIO01323","http://www.wikidata.org/entity/q1354568","0.63",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[allancastria deyrollei]","[none]","[allancastria deyrollei]","0.13636363636363635","0.13636363636363635","[plecoptera]","[lepidoptera]","[plecoptera]","[lepidoptera]","0.6363636363636364","0.6363636363636364","[chloroperlidae]","[papilionidae]","[chloroperlidae]","[papilionidae]","0.2857142857142857","0.2857142857142857"
"WekaMatchingRule","BIO26918","http://www.wikidata.org/entity/q2098688","0.04",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[melasis buprestoides]","[none]","[melasis buprestoides]","0.09999999999999998","0.09999999999999998","[lepidoptera]","[coleoptera]","[lepidoptera]","[coleoptera]","0.5454545454545454","0.5454545454545454","[nymphalidae]","[eucnemidae]","[nymphalidae]","[eucnemidae]","0.36363636363636365","0.36363636363636365"
