"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] StringAttributeComparatorEqual.category record1Value","[0] StringAttributeComparatorEqual.category record2Value","[0] StringAttributeComparatorEqual.category record1PreprocessedValue","[0] StringAttributeComparatorEqual.category record2PreprocessedValue","[0] StringAttributeComparatorEqual.category similarity","[0] StringAttributeComparatorEqual.category postproccesedSimilarity","[1] StringListAttributeComparatorLevenshtein.commonNames record1Value","[1] StringListAttributeComparatorLevenshtein.commonNames record2Value","[1] StringListAttributeComparatorLevenshtein.commonNames record1PreprocessedValue","[1] StringListAttributeComparatorLevenshtein.commonNames record2PreprocessedValue","[1] StringListAttributeComparatorLevenshtein.commonNames similarity","[1] StringListAttributeComparatorLevenshtein.commonNames postproccesedSimilarity","[2] StringListAttributeComparatorLevenshtein.orders record1Value","[2] StringListAttributeComparatorLevenshtein.orders record2Value","[2] StringListAttributeComparatorLevenshtein.orders record1PreprocessedValue","[2] StringListAttributeComparatorLevenshtein.orders record2PreprocessedValue","[2] StringListAttributeComparatorLevenshtein.orders similarity","[2] StringListAttributeComparatorLevenshtein.orders postproccesedSimilarity","[3] StringListAttributeComparatorLevenshtein.families record1Value","[3] StringListAttributeComparatorLevenshtein.families record2Value","[3] StringListAttributeComparatorLevenshtein.families record1PreprocessedValue","[3] StringListAttributeComparatorLevenshtein.families record2PreprocessedValue","[3] StringListAttributeComparatorLevenshtein.families similarity","[3] StringListAttributeComparatorLevenshtein.families postproccesedSimilarity"
"WekaMatchingRule","BIO26462","http://www.wikidata.org/entity/q1427825","0.17833333333333332","0","Nonvascular Plant","Nonvascular Plant","Nonvascular Plant","Nonvascular Plant","1.0","1.0","[none]","[marsupella sparsifolia]","[none]","[marsupella sparsifolia]","0.045454545454545414","0.045454545454545414","[jungermanniales]","[jungermanniales]","[jungermanniales]","[jungermanniales]","1.0","1.0","[gymnomitriaceae]","[gymnomitriaceae]","[gymnomitriaceae]","[gymnomitriaceae]","1.0","1.0"
"WekaMatchingRule","BIO35793","http://www.wikidata.org/entity/q2078894","0.76",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[propsephus incultus]","[none]","[propsephus incultus]","0.10526315789473684","0.10526315789473684","[coleoptera]","[coleoptera]","[coleoptera]","[coleoptera]","1.0","1.0","[belidae]","[elateridae]","[belidae]","[elateridae]","0.5","0.5"
"WekaMatchingRule","BIO43541","http://www.wikidata.org/entity/q2127271","0.02",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[tipula (schummelia) argentosigna]","[none]","[tipula (schummelia) argentosigna]","0.09375","0.09375","[diptera]","[diptera]","[diptera]","[diptera]","1.0","1.0","[tipulidae]","[tipulidae]","[tipulidae]","[tipulidae]","1.0","1.0"
"WekaMatchingRule","BIO43785","http://www.wikidata.org/entity/q1548650",,"1",,,,,,,"[meadow goat s beard, salsifis majeur, yellow goat s beard, western goat s beard, yellow salsify; goatsbeard, goat s beard/western salsify, oyster plant, salsify, yellow salsify, goatsbeard, common salsify, meadow salsify; goatsbeard, yellow salisify, salsify; goatsbeard, goat s beard, purple salsify; goatsbeard, western salsify, wild oysterplant]","[yellow salsify, common salsify, greater goatsbeard, meadow goatsbeard, western salsify, wild oysterplant, yellow goats beard, tragopogon dubius]","[meadow goat s beard, salsifis majeur, yellow goat s beard, western goat s beard, yellow salsify; goatsbeard, goat s beard/western salsify, oyster plant, salsify, yellow salsify, goatsbeard, common salsify, meadow salsify; goatsbeard, yellow salisify, salsify; goatsbeard, goat s beard, purple salsify; goatsbeard, western salsify, wild oysterplant]","[yellow salsify, common salsify, greater goatsbeard, meadow goatsbeard, western salsify, wild oysterplant, yellow goats beard, tragopogon dubius]","1.0","1.0","[asterales]","[asterales]","[asterales]","[asterales]","1.0","1.0","[asteraceae]","[asteraceae]","[asteraceae]","[asteraceae]","1.0","1.0"
"WekaMatchingRule","BIO33768","http://www.wikidata.org/entity/q866150","0.9711009634458975","1","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[santa cruz island pine, bishop pine, prickle cone pine]","[bishop pine, pinus muricata]","[santa cruz island pine, bishop pine, prickle cone pine]","[bishop pine, pinus muricata]","1.0","1.0","[pinales]","[pinales, coniferales]","[pinales]","[pinales, coniferales]","1.0","1.0","[pinaceae]","[pinaceae]","[pinaceae]","[pinaceae]","1.0","1.0"
"WekaMatchingRule","BIO10413","http://www.wikidata.org/entity/q1757951","0.33",,"Fungi","Fungi","Fungi","Fungi","1.0","1.0","[none]","[clathrus archeri]","[none]","[clathrus archeri]","0.0625","0.0625","[agaricales]","[phallales]","[agaricales]","[phallales]","0.5","0.5","[clavariaceae]","[phallaceae]","[clavariaceae]","[phallaceae]","0.5","0.5"
"WekaMatchingRule","BIO08057","http://www.wikidata.org/entity/q2110549","0.65",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[cardiophorus winkleri]","[none]","[cardiophorus winkleri]","0.1428571428571429","0.1428571428571429","[coleoptera]","[coleoptera]","[coleoptera]","[coleoptera]","1.0","1.0","[nitidulidae]","[elateridae]","[nitidulidae]","[elateridae]","0.36363636363636365","0.36363636363636365"
"WekaMatchingRule","BIO15663","http://www.wikidata.org/entity/q907368","0.18",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[epilecta linogrisea]","[none]","[epilecta linogrisea]","0.1578947368421053","0.1578947368421053","[coleoptera]","[lepidoptera]","[coleoptera]","[lepidoptera]","0.5454545454545454","0.5454545454545454","[meloidae]","[noctuidae]","[meloidae]","[noctuidae]","0.4444444444444444","0.4444444444444444"
"WekaMatchingRule","BIO08060","http://www.wikidata.org/entity/q593920","0.33",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[carinisphindus isthmensis]","[none]","[carinisphindus isthmensis]","0.12","0.12","[lepidoptera]","[coleoptera]","[lepidoptera]","[coleoptera]","0.5454545454545454","0.5454545454545454","[carposinidae]","[sphindidae]","[carposinidae]","[sphindidae]","0.5","0.5"
"WekaMatchingRule","BIO31096","http://www.wikidata.org/entity/q2071119","0.31",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[panurgus ovatulus]","[none]","[panurgus ovatulus]","0.11764705882352944","0.11764705882352944","[lepidoptera]","[hymenoptera]","[lepidoptera]","[hymenoptera]","0.5454545454545454","0.5454545454545454","[noctuidae]","[andrenidae]","[noctuidae]","[andrenidae]","0.5","0.5"
"WekaMatchingRule","BIO18256","http://www.wikidata.org/entity/q307791",,"0","Fungi","Invertebrate","Fungi","Invertebrate","0.0","0.0","[none]","[finerayed pigtoe, fine rayed pigtoe, finerayed pigtoe pearlymussel, fine rayed pigtoe pearly mussel]","[none]","[finerayed pigtoe, fine rayed pigtoe, finerayed pigtoe pearlymussel, fine rayed pigtoe pearly mussel]","0.125","0.125","[umbilicariales]","[unionoida]","[umbilicariales]","[unionoida]","0.2142857142857143","0.2142857142857143","[fuscideaceae]","[unionidae]","[fuscideaceae]","[unionidae]","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","BIO21814","http://www.wikidata.org/entity/q2130294","0.42",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[hypolithus signatipennis]","[none]","[hypolithus signatipennis]","0.125","0.125","[lepidoptera]","[coleoptera]","[lepidoptera]","[coleoptera]","0.5454545454545454","0.5454545454545454","[cosmopterigidae]","[elateridae]","[cosmopterigidae]","[elateridae]","0.4666666666666667","0.4666666666666667"
"WekaMatchingRule","BIO09148","http://www.wikidata.org/entity/q2062798","0.2",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[chalcoprionus badeni]","[none]","[chalcoprionus badeni]","0.15000000000000002","0.15000000000000002","[diptera]","[coleoptera]","[diptera]","[coleoptera]","0.5","0.5","[chaoboridae]","[cerambycidae]","[chaoboridae]","[cerambycidae]","0.5833333333333333","0.5833333333333333"
"WekaMatchingRule","BIO17176","http://www.wikidata.org/entity/q549289","0.71",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[pagenstecher s crow]","[none]","[pagenstecher s crow]","0.10526315789473684","0.10526315789473684","[lepidoptera]","[lepidoptera]","[lepidoptera]","[lepidoptera]","1.0","1.0","[lycaenidae]","[nymphalidae]","[lycaenidae]","[nymphalidae]","0.4545454545454546","0.4545454545454546"
"WekaMatchingRule","BIO35855","http://www.wikidata.org/entity/q591062",,"1",,,,,,,"[bittercherry, bitter cherry]","[bitter cherry, prunus emarginata]","[bittercherry, bitter cherry]","[bitter cherry, prunus emarginata]","1.0","1.0","[rosales]","[rosales]","[rosales]","[rosales]","1.0","1.0","[rosaceae]","[rosaceae]","[rosaceae]","[rosaceae]","1.0","1.0"
"WekaMatchingRule","BIO17030","http://www.wikidata.org/entity/q687386","0.68",,"Reptile","Reptile","Reptile","Reptile","1.0","1.0","[skilton s skink, western skink]","[eumecia anchietae]","[skilton s skink, western skink]","[eumecia anchietae]","0.17647058823529416","0.17647058823529416","[squamata]","[squamata]","[squamata]","[squamata]","1.0","1.0","[scincidae]","[scincidae]","[scincidae]","[scincidae]","1.0","1.0"
"WekaMatchingRule","BIO28912","http://www.wikidata.org/entity/q2092811","0.08",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[neocrepidodera chinensis]","[none]","[neocrepidodera chinensis]","0.16666666666666663","0.16666666666666663","[blattodea]","[coleoptera]","[blattodea]","[coleoptera]","0.19999999999999996","0.19999999999999996","[kalotermitidae]","[leaf beetle]","[kalotermitidae]","[leaf beetle]","0.2142857142857143","0.2142857142857143"
"WekaMatchingRule","BIO08747","http://www.wikidata.org/entity/q597241","0.02",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[cercomantispa tristis]","[none]","[cercomantispa tristis]","0.09523809523809523","0.09523809523809523","[trichoptera]","[neuroptera]","[trichoptera]","[neuroptera]","0.5454545454545454","0.5454545454545454","[hydropsychidae]","[mantispidae]","[hydropsychidae]","[mantispidae]","0.3571428571428571","0.3571428571428571"
"WekaMatchingRule","BIO03045","http://www.wikidata.org/entity/q469695",,"1",,,,,,,"[none]","[pacific madrone, arbutus menziesii]","[none]","[pacific madrone, arbutus menziesii]","0.19999999999999996","0.19999999999999996","[ericales]","[ericales]","[ericales]","[ericales]","1.0","1.0","[ericaceae]","[ericaceae]","[ericaceae]","[ericaceae]","1.0","1.0"
"WekaMatchingRule","BIO27314","http://www.wikidata.org/entity/q2165940","0.07",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[blue tipped dasher, micrathyria caerulistyla]","[none]","[blue tipped dasher, micrathyria caerulistyla]","0.05555555555555558","0.05555555555555558","[trichoptera]","[odonata]","[trichoptera]","[odonata]","0.18181818181818177","0.18181818181818177","[brachycentridae]","[libellulidae]","[brachycentridae]","[libellulidae]","0.2666666666666667","0.2666666666666667"
"WekaMatchingRule","BIO36562","http://www.wikidata.org/entity/q589593",,"0","Vascular Plant","Bird","Vascular Plant","Bird","0.0","0.0","[desert bitterbrush, antelope bush]","[white fronted honeyeater]","[desert bitterbrush, antelope bush]","[white fronted honeyeater]","0.20833333333333337","0.20833333333333337","[rosales]","[passeriformes, dinosaur, saurischia, avetheropoda]","[rosales]","[passeriformes, dinosaur, saurischia, avetheropoda]","0.25","0.25","[rosaceae]","[meliphagidae]","[rosaceae]","[meliphagidae]","0.25","0.25"
"WekaMatchingRule","BIO27185","http://www.wikidata.org/entity/q1173033","0.04",,"Mammal","Mammal","Mammal","Mammal","1.0","1.0","[stejneger s beaked whale, bering sea beaked whale, pacific beaked whale]","[daurian hedgehog]","[stejneger s beaked whale, bering sea beaked whale, pacific beaked whale]","[daurian hedgehog]","0.25","0.25","[cetacea]","[eulipotyphla, erinaceomorpha]","[cetacea]","[eulipotyphla, erinaceomorpha]","0.2857142857142857","0.2857142857142857","[hyperoodontidae]","[erinaceidae]","[hyperoodontidae]","[erinaceidae]","0.4","0.4"
"WekaMatchingRule","BIO32860","http://www.wikidata.org/entity/q1269406","0.3",,"Bird","Bird","Bird","Bird","1.0","1.0","[double crested cormorant, northern double crested cormorant]","[straight billed hermit]","[double crested cormorant, northern double crested cormorant]","[straight billed hermit]","0.2727272727272727","0.2727272727272727","[suliformes]","[apodiformes, trochiliformes, avetheropoda, dinosaur, saurischia]","[suliformes]","[apodiformes, trochiliformes, avetheropoda, dinosaur, saurischia]","0.6363636363636364","0.6363636363636364","[phalacrocoracidae]","[trochilidae]","[phalacrocoracidae]","[trochilidae]","0.4117647058823529","0.4117647058823529"
"WekaMatchingRule","BIO27316","http://www.wikidata.org/entity/q1815055","0.9076666666666666",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[micrasema jihmam]","[none]","[micrasema jihmam]","0.0625","0.0625","[trichoptera]","[trichoptera]","[trichoptera]","[trichoptera]","1.0","1.0","[brachycentridae]","[brachycentridae]","[brachycentridae]","[brachycentridae]","1.0","1.0"
"WekaMatchingRule","BIO00680","http://www.wikidata.org/entity/q2183862","0.05",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[aesiotyche favosa]","[none]","[aesiotyche favosa]","0.11764705882352944","0.11764705882352944","[odonata]","[coleoptera]","[odonata]","[coleoptera]","0.30000000000000004","0.30000000000000004","[aeshnidae]","[cerambycidae]","[aeshnidae]","[cerambycidae]","0.41666666666666663","0.41666666666666663"
"WekaMatchingRule","BIO21902","http://www.wikidata.org/entity/q2084879","0.64",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[hypopheltes pergae]","[none]","[hypopheltes pergae]","0.11111111111111116","0.11111111111111116","[hymenoptera]","[hymenoptera]","[hymenoptera]","[hymenoptera]","1.0","1.0","[evaniidae]","[ichneumonidae]","[evaniidae]","[ichneumonidae]","0.3846153846153846","0.3846153846153846"
"WekaMatchingRule","BIO29344","http://www.wikidata.org/entity/q1467015",,"1",,,,,,,"[chaparral beargrass, bear grass, limestone sacahuiste]","[chaparral beargrass, nolina micrantha]","[chaparral beargrass, bear grass, limestone sacahuiste]","[chaparral beargrass, nolina micrantha]","1.0","1.0","[asparagales]","[asparagales]","[asparagales]","[asparagales]","1.0","1.0","[asparagaceae]","[asparagaceae]","[asparagaceae]","[asparagaceae]","1.0","1.0"
"WekaMatchingRule","BIO26765","http://www.wikidata.org/entity/q607925","0.9711009634458975","1","Bird","Bird","Bird","Bird","1.0","1.0","[lewis  woodpecker, lewiss woodpecker, lewis s woodpecker]","[lewis s woodpecker]","[lewis  woodpecker, lewiss woodpecker, lewis s woodpecker]","[lewis s woodpecker]","1.0","1.0","[piciformes]","[piciformes, saurischia, dinosaur, avetheropoda]","[piciformes]","[piciformes, saurischia, dinosaur, avetheropoda]","1.0","1.0","[picidae]","[picidae]","[picidae]","[picidae]","1.0","1.0"
"WekaMatchingRule","BIO24024","http://www.wikidata.org/entity/q954288","0.01","0","Spider/Scorpion","Spider/Scorpion","Spider/Scorpion","Spider/Scorpion","1.0","1.0","[none]","[lepthyphantes maesi]","[none]","[lepthyphantes maesi]","0.10526315789473684","0.10526315789473684","[araneae]","[xiphosura, araneae, xiphosurida]","[araneae]","[xiphosura, araneae, xiphosurida]","1.0","1.0","[linyphiidae]","[linyphiidae]","[linyphiidae]","[linyphiidae]","1.0","1.0"
"WekaMatchingRule","BIO35552","http://www.wikidata.org/entity/q2108505","0.6387857142857144","1","Nonvascular Plant","Nonvascular Plant","Nonvascular Plant","Nonvascular Plant","1.0","1.0","[none]","[preissia quadrata]","[none]","[preissia quadrata]","0.0","0.0","[marchantiales]","[marchantiales]","[marchantiales]","[marchantiales]","1.0","1.0","[marchantiaceae]","[marchantiaceae]","[marchantiaceae]","[marchantiaceae]","1.0","1.0"
"WekaMatchingRule","BIO44015","http://www.wikidata.org/entity/q1324208","0.05",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[crimson marsh glider]","[none]","[crimson marsh glider]","0.15000000000000002","0.15000000000000002","[diptera]","[odonata]","[diptera]","[odonata]","0.1428571428571429","0.1428571428571429","[tipulidae]","[libellulidae]","[tipulidae]","[libellulidae]","0.5833333333333333","0.5833333333333333"
"WekaMatchingRule","BIO05599","http://www.wikidata.org/entity/q2132986","0.06",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[bombus biroi]","[none]","[bombus biroi]","0.08333333333333337","0.08333333333333337","[none]","[hymenoptera]","[none]","[hymenoptera]","0.2727272727272727","0.2727272727272727","[none]","[apidae]","[none]","[apidae]","0.16666666666666663","0.16666666666666663"
"WekaMatchingRule","BIO14039","http://www.wikidata.org/entity/q2125447","0.14",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[dipseudopsis nieuwenhuisi]","[none]","[dipseudopsis nieuwenhuisi]","0.12","0.12","[hymenoptera]","[trichoptera]","[hymenoptera]","[trichoptera]","0.5454545454545454","0.5454545454545454","[pompilidae]","[dipseudopsidae]","[pompilidae]","[dipseudopsidae]","0.3571428571428571","0.3571428571428571"
"WekaMatchingRule","BIO06385","http://www.wikidata.org/entity/q1274029","0.49480952380952387",,"Bird","Bird","Bird","Bird","1.0","1.0","[broad winged hawk, northern broad winged hawk]","[slate colored hawk, slate coloured hawk]","[broad winged hawk, northern broad winged hawk]","[slate colored hawk, slate coloured hawk]","0.4444444444444444","0.4444444444444444","[accipitriformes]","[falconiformes, accipitriformes, dinosaur, avetheropoda, saurischia]","[accipitriformes]","[falconiformes, accipitriformes, dinosaur, avetheropoda, saurischia]","1.0","1.0","[accipitridae]","[accipitridae]","[accipitridae]","[accipitridae]","1.0","1.0"
"WekaMatchingRule","BIO19712","http://www.wikidata.org/entity/q968535","0.9648647488772488","1","Fish","Fish","Fish","Fish","1.0","1.0","[sailors choice]","[sailors choice, haemulon parra]","[sailors choice]","[sailors choice, haemulon parra]","1.0","1.0","[perciformes]","[lutjaniformes]","[perciformes]","[lutjaniformes]","0.5384615384615384","0.5384615384615384","[haemulidae]","[haemulidae]","[haemulidae]","[haemulidae]","1.0","1.0"
"WekaMatchingRule","BIO31372","http://www.wikidata.org/entity/q586820","0.2",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[paracycnotrachelus olor]","[none]","[paracycnotrachelus olor]","0.13043478260869568","0.13043478260869568","[diptera]","[coleoptera]","[diptera]","[coleoptera]","0.5","0.5","[chironomidae]","[attelabidae]","[chironomidae]","[attelabidae]","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","BIO31383","http://www.wikidata.org/entity/q2122954","0.57",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[parathroscinus orientalis]","[none]","[parathroscinus orientalis]","0.12","0.12","[plecoptera]","[coleoptera]","[plecoptera]","[coleoptera]","0.7","0.7","[chloroperlidae]","[limnichidae]","[chloroperlidae]","[limnichidae]","0.3571428571428571","0.3571428571428571"
"WekaMatchingRule","BIO18320","http://www.wikidata.org/entity/q1826875","0.696",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[gallerucida tricinicta]","[none]","[gallerucida tricinicta]","0.045454545454545414","0.045454545454545414","[coleoptera]","[coleoptera]","[coleoptera]","[coleoptera]","1.0","1.0","[chrysomelidae]","[leaf beetle]","[chrysomelidae]","[leaf beetle]","0.15384615384615385","0.15384615384615385"
"WekaMatchingRule","BIO33633","http://www.wikidata.org/entity/q1272472","0.9990744908449335","1","Bird","Bird","Bird","Bird","1.0","1.0","[nuttall s woodpecker]","[nuttalls woodpecker, picoides nuttallii]","[nuttall s woodpecker]","[nuttalls woodpecker, picoides nuttallii]","0.95","0.95","[piciformes]","[avetheropoda, piciformes, saurischia, dinosaur]","[piciformes]","[avetheropoda, piciformes, saurischia, dinosaur]","1.0","1.0","[picidae]","[picidae]","[picidae]","[picidae]","1.0","1.0"
"WekaMatchingRule","BIO07272","http://www.wikidata.org/entity/q1380",,"1",,,,,,,"[chili pepper, nioi, cayenne pepper]","[pepper, capsicum annuum]","[chili pepper, nioi, cayenne pepper]","[pepper, capsicum annuum]","0.5","0.5","[solanales]","[solanales]","[solanales]","[solanales]","1.0","1.0","[solanaceae]","[solanaceae]","[solanaceae]","[solanaceae]","1.0","1.0"
"WekaMatchingRule","BIO45844","http://www.wikidata.org/entity/q1738607","1.0",,"Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[fineleaf yucca, narrowleaf yucca]","[spanish bayonet, yucca harrimaniae]","[fineleaf yucca, narrowleaf yucca]","[spanish bayonet, yucca harrimaniae]","0.1333333333333333","0.1333333333333333","[asparagales]","[liliales, asparagales, agavales, amaryllidales, iridales]","[asparagales]","[liliales, asparagales, agavales, amaryllidales, iridales]","1.0","1.0","[asparagaceae]","[agavaceae, asparagaceae]","[asparagaceae]","[agavaceae, asparagaceae]","1.0","1.0"
"WekaMatchingRule","BIO11195","http://www.wikidata.org/entity/q2087216","0.04",,"Insect","Insect","Insect","Insect","1.0","1.0","[predacious diving beetle]","[copelatus longicornis]","[predacious diving beetle]","[copelatus longicornis]","0.25","0.25","[coleoptera]","[coleoptera]","[coleoptera]","[coleoptera]","1.0","1.0","[dytiscidae]","[dytiscidae]","[dytiscidae]","[dytiscidae]","1.0","1.0"
"WekaMatchingRule","BIO26404","http://www.wikidata.org/entity/q1572207","0.9076666666666666",,"Fungi","Fungi","Fungi","Fungi","1.0","1.0","[none]","[marasmius rotula]","[none]","[marasmius rotula]","0.0625","0.0625","[agaricales]","[agaricales]","[agaricales]","[agaricales]","1.0","1.0","[marasmiaceae]","[marasmiaceae]","[marasmiaceae]","[marasmiaceae]","1.0","1.0"
"WekaMatchingRule","BIO29021","http://www.wikidata.org/entity/q2065834","0.9996296296296296",,"Reptile","Reptile","Reptile","Reptile","1.0","1.0","[northern water snake]","[southern water snake, southern watersnake, nerodia fasciata]","[northern water snake]","[southern water snake, southern watersnake, nerodia fasciata]","0.9","0.9","[squamata]","[squamata]","[squamata]","[squamata]","1.0","1.0","[colubridae]","[colubridae]","[colubridae]","[colubridae]","1.0","1.0"
"WekaMatchingRule","BIO28850","http://www.wikidata.org/entity/q1642633","0.14",,"Insect","Insect","Insect","Insect","1.0","1.0","[riding s satyr, ridings  satyr]","[neocurtimorda perpusilla]","[riding s satyr, ridings  satyr]","[neocurtimorda perpusilla]","0.16666666666666663","0.16666666666666663","[lepidoptera]","[coleoptera]","[lepidoptera]","[coleoptera]","0.5454545454545454","0.5454545454545454","[nymphalidae]","[mordellidae]","[nymphalidae]","[mordellidae]","0.4545454545454546","0.4545454545454546"
"WekaMatchingRule","BIO44152","http://www.wikidata.org/entity/q2105530","0.31",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[triaspis flavipalpis]","[none]","[triaspis flavipalpis]","0.0","0.0","[orthoptera]","[hymenoptera]","[orthoptera]","[hymenoptera]","0.5454545454545454","0.5454545454545454","[gryllidae]","[braconidae]","[gryllidae]","[braconidae]","0.5","0.5"
"WekaMatchingRule","BIO07090","http://www.wikidata.org/entity/q2091367","0.05",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[campodorus laevipectus]","[none]","[campodorus laevipectus]","0.09090909090909094","0.09090909090909094","[diptera]","[hymenoptera]","[diptera]","[hymenoptera]","0.4545454545454546","0.4545454545454546","[dolichopodidae]","[ichneumonidae]","[dolichopodidae]","[ichneumonidae]","0.4285714285714286","0.4285714285714286"
"WekaMatchingRule","BIO00925","http://www.wikidata.org/entity/q2044114",,"0","Vascular Plant","Insect","Vascular Plant","Insect","0.0","0.0","[mountain dandelion]","[amrapalia sulawensis]","[mountain dandelion]","[amrapalia sulawensis]","0.19999999999999996","0.19999999999999996","[asterales]","[hymenoptera]","[asterales]","[hymenoptera]","0.18181818181818177","0.18181818181818177","[asteraceae]","[ichneumonidae]","[asteraceae]","[ichneumonidae]","0.23076923076923073","0.23076923076923073"
"WekaMatchingRule","BIO35745","http://www.wikidata.org/entity/q924564","0.58",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[prothemus maymyoensis]","[none]","[prothemus maymyoensis]","0.09523809523809523","0.09523809523809523","[coleoptera]","[coleoptera]","[coleoptera]","[coleoptera]","1.0","1.0","[nitidulidae]","[cantharidae]","[nitidulidae]","[cantharidae]","0.36363636363636365","0.36363636363636365"
"WekaMatchingRule","BIO32874","http://www.wikidata.org/entity/q2049679","0.21",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[phaedon wittmeri]","[none]","[phaedon wittmeri]","0.1875","0.1875","[lepidoptera]","[coleoptera]","[lepidoptera]","[coleoptera]","0.5454545454545454","0.5454545454545454","[phalaenidae]","[leaf beetle]","[phalaenidae]","[leaf beetle]","0.18181818181818177","0.18181818181818177"
"WekaMatchingRule","BIO06384","http://www.wikidata.org/entity/q1260070","0.68","1","Bird","Bird","Bird","Bird","1.0","1.0","[grey hawk, gray hawk]","[grey lined hawk]","[grey hawk, gray hawk]","[grey lined hawk]","0.6","0.6","[accipitriformes]","[falconiformes, accipitriformes, dinosaur, avetheropoda, saurischia]","[accipitriformes]","[falconiformes, accipitriformes, dinosaur, avetheropoda, saurischia]","1.0","1.0","[accipitridae]","[accipitridae]","[accipitridae]","[accipitridae]","1.0","1.0"
"WekaMatchingRule","BIO16897","http://www.wikidata.org/entity/q547504","0.34",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[burnet companion, burnet companion moth]","[none]","[burnet companion, burnet companion moth]","0.1875","0.1875","[lepidoptera]","[lepidoptera]","[lepidoptera]","[lepidoptera]","1.0","1.0","[geometridae]","[erebidae]","[geometridae]","[erebidae]","0.5454545454545454","0.5454545454545454"
"WekaMatchingRule","BIO23416","http://www.wikidata.org/entity/q2112988","0.31",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[lasconotus coronatus]","[none]","[lasconotus coronatus]","0.15000000000000002","0.15000000000000002","[diptera]","[coleoptera]","[diptera]","[coleoptera]","0.5","0.5","[asilidae]","[zopheridae]","[asilidae]","[zopheridae]","0.4","0.4"
"WekaMatchingRule","BIO09239","http://www.wikidata.org/entity/q2109059","0.19",,"Insect","Insect","Insect","Insect","1.0","1.0","[pollen fly]","[cheumatopsyche pinula]","[pollen fly]","[cheumatopsyche pinula]","0.1428571428571429","0.1428571428571429","[diptera]","[trichoptera]","[diptera]","[trichoptera]","0.5454545454545454","0.5454545454545454","[syrphidae]","[hydropsychidae]","[syrphidae]","[hydropsychidae]","0.5714285714285714","0.5714285714285714"
"WekaMatchingRule","BIO11246","http://www.wikidata.org/entity/q1784208",,"1","Nonvascular Plant","Algae","Nonvascular Plant","Algae","0.0","0.0","[none]","[corallina officinalis]","[none]","[corallina officinalis]","0.1428571428571429","0.1428571428571429","[corallinales]","[coralline algae]","[corallinales]","[coralline algae]","0.6666666666666667","0.6666666666666667","[corallinaceae]","[corallinaceae]","[corallinaceae]","[corallinaceae]","1.0","1.0"
"WekaMatchingRule","BIO21837","http://www.wikidata.org/entity/q2147932","0.08",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[hyphydrus celox]","[none]","[hyphydrus celox]","0.06666666666666665","0.06666666666666665","[lepidoptera]","[coleoptera]","[lepidoptera]","[coleoptera]","0.5454545454545454","0.5454545454545454","[cosmopterigidae]","[dytiscidae]","[cosmopterigidae]","[dytiscidae]","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","BIO28851","http://www.wikidata.org/entity/q305150","0.41",,"Insect","Insect","Insect","Insect","1.0","1.0","[none]","[neomordellistena parvula]","[none]","[neomordellistena parvula]","0.125","0.125","[diptera]","[coleoptera]","[diptera]","[coleoptera]","0.5","0.5","[muscidae]","[mordellidae]","[muscidae]","[mordellidae]","0.4545454545454546","0.4545454545454546"
