"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] StringAttributeComparatorJaccard.scientificName record1Value","[0] StringAttributeComparatorJaccard.scientificName record2Value","[0] StringAttributeComparatorJaccard.scientificName record1PreprocessedValue","[0] StringAttributeComparatorJaccard.scientificName record2PreprocessedValue","[0] StringAttributeComparatorJaccard.scientificName similarity","[0] StringAttributeComparatorJaccard.scientificName postproccesedSimilarity","[1] StringAttributeComparatorLevenshtein.scientificName record1Value","[1] StringAttributeComparatorLevenshtein.scientificName record2Value","[1] StringAttributeComparatorLevenshtein.scientificName record1PreprocessedValue","[1] StringAttributeComparatorLevenshtein.scientificName record2PreprocessedValue","[1] StringAttributeComparatorLevenshtein.scientificName similarity","[1] StringAttributeComparatorLevenshtein.scientificName postproccesedSimilarity","[2] StringListAttributeAsWholeComparatorLevenshtein.commonNames record1Value","[2] StringListAttributeAsWholeComparatorLevenshtein.commonNames record2Value","[2] StringListAttributeAsWholeComparatorLevenshtein.commonNames record1PreprocessedValue","[2] StringListAttributeAsWholeComparatorLevenshtein.commonNames record2PreprocessedValue","[2] StringListAttributeAsWholeComparatorLevenshtein.commonNames similarity","[2] StringListAttributeAsWholeComparatorLevenshtein.commonNames postproccesedSimilarity","[3] StringListAttributeAsWholeComparatorJaccard.orders record1Value","[3] StringListAttributeAsWholeComparatorJaccard.orders record2Value","[3] StringListAttributeAsWholeComparatorJaccard.orders record1PreprocessedValue","[3] StringListAttributeAsWholeComparatorJaccard.orders record2PreprocessedValue","[3] StringListAttributeAsWholeComparatorJaccard.orders similarity","[3] StringListAttributeAsWholeComparatorJaccard.orders postproccesedSimilarity","[4] StringListAttributeAsWholeComparatorJaccard.families record1Value","[4] StringListAttributeAsWholeComparatorJaccard.families record2Value","[4] StringListAttributeAsWholeComparatorJaccard.families record1PreprocessedValue","[4] StringListAttributeAsWholeComparatorJaccard.families record2PreprocessedValue","[4] StringListAttributeAsWholeComparatorJaccard.families similarity","[4] StringListAttributeAsWholeComparatorJaccard.families postproccesedSimilarity","[5] StringListAttributeComparatorEqual.states record1Value","[5] StringListAttributeComparatorEqual.states record2Value","[5] StringListAttributeComparatorEqual.states record1PreprocessedValue","[5] StringListAttributeComparatorEqual.states record2PreprocessedValue","[5] StringListAttributeComparatorEqual.states similarity","[5] StringListAttributeComparatorEqual.states postproccesedSimilarity"
"WekaMatchingRule","BIO32502","ES1126","0.0",,"persicaria glabra","perognathus longimembris pacificus","persicaria glabra","perognathus longimembris pacificus","0.0","0.0","persicaria glabra","perognathus longimembris pacificus","persicaria glabra","perognathus longimembris pacificus","0.2647058823529411","0.2647058823529411","[pacific pocket mouse]","[kamole]","[pacific pocket mouse]","[kamole]","0.19999999999999996","0.19999999999999996",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO32110","ES751","0.9285714285714286",,"penstemon fendleri","penstemon debilis","penstemon fendleri","penstemon debilis","0.3333333333333333","0.3333333333333333","penstemon fendleri","penstemon debilis","penstemon fendleri","penstemon debilis","0.6666666666666667","0.6666666666666667","[fendler s penstemon, fendler s beardtongue]","[parachute beardtongue]","[fendler s penstemon, fendler s beardtongue]","[parachute beardtongue]","0.35714285714285715","0.35714285714285715",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO26671","ES1315","0.0",,"megandrena enceliae","megalagrion nigrohamatum nigrolineatum","megandrena enceliae","megalagrion nigrohamatum nigrolineatum","0.0","0.0","megandrena enceliae","megalagrion nigrohamatum nigrolineatum","megandrena enceliae","megalagrion nigrohamatum nigrolineatum","0.2894736842105263","0.2894736842105263","[blackline hawaiian damselfly]","[none]","[blackline hawaiian damselfly]","[none]","0.1071428571428571","0.1071428571428571",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO29418","ES1081","0.0",,"notonecta","notropis oxyrhynchus","notonecta","notropis oxyrhynchus","0.0","0.0","notonecta","notropis oxyrhynchus","notonecta","notropis oxyrhynchus","0.25","0.25","[sharpnose shiner]","[none]","[sharpnose shiner]","[none]","0.25","0.25",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO35479","ES1303","0.0",,"potentilla glandulosa var. intermedia","potamilus inflatus","potentilla glandulosa var. intermedia","potamilus inflatus","0.0","0.0","potentilla glandulosa var. intermedia","potamilus inflatus","potentilla glandulosa var. intermedia","potamilus inflatus","0.2702702702702703","0.2702702702702703","[inflated heelsplitter]","[none]","[inflated heelsplitter]","[none]","0.09523809523809523","0.09523809523809523",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO17145","ES1337","0.0",,"eupelmus euprepes","euproserpinus euterpe","eupelmus euprepes","euproserpinus euterpe","0.0","0.0","eupelmus euprepes","euproserpinus euterpe","eupelmus euprepes","euproserpinus euterpe","0.47619047619047616","0.47619047619047616","[kern primrose sphinx moth]","[none]","[kern primrose sphinx moth]","[none]","0.12","0.12",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO36326","ES1614","0.0",,"pternistis adspersus","pteropus mariannus mariannus","pternistis adspersus","pteropus mariannus mariannus","0.0","0.0","pternistis adspersus","pteropus mariannus mariannus","pternistis adspersus","pteropus mariannus mariannus","0.3571428571428571","0.3571428571428571","[mariana fruit bat ( mariana flying fox)]","[red billed francolin]","[mariana fruit bat ( mariana flying fox)]","[red billed francolin]","0.2564102564102564","0.2564102564102564",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO33176","ES266","0.9285714285714286",,"phlox richardsonii ssp. alaskensis","phlox hirsuta","phlox richardsonii ssp. alaskensis","phlox hirsuta","0.2","0.2","phlox richardsonii ssp. alaskensis","phlox hirsuta","phlox richardsonii ssp. alaskensis","phlox hirsuta","0.2941176470588235","0.2941176470588235","[yreka phlox]","[alaskan phlox]","[yreka phlox]","[alaskan phlox]","0.6153846153846154","0.6153846153846154",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO05033","ES1299",,"0","batrachobdella","caretta caretta","batrachobdella","caretta caretta","0.0","0.0","batrachobdella","caretta caretta","batrachobdella","caretta caretta","0.2666666666666667","0.2666666666666667","[loggerhead sea turtle]","[none]","[loggerhead sea turtle]","[none]","0.09523809523809523","0.09523809523809523",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO07482","ES1299","0.0",,"carex aurea","caretta caretta","carex aurea","caretta caretta","0.0","0.0","carex aurea","caretta caretta","carex aurea","caretta caretta","0.5333333333333333","0.5333333333333333","[golden fruited sedge, two color sedge, golden fruit sedge, golden sedge]","[loggerhead sea turtle]","[golden fruited sedge, two color sedge, golden fruit sedge, golden sedge]","[loggerhead sea turtle]","0.2261904761904762","0.2261904761904762",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO16350","ES135","0.0",,"eriogonum effusum","erigeron rhizomatus","eriogonum effusum","erigeron rhizomatus","0.0","0.0","eriogonum effusum","erigeron rhizomatus","eriogonum effusum","erigeron rhizomatus","0.3157894736842105","0.3157894736842105","[bushy eriogonum, prairie baby s breath]","[zuni fleabane]","[bushy eriogonum, prairie baby s breath]","[zuni fleabane]","0.1952380952380952","0.1952380952380952",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO43848","ES208","0.0",,"triadenum walteri","trichilia triacantha","triadenum walteri","trichilia triacantha","0.0","0.0","triadenum walteri","trichilia triacantha","triadenum walteri","trichilia triacantha","0.25","0.25","[bariaco]","[greater marsh st. johnswort]","[bariaco]","[greater marsh st. johnswort]","0.14814814814814814","0.14814814814814814",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO34257","ES22","0.0",,"platyptilia rhynchophora","platydesma cornuta var. decurrens","platyptilia rhynchophora","platydesma cornuta var. decurrens","0.0","0.0","platyptilia rhynchophora","platydesma cornuta var. decurrens","platyptilia rhynchophora","platydesma cornuta var. decurrens","0.24242424242424243","0.24242424242424243","[no common name]","[none]","[no common name]","[none]","0.2857142857142857","0.2857142857142857",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO31481","ES1121","0.0",,"parietaria hespera var. hespera","partula radiolata","parietaria hespera var. hespera","partula radiolata","0.0","0.0","parietaria hespera var. hespera","partula radiolata","parietaria hespera var. hespera","partula radiolata","0.29032258064516125","0.29032258064516125","[rillita pellitory, pellitory]","[guam tree snail]","[rillita pellitory, pellitory]","[guam tree snail]","0.09215686274509804","0.09215686274509804",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO05864","ES1623","0.0",,"brachythecium starkei","branchinecta conservatio","brachythecium starkei","branchinecta conservatio","0.0","0.0","brachythecium starkei","branchinecta conservatio","brachythecium starkei","branchinecta conservatio","0.33333333333333337","0.33333333333333337","[conservancy fairy shrimp]","[starke s brachythecium moss]","[conservancy fairy shrimp]","[starke s brachythecium moss]","0.11111111111111116","0.11111111111111116",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO41857","ES1657","0.0",,"sternotherus carinatus","sterna antillarum browni","sternotherus carinatus","sterna antillarum browni","0.0","0.0","sternotherus carinatus","sterna antillarum browni","sternotherus carinatus","sterna antillarum browni","0.29166666666666663","0.29166666666666663","[california least tern]","[razor backed musk turtle]","[california least tern]","[razor backed musk turtle]","0.29166666666666663","0.29166666666666663",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO29417","ES957","0.0",,"notoacmaea scutum","noturus placidus","notoacmaea scutum","noturus placidus","0.0","0.0","notoacmaea scutum","noturus placidus","notoacmaea scutum","noturus placidus","0.2941176470588235","0.2941176470588235","[neosho madtom]","[none]","[neosho madtom]","[none]","0.15384615384615385","0.15384615384615385",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO11257","ES253","0.0",,"corallorhiza wisteriana","cordylanthus palmatus","corallorhiza wisteriana","cordylanthus palmatus","0.0","0.0","corallorhiza wisteriana","cordylanthus palmatus","corallorhiza wisteriana","cordylanthus palmatus","0.21739130434782605","0.21739130434782605","[spring coralroot, wister s coralroot, coral root]","[palmate bracted bird s beak]","[spring coralroot, wister s coralroot, coral root]","[palmate bracted bird s beak]","0.14814814814814817","0.14814814814814817",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO24332","ES664",,"0","letharia columbiana","dubautia plantaginea ssp. humilis","letharia columbiana","dubautia plantaginea ssp. humilis","0.0","0.0","letharia columbiana","dubautia plantaginea ssp. humilis","letharia columbiana","dubautia plantaginea ssp. humilis","0.21212121212121215","0.21212121212121215","[na ena e]","[none]","[na ena e]","[none]","0.375","0.375",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO16481","ES1211","0.0",,"eriogonum prattenianum var. avium","erimystax cahni","eriogonum prattenianum var. avium","erimystax cahni","0.0","0.0","eriogonum prattenianum var. avium","erimystax cahni","eriogonum prattenianum var. avium","erimystax cahni","0.2727272727272727","0.2727272727272727","[kettle dome buckwheat, nevada city buckwheat]","[slender chub]","[kettle dome buckwheat, nevada city buckwheat]","[slender chub]","0.23809523809523808","0.23809523809523808",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO35089","ES310","0.0",,"polypodium amorphum","polyscias flynnii","polypodium amorphum","polyscias flynnii","0.0","0.0","polypodium amorphum","polyscias flynnii","polypodium amorphum","polyscias flynnii","0.3157894736842105","0.3157894736842105","[irregular polypody, suksdorf s polypody]","[no common name]","[irregular polypody, suksdorf s polypody]","[no common name]","0.08040935672514621","0.08040935672514621",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO24227","ES1344","0.0",,"leptura propinqua","leptonycteris nivalis","leptura propinqua","leptonycteris nivalis","0.0","0.0","leptura propinqua","leptonycteris nivalis","leptura propinqua","leptonycteris nivalis","0.33333333333333337","0.33333333333333337","[mexican long nosed bat]","[none]","[mexican long nosed bat]","[none]","0.18181818181818177","0.18181818181818177",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO24368","ES255",,"0","leucoagaricus americanus","eugenia haematocarpa","leucoagaricus americanus","eugenia haematocarpa","0.0","0.0","leucoagaricus americanus","eugenia haematocarpa","leucoagaricus americanus","eugenia haematocarpa","0.29166666666666663","0.29166666666666663","[uvillo]","[none]","[uvillo]","[none]","0.0","0.0",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO06724","ES136","0.0",,"calochortus palmeri","calystegia stebbinsii","calochortus palmeri","calystegia stebbinsii","0.0","0.0","calochortus palmeri","calystegia stebbinsii","calochortus palmeri","calystegia stebbinsii","0.23809523809523814","0.23809523809523814","[stebbins  morning glory]","[palmer s mariposa]","[stebbins  morning glory]","[palmer s mariposa]","0.26086956521739135","0.26086956521739135",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO34795","ES1425","0.0",,"polistes fuscatus","polyborus plancus audubonii","polistes fuscatus","polyborus plancus audubonii","0.0","0.0","polistes fuscatus","polyborus plancus audubonii","polistes fuscatus","polyborus plancus audubonii","0.33333333333333337","0.33333333333333337","[audubon s crested caracara]","[paperwasp]","[audubon s crested caracara]","[paperwasp]","0.11538461538461542","0.11538461538461542",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO32542","ES1632","0.0",,"pertusaria pustulata","percina pantherina","pertusaria pustulata","percina pantherina","0.0","0.0","pertusaria pustulata","percina pantherina","pertusaria pustulata","percina pantherina","0.35","0.35","[leopard darter]","[none]","[leopard darter]","[none]","0.1428571428571429","0.1428571428571429",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO33175","ES266","0.9285714285714286",,"phlox pulvinata","phlox hirsuta","phlox pulvinata","phlox hirsuta","0.3333333333333333","0.3333333333333333","phlox pulvinata","phlox hirsuta","phlox pulvinata","phlox hirsuta","0.5333333333333333","0.5333333333333333","[alpine phlox, cushion phlox, powder phlox, tufted phlox, phlox]","[yreka phlox]","[alpine phlox, cushion phlox, powder phlox, tufted phlox, phlox]","[yreka phlox]","0.48321678321678324","0.48321678321678324",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO34657","ES1414","0.0",,"poecilanthrax signatipennis","poeciliopsis occidentalis","poecilanthrax signatipennis","poeciliopsis occidentalis","0.0","0.0","poecilanthrax signatipennis","poeciliopsis occidentalis","poecilanthrax signatipennis","poeciliopsis occidentalis","0.37037037037037035","0.37037037037037035","[gila topminnow (incl. yaqui)]","[none]","[gila topminnow (incl. yaqui)]","[none]","0.1071428571428571","0.1071428571428571",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO18811","ES955","1.0","1","gila cypha","gila cypha","gila cypha","gila cypha","1.0","1.0","gila cypha","gila cypha","gila cypha","gila cypha","1.0","1.0","[humpback chub]","[humpback chub]","[humpback chub]","[humpback chub]","1.0","1.0",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO19699","ES396",,"0","haemorhous mexicanus","phyllostegia kaalaensis","haemorhous mexicanus","phyllostegia kaalaensis","0.0","0.0","haemorhous mexicanus","phyllostegia kaalaensis","haemorhous mexicanus","phyllostegia kaalaensis","0.21739130434782605","0.21739130434782605","[new name, house finch]","[no common name]","[new name, house finch]","[no common name]","0.28571428571428575","0.28571428571428575",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO34129","ES22","0.0",,"plantago hirtella var. galeottiana","platydesma cornuta var. decurrens","plantago hirtella var. galeottiana","platydesma cornuta var. decurrens","0.14285714285714285","0.14285714285714285","plantago hirtella var. galeottiana","platydesma cornuta var. decurrens","plantago hirtella var. galeottiana","platydesma cornuta var. decurrens","0.3529411764705882","0.3529411764705882","[no common name]","[none]","[no common name]","[none]","0.2857142857142857","0.2857142857142857",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO33903","ES270","0.0",,"pitar newcombianus","pittosporum hawaiiense","pitar newcombianus","pittosporum hawaiiense","0.0","0.0","pitar newcombianus","pittosporum hawaiiense","pitar newcombianus","pittosporum hawaiiense","0.2727272727272727","0.2727272727272727","[hoawa]","[newcomb pitar]","[hoawa]","[newcomb pitar]","0.15384615384615385","0.15384615384615385",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO34362","ES1117","0.0",,"plethodon aureolus","pleuronaia dolabelloides","plethodon aureolus","pleuronaia dolabelloides","0.0","0.0","plethodon aureolus","pleuronaia dolabelloides","plethodon aureolus","pleuronaia dolabelloides","0.33333333333333337","0.33333333333333337","[slabside pearlymussel]","[tellico salamander]","[slabside pearlymussel]","[tellico salamander]","0.2857142857142857","0.2857142857142857",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO18964","ES1620","0.9285714285714286","1","glaucomys sabrinus","glaucomys sabrinus coloratus","glaucomys sabrinus","glaucomys sabrinus coloratus","0.6666666666666666","0.6666666666666666","glaucomys sabrinus","glaucomys sabrinus coloratus","glaucomys sabrinus","glaucomys sabrinus coloratus","0.6428571428571428","0.6428571428571428","[northern flying squirrel, mearns flying squirrel, flying squirrel]","[carolina northern flying squirrel]","[northern flying squirrel, mearns flying squirrel, flying squirrel]","[carolina northern flying squirrel]","0.5757575757575758","0.5757575757575758",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO14544","ES1287","0.3333333333333333",,"drosophila olaae","drosophila aglaia","drosophila olaae","drosophila aglaia","0.3333333333333333","0.3333333333333333","drosophila olaae","drosophila aglaia","drosophila olaae","drosophila aglaia","0.7647058823529411","0.7647058823529411","[hawaiian picture wing fly]","[none]","[hawaiian picture wing fly]","[none]","0.07999999999999996","0.07999999999999996",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO06330","ES1432","0.9285714285714286",,"bufo punctatus","bufo hemiophrys baxteri","bufo punctatus","bufo hemiophrys baxteri","0.25","0.25","bufo punctatus","bufo hemiophrys baxteri","bufo punctatus","bufo hemiophrys baxteri","0.34782608695652173","0.34782608695652173","[wyoming toad]","[red spotted toad]","[wyoming toad]","[red spotted toad]","0.375","0.375",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO34588","ES263","0.9285714285714286",,"poa secunda var. incurva","poa sandvicensis","poa secunda var. incurva","poa sandvicensis","0.2","0.2","poa secunda var. incurva","poa sandvicensis","poa secunda var. incurva","poa sandvicensis","0.375","0.375","[hawaiian bluegrass]","[curly bluegrass]","[hawaiian bluegrass]","[curly bluegrass]","0.5555555555555556","0.5555555555555556",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO28317","ES1141","0.3333333333333333",,"myotis septentrionalis septentrionalis","myotis sodalis","myotis septentrionalis septentrionalis","myotis sodalis","0.3333333333333333","0.3333333333333333","myotis septentrionalis septentrionalis","myotis sodalis","myotis septentrionalis septentrionalis","myotis sodalis","0.3421052631578947","0.3421052631578947","[indiana bat]","[none]","[indiana bat]","[none]","0.18181818181818177","0.18181818181818177",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO14451","ES938","0.3333333333333333",,"drosophila brunneisetae","drosophila differens","drosophila brunneisetae","drosophila differens","0.3333333333333333","0.3333333333333333","drosophila brunneisetae","drosophila differens","drosophila brunneisetae","drosophila differens","0.5652173913043479","0.5652173913043479","[hawaiian picture wing fly]","[none]","[hawaiian picture wing fly]","[none]","0.07999999999999996","0.07999999999999996",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO11384","ES253","0.0",,"cornus foemina","cordylanthus palmatus","cornus foemina","cordylanthus palmatus","0.0","0.0","cornus foemina","cordylanthus palmatus","cornus foemina","cordylanthus palmatus","0.38095238095238093","0.38095238095238093","[swamp dogwood, stiff dogwood]","[palmate bracted bird s beak]","[swamp dogwood, stiff dogwood]","[palmate bracted bird s beak]","0.11111111111111116","0.11111111111111116",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO35088","ES310","0.0",,"polypodium","polyscias flynnii","polypodium","polyscias flynnii","0.0","0.0","polypodium","polyscias flynnii","polypodium","polyscias flynnii","0.23529411764705888","0.23529411764705888","[no common name]","[none]","[no common name]","[none]","0.2857142857142857","0.2857142857142857",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO06600","ES282",,"0","callioplus spenceri","poa siphonoglossa","callioplus spenceri","poa siphonoglossa","0.0","0.0","callioplus spenceri","poa siphonoglossa","callioplus spenceri","poa siphonoglossa","0.10526315789473684","0.10526315789473684","[no common name]","[none]","[no common name]","[none]","0.2857142857142857","0.2857142857142857",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO32513","ES1137","0.0",,"persicaria sagittata","percina antesella","persicaria sagittata","percina antesella","0.0","0.0","persicaria sagittata","percina antesella","persicaria sagittata","percina antesella","0.35","0.35","[arrow leaved tearthumb, arrow leaf tearthumb]","[amber darter]","[arrow leaved tearthumb, arrow leaf tearthumb]","[amber darter]","0.2863636363636364","0.2863636363636364",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO18323","ES1234","0.0",,"galgula partita","gallinula galeata sandvicensis","galgula partita","gallinula galeata sandvicensis","0.0","0.0","galgula partita","gallinula galeata sandvicensis","galgula partita","gallinula galeata sandvicensis","0.33333333333333337","0.33333333333333337","[hawaiian common gallinule]","[none]","[hawaiian common gallinule]","[none]","0.16000000000000003","0.16000000000000003",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO28316","ES1243","1.0","1","myotis septentrionalis","myotis septentrionalis","myotis septentrionalis","myotis septentrionalis","1.0","1.0","myotis septentrionalis","myotis septentrionalis","myotis septentrionalis","myotis septentrionalis","1.0","1.0","[northern myotis, northern bat, northern long eared bat]","[northern long eared bat]","[northern myotis, northern bat, northern long eared bat]","[northern long eared bat]","0.6376811594202899","0.6376811594202899",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO04392","ES706","0.9285714285714286",,"astragalus sesquiflorus","astragalus applegatei","astragalus sesquiflorus","astragalus applegatei","0.3333333333333333","0.3333333333333333","astragalus sesquiflorus","astragalus applegatei","astragalus sesquiflorus","astragalus applegatei","0.4782608695652174","0.4782608695652174","[applegate s milk vetch]","[sandstone milkvetch]","[applegate s milk vetch]","[sandstone milkvetch]","0.5","0.5",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO24333","ES418",,"0","letharia vulpina","pritchardia viscosa","letharia vulpina","pritchardia viscosa","0.0","0.0","letharia vulpina","pritchardia viscosa","letharia vulpina","pritchardia viscosa","0.4736842105263158","0.4736842105263158","[loulu]","[none]","[loulu]","[none]","0.19999999999999996","0.19999999999999996",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO16243","ES775","0.0",,"erigeron ursinus","eriogonum codium","erigeron ursinus","eriogonum codium","0.0","0.0","erigeron ursinus","eriogonum codium","erigeron ursinus","eriogonum codium","0.375","0.375","[bear daisy, bear river fleabane, fleabane]","[umtanum desert buckwheat]","[bear daisy, bear river fleabane, fleabane]","[umtanum desert buckwheat]","0.1527777777777778","0.1527777777777778",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO15746","ES1187","0.0",,"epilobium luteum","epioblasma othcaloogensis","epilobium luteum","epioblasma othcaloogensis","0.0","0.0","epilobium luteum","epioblasma othcaloogensis","epilobium luteum","epioblasma othcaloogensis","0.31999999999999995","0.31999999999999995","[yellow willowherb, yellow willow herb, yellow willow weed]","[southern acornshell]","[yellow willowherb, yellow willow herb, yellow willow weed]","[southern acornshell]","0.14035087719298248","0.14035087719298248",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO39255","ES810","0.0",,"schistocomus hiltoni","schiedea membranacea","schistocomus hiltoni","schiedea membranacea","0.0","0.0","schistocomus hiltoni","schiedea membranacea","schistocomus hiltoni","schiedea membranacea","0.25","0.25","[no common name]","[none]","[no common name]","[none]","0.2857142857142857","0.2857142857142857",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO16223","ES135","0.3333333333333333",,"erigeron sionis","erigeron rhizomatus","erigeron sionis","erigeron rhizomatus","0.3333333333333333","0.3333333333333333","erigeron sionis","erigeron rhizomatus","erigeron sionis","erigeron rhizomatus","0.631578947368421","0.631578947368421","[zuni fleabane]","[zion daisy]","[zuni fleabane]","[zion daisy]","0.23076923076923073","0.23076923076923073",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO34783","ES1547","0.0",,"poliomintha glabrescens","polyphylla barbata","poliomintha glabrescens","polyphylla barbata","0.0","0.0","poliomintha glabrescens","polyphylla barbata","poliomintha glabrescens","polyphylla barbata","0.30434782608695654","0.30434782608695654","[leafy rosemarymint, rosemary mint]","[mount hermon june beetle]","[leafy rosemarymint, rosemary mint]","[mount hermon june beetle]","0.1875","0.1875",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO01131","ES1163",,"0","alces alces","zapada glacier","alces alces","zapada glacier","0.0","0.0","alces alces","zapada glacier","alces alces","zapada glacier","0.3571428571428571","0.3571428571428571","[eurasian elk, moose]","[western glacier stonefly]","[eurasian elk, moose]","[western glacier stonefly]","0.1875","0.1875",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO09124","ES869","0.0",,"chamaesyce serrula","chamaecrista glandulosa var. mirabilis","chamaesyce serrula","chamaecrista glandulosa var. mirabilis","0.0","0.0","chamaesyce serrula","chamaecrista glandulosa var. mirabilis","chamaesyce serrula","chamaecrista glandulosa var. mirabilis","0.2894736842105263","0.2894736842105263","[sawtooth sandmat, sawtooth euphorbia, saw tooth sandmat]","[no common name]","[sawtooth sandmat, sawtooth euphorbia, saw tooth sandmat]","[no common name]","0.17796840958605667","0.17796840958605667",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO16341","ES256","0.9285714285714286",,"eriogonum darrovii","eriogonum kennedyi var. austromontanum","eriogonum darrovii","eriogonum kennedyi var. austromontanum","0.2","0.2","eriogonum darrovii","eriogonum kennedyi var. austromontanum","eriogonum darrovii","eriogonum kennedyi var. austromontanum","0.39473684210526316","0.39473684210526316","[carrot buckwheat, darrow s wild buckwheat, darrow s buckwheat]","[southern mountain wild buckwheat]","[carrot buckwheat, darrow s wild buckwheat, darrow s buckwheat]","[southern mountain wild buckwheat]","0.4479166666666667","0.4479166666666667",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO41729","ES37","0.0",,"stenotus acaulis var. glabratus","stenogyne bifida","stenotus acaulis var. glabratus","stenogyne bifida","0.0","0.0","stenotus acaulis var. glabratus","stenogyne bifida","stenotus acaulis var. glabratus","stenogyne bifida","0.22580645161290325","0.22580645161290325","[no common name]","[stemless mock goldenweed]","[no common name]","[stemless mock goldenweed]","0.20833333333333337","0.20833333333333337",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO12154","ES629","1.0","1","ctenitis squamigera","ctenitis squamigera","ctenitis squamigera","ctenitis squamigera","1.0","1.0","ctenitis squamigera","ctenitis squamigera","ctenitis squamigera","ctenitis squamigera","1.0","1.0","[pauoa]","[pauoa]","[pauoa]","[pauoa]","1.0","1.0",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO12731","ES1404","0.0",,"cypseloides niger","cyprinella formosa","cypseloides niger","cyprinella formosa","0.0","0.0","cypseloides niger","cyprinella formosa","cypseloides niger","cyprinella formosa","0.2222222222222222","0.2222222222222222","[american black swift, black swift]","[beautiful shiner]","[american black swift, black swift]","[beautiful shiner]","0.25625","0.25625",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO43849","ES208","0.0",,"triaenodes","trichilia triacantha","triaenodes","trichilia triacantha","0.0","0.0","triaenodes","trichilia triacantha","triaenodes","trichilia triacantha","0.19999999999999996","0.19999999999999996","[bariaco]","[none]","[bariaco]","[none]","0.0","0.0",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO23916","ES730","0.0",,"lepidostoma americanum","lepidium arbuscula","lepidostoma americanum","lepidium arbuscula","0.0","0.0","lepidostoma americanum","lepidium arbuscula","lepidostoma americanum","lepidium arbuscula","0.40909090909090906","0.40909090909090906","[ anaunau]","[none]","[ anaunau]","[none]","0.25","0.25",,,,,,,,,,,,,,,,,,
