"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] StringAttributeComparatorJaccard.scientificName record1Value","[0] StringAttributeComparatorJaccard.scientificName record2Value","[0] StringAttributeComparatorJaccard.scientificName record1PreprocessedValue","[0] StringAttributeComparatorJaccard.scientificName record2PreprocessedValue","[0] StringAttributeComparatorJaccard.scientificName similarity","[0] StringAttributeComparatorJaccard.scientificName postproccesedSimilarity","[1] StringAttributeComparatorLevenshtein.scientificName record1Value","[1] StringAttributeComparatorLevenshtein.scientificName record2Value","[1] StringAttributeComparatorLevenshtein.scientificName record1PreprocessedValue","[1] StringAttributeComparatorLevenshtein.scientificName record2PreprocessedValue","[1] StringAttributeComparatorLevenshtein.scientificName similarity","[1] StringAttributeComparatorLevenshtein.scientificName postproccesedSimilarity","[2] StringListAttributeAsWholeComparatorLevenshtein.commonNames record1Value","[2] StringListAttributeAsWholeComparatorLevenshtein.commonNames record2Value","[2] StringListAttributeAsWholeComparatorLevenshtein.commonNames record1PreprocessedValue","[2] StringListAttributeAsWholeComparatorLevenshtein.commonNames record2PreprocessedValue","[2] StringListAttributeAsWholeComparatorLevenshtein.commonNames similarity","[2] StringListAttributeAsWholeComparatorLevenshtein.commonNames postproccesedSimilarity","[3] StringListAttributeAsWholeComparatorJaccard.orders record1Value","[3] StringListAttributeAsWholeComparatorJaccard.orders record2Value","[3] StringListAttributeAsWholeComparatorJaccard.orders record1PreprocessedValue","[3] StringListAttributeAsWholeComparatorJaccard.orders record2PreprocessedValue","[3] StringListAttributeAsWholeComparatorJaccard.orders similarity","[3] StringListAttributeAsWholeComparatorJaccard.orders postproccesedSimilarity","[4] StringListAttributeAsWholeComparatorJaccard.families record1Value","[4] StringListAttributeAsWholeComparatorJaccard.families record2Value","[4] StringListAttributeAsWholeComparatorJaccard.families record1PreprocessedValue","[4] StringListAttributeAsWholeComparatorJaccard.families record2PreprocessedValue","[4] StringListAttributeAsWholeComparatorJaccard.families similarity","[4] StringListAttributeAsWholeComparatorJaccard.families postproccesedSimilarity","[5] StringListAttributeComparatorEqual.states record1Value","[5] StringListAttributeComparatorEqual.states record2Value","[5] StringListAttributeComparatorEqual.states record1PreprocessedValue","[5] StringListAttributeComparatorEqual.states record2PreprocessedValue","[5] StringListAttributeComparatorEqual.states similarity","[5] StringListAttributeComparatorEqual.states postproccesedSimilarity"
"WekaMatchingRule","BIO28140","ES992","0.3333333333333333",,"myadestes townsendi townsendi","myadestes myadestinus","myadestes townsendi townsendi","myadestes myadestinus","0.3333333333333333","0.3333333333333333","myadestes townsendi townsendi","myadestes myadestinus","myadestes townsendi townsendi","myadestes myadestinus","0.4482758620689655","0.4482758620689655","[large kauai ( kamao) thrush]","[towsend s solitaire]","[large kauai ( kamao) thrush]","[towsend s solitaire]","0.18518518518518523","0.18518518518518523",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO35445","ES327","0.3333333333333333",,"potentilla cottamii","potentilla hickmanii","potentilla cottamii","potentilla hickmanii","0.3333333333333333","0.3333333333333333","potentilla cottamii","potentilla hickmanii","potentilla cottamii","potentilla hickmanii","0.7","0.7","[pilot range cinquefoil, cottam s cinquefoil]","[hickman s potentilla]","[pilot range cinquefoil, cottam s cinquefoil]","[hickman s potentilla]","0.23863636363636365","0.23863636363636365",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO13663","ES816","0.0",,"dicoria","dicerandra christmanii","dicoria","dicerandra christmanii","0.0","0.0","dicoria","dicerandra christmanii","dicoria","dicerandra christmanii","0.2727272727272727","0.2727272727272727","[twinbugs, dicoria]","[garrett s mint]","[twinbugs, dicoria]","[garrett s mint]","0.0714285714285714","0.0714285714285714",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO33422","ES147","0.0",,"phyllotopsis subnidulans","phyllostegia haliakalae","phyllotopsis subnidulans","phyllostegia haliakalae","0.0","0.0","phyllotopsis subnidulans","phyllostegia haliakalae","phyllotopsis subnidulans","phyllostegia haliakalae","0.41666666666666663","0.41666666666666663","[no common name]","[none]","[no common name]","[none]","0.2857142857142857","0.2857142857142857",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO18889","ES955","0.0",,"gilia minor","gila cypha","gilia minor","gila cypha","0.0","0.0","gilia minor","gila cypha","gilia minor","gila cypha","0.4545454545454546","0.4545454545454546","[humpback chub]","[mojave gilia]","[humpback chub]","[mojave gilia]","0.15384615384615385","0.15384615384615385",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO31608","ES707",,"0","parrhasius m album","asplenium dielfalcatum","parrhasius m album","asplenium dielfalcatum","0.0","0.0","parrhasius m album","asplenium dielfalcatum","parrhasius m album","asplenium dielfalcatum","0.31818181818181823","0.31818181818181823","[no common name]","[white m hairstreak]","[no common name]","[white m hairstreak]","0.11111111111111116","0.11111111111111116",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO18889","ES954","0.0",,"gilia minor","gila nigrescens","gilia minor","gila nigrescens","0.0","0.0","gilia minor","gila nigrescens","gilia minor","gila nigrescens","0.33333333333333337","0.33333333333333337","[chihuahua chub]","[mojave gilia]","[chihuahua chub]","[mojave gilia]","0.0714285714285714","0.0714285714285714",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO42015","ES1626","0.0",,"streptanthus tortuosus var. orbiculatus","strix occidentalis lucida","streptanthus tortuosus var. orbiculatus","strix occidentalis lucida","0.0","0.0","streptanthus tortuosus var. orbiculatus","strix occidentalis lucida","streptanthus tortuosus var. orbiculatus","strix occidentalis lucida","0.20512820512820518","0.20512820512820518","[shieldplant, mountain jewelflower]","[mexican spotted owl]","[shieldplant, mountain jewelflower]","[mexican spotted owl]","0.17763157894736842","0.17763157894736842",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO35017","ES506","0.0",,"polygonum ramosissimum","polyscias gymnocarpa","polygonum ramosissimum","polyscias gymnocarpa","0.0","0.0","polygonum ramosissimum","polyscias gymnocarpa","polygonum ramosissimum","polyscias gymnocarpa","0.2727272727272727","0.2727272727272727","[tall knotweed, yellow flower knotweed, yellow knotweed, bushy knotweed]","[ ohe ohe]","[tall knotweed, yellow flower knotweed, yellow knotweed, bushy knotweed]","[ ohe ohe]","0.24730269730269727","0.24730269730269727",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO32261","ES641","0.0",,"pentaphylloides floribunda","penstemon haydenii","pentaphylloides floribunda","penstemon haydenii","0.0","0.0","pentaphylloides floribunda","penstemon haydenii","pentaphylloides floribunda","penstemon haydenii","0.23076923076923073","0.23076923076923073","[blowout penstemon]","[shrubby cinquefoil]","[blowout penstemon]","[shrubby cinquefoil]","0.2222222222222222","0.2222222222222222",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO08028","ES1299","0.0",,"carpelimus spretus","caretta caretta","carpelimus spretus","caretta caretta","0.0","0.0","carpelimus spretus","caretta caretta","carpelimus spretus","caretta caretta","0.4444444444444444","0.4444444444444444","[loggerhead sea turtle]","[rove beetle]","[loggerhead sea turtle]","[rove beetle]","0.33333333333333337","0.33333333333333337",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO04077","ES785","0.0",,"aster simplex","astragalus ampullarioides","aster simplex","astragalus ampullarioides","0.0","0.0","aster simplex","astragalus ampullarioides","aster simplex","astragalus ampullarioides","0.31999999999999995","0.31999999999999995","[shivwits milk vetch]","[panicled aster]","[shivwits milk vetch]","[panicled aster]","0.1578947368421053","0.1578947368421053",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO11427","ES914","0.0",,"cortinarius armillatus","cordia bellonis","cortinarius armillatus","cordia bellonis","0.0","0.0","cortinarius armillatus","cordia bellonis","cortinarius armillatus","cordia bellonis","0.40909090909090906","0.40909090909090906","[no common name]","[none]","[no common name]","[none]","0.2857142857142857","0.2857142857142857",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO02727","ES732",,"0","aphis pentstemonicola","lupinus aridorum","aphis pentstemonicola","lupinus aridorum","0.0","0.0","aphis pentstemonicola","lupinus aridorum","aphis pentstemonicola","lupinus aridorum","0.19047619047619047","0.19047619047619047","[scrub lupine]","[none]","[scrub lupine]","[none]","0.16666666666666663","0.16666666666666663",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO32182","ES549","0.0",,"penstemon ovatus","pentachaeta lyonii","penstemon ovatus","pentachaeta lyonii","0.0","0.0","penstemon ovatus","pentachaeta lyonii","penstemon ovatus","pentachaeta lyonii","0.2222222222222222","0.2222222222222222","[purple penstemon, broad leaved penstemon, penstemon, eggleaf beardtongue]","[lyon s pentachaeta]","[purple penstemon, broad leaved penstemon, penstemon, eggleaf beardtongue]","[lyon s pentachaeta]","0.16899255715045186","0.16899255715045186",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO27298","ES1270","0.0",,"micaria","microtus pennsylvanicus dukecampbelli","micaria","microtus pennsylvanicus dukecampbelli","0.0","0.0","micaria","microtus pennsylvanicus dukecampbelli","micaria","microtus pennsylvanicus dukecampbelli","0.16216216216216217","0.16216216216216217","[florida salt marsh vole]","[none]","[florida salt marsh vole]","[none]","0.08695652173913049","0.08695652173913049",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO12569","ES1483","1.0","1","cynomys parvidens","cynomys parvidens","cynomys parvidens","cynomys parvidens","1.0","1.0","cynomys parvidens","cynomys parvidens","cynomys parvidens","cynomys parvidens","1.0","1.0","[utah prairie dog]","[utah prairie dog]","[utah prairie dog]","[utah prairie dog]","1.0","1.0",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO19414","ES1042","0.9285714285714286","1","grus canadensis","grus canadensis pulla","grus canadensis","grus canadensis pulla","0.6666666666666666","0.6666666666666666","grus canadensis","grus canadensis pulla","grus canadensis","grus canadensis pulla","0.7142857142857143","0.7142857142857143","[sandhill cranes, sandhill crane]","[mississippi sandhill crane]","[sandhill cranes, sandhill crane]","[mississippi sandhill crane]","0.5192307692307692","0.5192307692307692",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO43136","ES1331","0.9285714285714286",,"thamnophis sauritus","thamnophis sirtalis tetrataenia","thamnophis sauritus","thamnophis sirtalis tetrataenia","0.25","0.25","thamnophis sauritus","thamnophis sirtalis tetrataenia","thamnophis sauritus","thamnophis sirtalis tetrataenia","0.4838709677419355","0.4838709677419355","[common ribbonsnake, eastern ribbon snake]","[san francisco garter snake]","[common ribbonsnake, eastern ribbon snake]","[san francisco garter snake]","0.3269230769230769","0.3269230769230769",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO34683","ES342","0.0",,"pogonatum alpinum var. brevifolium","pogogyne nudiuscula","pogonatum alpinum var. brevifolium","pogogyne nudiuscula","0.0","0.0","pogonatum alpinum var. brevifolium","pogogyne nudiuscula","pogonatum alpinum var. brevifolium","pogogyne nudiuscula","0.23529411764705888","0.23529411764705888","[otay mesa mint]","[none]","[otay mesa mint]","[none]","0.0714285714285714","0.0714285714285714",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO31518","ES1530","0.0",,"parmeliella corallinoides","paroreomyza maculata","parmeliella corallinoides","paroreomyza maculata","0.0","0.0","parmeliella corallinoides","paroreomyza maculata","parmeliella corallinoides","paroreomyza maculata","0.24","0.24","[oahu creeper]","[none]","[oahu creeper]","[none]","0.08333333333333337","0.08333333333333337",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO02004","ES984","1.0","1","anaxyrus canorus","anaxyrus canorus","anaxyrus canorus","anaxyrus canorus","1.0","1.0","anaxyrus canorus","anaxyrus canorus","anaxyrus canorus","anaxyrus canorus","1.0","1.0","[yosemite toad]","[yosemite toad]","[yosemite toad]","[yosemite toad]","1.0","1.0",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO07353","ES1299","0.0",,"cardamine parviflora","caretta caretta","cardamine parviflora","caretta caretta","0.0","0.0","cardamine parviflora","caretta caretta","cardamine parviflora","caretta caretta","0.35","0.35","[smallflowered bittercress, sand bittercress]","[loggerhead sea turtle]","[smallflowered bittercress, sand bittercress]","[loggerhead sea turtle]","0.19142857142857145","0.19142857142857145",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO26931","ES899","0.0",,"melosira distans var. lirata","melicope quadrangularis","melosira distans var. lirata","melicope quadrangularis","0.0","0.0","melosira distans var. lirata","melicope quadrangularis","melosira distans var. lirata","melicope quadrangularis","0.2857142857142857","0.2857142857142857","[alani]","[none]","[alani]","[none]","0.19999999999999996","0.19999999999999996",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO10165","ES446","0.0",,"cladina portentosa","clarkia springvillensis","cladina portentosa","clarkia springvillensis","0.0","0.0","cladina portentosa","clarkia springvillensis","cladina portentosa","clarkia springvillensis","0.34782608695652173","0.34782608695652173","[springville clarkia]","[reindeer lichen]","[springville clarkia]","[reindeer lichen]","0.21052631578947367","0.21052631578947367",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO05613","ES93",,"0","boraria deturkiana","phyllostegia racemosa","boraria deturkiana","phyllostegia racemosa","0.0","0.0","boraria deturkiana","phyllostegia racemosa","boraria deturkiana","phyllostegia racemosa","0.1428571428571429","0.1428571428571429","[kiponapona]","[a millipede]","[kiponapona]","[a millipede]","0.09090909090909094","0.09090909090909094",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO15998","ES451","0.3333333333333333",,"eriastrum densifolium ssp. mohavense","eriastrum densifolium ssp. sanctorum","eriastrum densifolium ssp. mohavense","eriastrum densifolium ssp. sanctorum","0.6","0.6","eriastrum densifolium ssp. mohavense","eriastrum densifolium ssp. sanctorum","eriastrum densifolium ssp. mohavense","eriastrum densifolium ssp. sanctorum","0.75","0.75","[santa ana river woolly star]","[mojave eriastrum]","[santa ana river woolly star]","[mojave eriastrum]","0.18518518518518523","0.18518518518518523",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO20546","ES739",,"0","heterosiphonia erecta","platanthera leucophaea","heterosiphonia erecta","platanthera leucophaea","0.0","0.0","heterosiphonia erecta","platanthera leucophaea","heterosiphonia erecta","platanthera leucophaea","0.09090909090909094","0.09090909090909094","[eastern prairie fringed orchid]","[none]","[eastern prairie fringed orchid]","[none]","0.09999999999999998","0.09999999999999998",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO31883","ES85",,"0","pegomya longimana","thelypodium howellii ssp. spectabilis","pegomya longimana","thelypodium howellii ssp. spectabilis","0.0","0.0","pegomya longimana","thelypodium howellii ssp. spectabilis","pegomya longimana","thelypodium howellii ssp. spectabilis","0.16216216216216217","0.16216216216216217","[howell  s spectacular thelypody]","[none]","[howell  s spectacular thelypody]","[none]","0.06451612903225812","0.06451612903225812",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO12318","ES164","0.3333333333333333",,"cyanea floribunda","cyanea dolichopoda","cyanea floribunda","cyanea dolichopoda","0.3333333333333333","0.3333333333333333","cyanea floribunda","cyanea dolichopoda","cyanea floribunda","cyanea dolichopoda","0.5555555555555556","0.5555555555555556","[haha]","[degener s cyanea]","[haha]","[degener s cyanea]","0.125","0.125",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO22453","ES436","0.0",,"ivesia lycopodioides ssp. megalopetala","ivesia kingii var. eremica","ivesia lycopodioides ssp. megalopetala","ivesia kingii var. eremica","0.14285714285714285","0.14285714285714285","ivesia lycopodioides ssp. megalopetala","ivesia kingii var. eremica","ivesia lycopodioides ssp. megalopetala","ivesia kingii var. eremica","0.39473684210526316","0.39473684210526316","[clubmoss mousetail, club moss ivesia]","[ash meadows ivesia]","[clubmoss mousetail, club moss ivesia]","[ash meadows ivesia]","0.3611111111111111","0.3611111111111111",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO16826","ES1379","1.0","1","etheostoma percnurum","etheostoma percnurum","etheostoma percnurum","etheostoma percnurum","1.0","1.0","etheostoma percnurum","etheostoma percnurum","etheostoma percnurum","etheostoma percnurum","1.0","1.0","[duskytail darter]","[duskytail darter]","[duskytail darter]","[duskytail darter]","1.0","1.0",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO08689","ES361","0.0",,"cerastium jenisejense","cercocarpus traskiae","cerastium jenisejense","cercocarpus traskiae","0.0","0.0","cerastium jenisejense","cercocarpus traskiae","cerastium jenisejense","cercocarpus traskiae","0.23809523809523814","0.23809523809523814","[catalina island mountain mahogany]","[tundra chickweed]","[catalina island mountain mahogany]","[tundra chickweed]","0.1515151515151515","0.1515151515151515",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO07617","ES485","0.9285714285714286",,"carex floridana","carex specuicola","carex floridana","carex specuicola","0.3333333333333333","0.3333333333333333","carex floridana","carex specuicola","carex floridana","carex specuicola","0.5","0.5","[navajo sedge]","[florida sedge]","[navajo sedge]","[florida sedge]","0.46153846153846156","0.46153846153846156",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO24625","ES166","0.9285714285714286",,"lilium occidentale","lilium pardalinum ssp. pitkinense","lilium occidentale","lilium pardalinum ssp. pitkinense","0.2","0.2","lilium occidentale","lilium pardalinum ssp. pitkinense","lilium occidentale","lilium pardalinum ssp. pitkinense","0.303030303030303","0.303030303030303","[pitkin marsh lily]","[western lily]","[pitkin marsh lily]","[western lily]","0.3529411764705882","0.3529411764705882",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO30617","ES1084","0.0",,"orthotomicus caelatus","orthalicus reses (not incl. nesodryas)","orthotomicus caelatus","orthalicus reses (not incl. nesodryas)","0.0","0.0","orthotomicus caelatus","orthalicus reses (not incl. nesodryas)","orthotomicus caelatus","orthalicus reses (not incl. nesodryas)","0.26315789473684215","0.26315789473684215","[stock island tree snail]","[none]","[stock island tree snail]","[none]","0.13043478260869568","0.13043478260869568",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO06992","ES1112","0.0",,"camissonia dentata","cambarus veteranus","camissonia dentata","cambarus veteranus","0.0","0.0","camissonia dentata","cambarus veteranus","camissonia dentata","cambarus veteranus","0.2222222222222222","0.2222222222222222","[guyandotte river crayfish]","[none]","[guyandotte river crayfish]","[none]","0.12","0.12",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO04025","ES857","0.0",,"aster lanceolatus ssp. lanceolatus var. lanceolatus","astragalus robbinsii var. jesupi","aster lanceolatus ssp. lanceolatus var. lanceolatus","astragalus robbinsii var. jesupi","0.14285714285714285","0.14285714285714285","aster lanceolatus ssp. lanceolatus var. lanceolatus","astragalus robbinsii var. jesupi","aster lanceolatus ssp. lanceolatus var. lanceolatus","astragalus robbinsii var. jesupi","0.33333333333333337","0.33333333333333337","[jesup s milk vetch]","[none]","[jesup s milk vetch]","[none]","0.05555555555555558","0.05555555555555558",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO02923","ES392","0.9285714285714286",,"arabis fendleri var. fendleri","arabis hoffmannii","arabis fendleri var. fendleri","arabis hoffmannii","0.25","0.25","arabis fendleri var. fendleri","arabis hoffmannii","arabis fendleri var. fendleri","arabis hoffmannii","0.3448275862068966","0.3448275862068966","[hoffmann s rock cress]","[fendler s rockcress]","[hoffmann s rock cress]","[fendler s rockcress]","0.5714285714285714","0.5714285714285714",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO17177","ES157","0.0",,"euphilotes enoptes enoptes","euphorbia kuwaleana","euphilotes enoptes enoptes","euphorbia kuwaleana","0.0","0.0","euphilotes enoptes enoptes","euphorbia kuwaleana","euphilotes enoptes enoptes","euphorbia kuwaleana","0.2692307692307693","0.2692307692307693","[ akoko]","[none]","[ akoko]","[none]","0.16666666666666663","0.16666666666666663",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO12317","ES164","0.9285714285714286",,"cyanea elliptica","cyanea dolichopoda","cyanea elliptica","cyanea dolichopoda","0.3333333333333333","0.3333333333333333","cyanea elliptica","cyanea dolichopoda","cyanea elliptica","cyanea dolichopoda","0.5555555555555556","0.5555555555555556","[haha nui,  aku, haha]","[haha]","[haha nui,  aku, haha]","[haha]","0.5833333333333334","0.5833333333333334",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO15158","ES1428","0.0",,"eleusine indica","eleutherodactylus jasperi","eleusine indica","eleutherodactylus jasperi","0.0","0.0","eleusine indica","eleutherodactylus jasperi","eleusine indica","eleutherodactylus jasperi","0.24","0.24","[manienie ali i, indian goose grass, manienie ali i, crowsfoot grass, india goosegrass, indian goosegrass, wiregrass, silver crabgrass, goose grass, goosegrass]","[golden coqui]","[manienie ali i, indian goose grass, manienie ali i, crowsfoot grass, india goosegrass, indian goosegrass, wiregrass, silver crabgrass, goose grass, goosegrass]","[golden coqui]","0.20895658263305322","0.20895658263305322",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO28310","ES1544","1.0","1","myotis grisescens","myotis grisescens","myotis grisescens","myotis grisescens","1.0","1.0","myotis grisescens","myotis grisescens","myotis grisescens","myotis grisescens","1.0","1.0","[gray bat, gray myotis]","[gray bat]","[gray bat, gray myotis]","[gray bat]","0.7727272727272727","0.7727272727272727",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO33562","ES793","0.0",,"physconia distorta","phyllostegia mollis","physconia distorta","phyllostegia mollis","0.0","0.0","physconia distorta","phyllostegia mollis","physconia distorta","phyllostegia mollis","0.26315789473684215","0.26315789473684215","[no common name]","[none]","[no common name]","[none]","0.2857142857142857","0.2857142857142857",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO06755","ES503","0.0",,"caloplaca crenularia","callicarpa ampla","caloplaca crenularia","callicarpa ampla","0.0","0.0","caloplaca crenularia","callicarpa ampla","caloplaca crenularia","callicarpa ampla","0.4","0.4","[capa rosa]","[none]","[capa rosa]","[none]","0.11111111111111116","0.11111111111111116",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO03142","ES115","1.0","1","arctostaphylos confertiflora","arctostaphylos confertiflora","arctostaphylos confertiflora","arctostaphylos confertiflora","1.0","1.0","arctostaphylos confertiflora","arctostaphylos confertiflora","arctostaphylos confertiflora","arctostaphylos confertiflora","1.0","1.0","[santa rosa island manzanita]","[santa rosa island manzanita]","[santa rosa island manzanita]","[santa rosa island manzanita]","1.0","1.0",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO14417","ES1287","0.0",,"dromius piceus","drosophila aglaia","dromius piceus","drosophila aglaia","0.0","0.0","dromius piceus","drosophila aglaia","dromius piceus","drosophila aglaia","0.2941176470588235","0.2941176470588235","[hawaiian picture wing fly]","[none]","[hawaiian picture wing fly]","[none]","0.07999999999999996","0.07999999999999996",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO44167","ES1078","0.0",,"trillium kurabayashii","trimerotropis infantilis","trillium kurabayashii","trimerotropis infantilis","0.0","0.0","trillium kurabayashii","trimerotropis infantilis","trillium kurabayashii","trimerotropis infantilis","0.25","0.25","[zayante band winged grasshopper]","[giant purple wakerobin]","[zayante band winged grasshopper]","[giant purple wakerobin]","0.25806451612903225","0.25806451612903225",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO12745","ES72","0.3333333333333333",,"cyrtandra grayana","cyrtandra viridiflora","cyrtandra grayana","cyrtandra viridiflora","0.3333333333333333","0.3333333333333333","cyrtandra grayana","cyrtandra viridiflora","cyrtandra grayana","cyrtandra viridiflora","0.5714285714285714","0.5714285714285714","[ha iwale]","[pacific cyrtandra]","[ha iwale]","[pacific cyrtandra]","0.17647058823529416","0.17647058823529416",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO16211","ES256","0.0",,"erigeron pumilus var. intermedius","eriogonum kennedyi var. austromontanum","erigeron pumilus var. intermedius","eriogonum kennedyi var. austromontanum","0.14285714285714285","0.14285714285714285","erigeron pumilus var. intermedius","eriogonum kennedyi var. austromontanum","erigeron pumilus var. intermedius","eriogonum kennedyi var. austromontanum","0.368421052631579","0.368421052631579","[southern mountain wild buckwheat]","[shaggy fleabane]","[southern mountain wild buckwheat]","[shaggy fleabane]","0.1875","0.1875",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO06851","ES136","0.0",,"calycoseris wrightii","calystegia stebbinsii","calycoseris wrightii","calystegia stebbinsii","0.0","0.0","calycoseris wrightii","calystegia stebbinsii","calycoseris wrightii","calystegia stebbinsii","0.38095238095238093","0.38095238095238093","[stebbins  morning glory]","[white tackstem]","[stebbins  morning glory]","[white tackstem]","0.08695652173913049","0.08695652173913049",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO34759","ES928","0.0",,"polemonium carneum","polyscias racemosa","polemonium carneum","polyscias racemosa","0.0","0.0","polemonium carneum","polyscias racemosa","polemonium carneum","polyscias racemosa","0.2777777777777778","0.2777777777777778","[great polemonium, royal jacob s ladder]","[no common name]","[great polemonium, royal jacob s ladder]","[no common name]","0.275","0.275",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO43934","ES434","0.0",,"tricholoma fracticum","trichomanes punctatum ssp. floridanum","tricholoma fracticum","trichomanes punctatum ssp. floridanum","0.0","0.0","tricholoma fracticum","trichomanes punctatum ssp. floridanum","tricholoma fracticum","trichomanes punctatum ssp. floridanum","0.32432432432432434","0.32432432432432434","[florida bristle fern]","[none]","[florida bristle fern]","[none]","0.09999999999999998","0.09999999999999998",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO16605","ES528","0.0",,"eriophyllum nevinii","eriogonum apricum (incl. var. prostratum)","eriophyllum nevinii","eriogonum apricum (incl. var. prostratum)","0.0","0.0","eriophyllum nevinii","eriogonum apricum (incl. var. prostratum)","eriophyllum nevinii","eriogonum apricum (incl. var. prostratum)","0.2195121951219512","0.2195121951219512","[ione (incl. irish hill) buckwheat]","[silver lace]","[ione (incl. irish hill) buckwheat]","[silver lace]","0.21212121212121215","0.21212121212121215",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO13662","ES816","0.0",,"dicopus psyche","dicerandra christmanii","dicopus psyche","dicerandra christmanii","0.0","0.0","dicopus psyche","dicerandra christmanii","dicopus psyche","dicerandra christmanii","0.2272727272727273","0.2272727272727273","[garrett s mint]","[none]","[garrett s mint]","[none]","0.0714285714285714","0.0714285714285714",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO05816","ES1233","0.9285714285714286","1","brachyrampus marmoratus","brachyramphus marmoratus","brachyrampus marmoratus","brachyramphus marmoratus","0.3333333333333333","0.3333333333333333","brachyrampus marmoratus","brachyramphus marmoratus","brachyrampus marmoratus","brachyramphus marmoratus","0.9583333333333334","0.9583333333333334","[marbled murrelet]","[marbled murrelet]","[marbled murrelet]","[marbled murrelet]","1.0","1.0",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO04263","ES706","0.9285714285714286",,"astragalus laxmannii","astragalus applegatei","astragalus laxmannii","astragalus applegatei","0.3333333333333333","0.3333333333333333","astragalus laxmannii","astragalus applegatei","astragalus laxmannii","astragalus applegatei","0.5714285714285714","0.5714285714285714","[applegate s milk vetch]","[laxmann s milkvetch]","[applegate s milk vetch]","[laxmann s milkvetch]","0.5909090909090908","0.5909090909090908",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO36656","ES1460","0.9285714285714286",,"pyrgulopsis erythropoma","pyrgulopsis chupaderae","pyrgulopsis erythropoma","pyrgulopsis chupaderae","0.3333333333333333","0.3333333333333333","pyrgulopsis erythropoma","pyrgulopsis chupaderae","pyrgulopsis erythropoma","pyrgulopsis chupaderae","0.5217391304347826","0.5217391304347826","[chupadera springsnail]","[ash meadows pebblesnail]","[chupadera springsnail]","[ash meadows pebblesnail]","0.3913043478260869","0.3913043478260869",,,,,,,,,,,,,,,,,,
