resource,superClass,super2Class,super3Class,super4Class,parentTaxon,parent2Taxon,parent3Taxon,parent4Taxon,taxonName,taxonCommonName,differentFrom,endemic,conservationStatus,resourceLabel,superClassLabel,super2ClassLabel,super3ClassLabel,super4ClassLabel,parentTaxonLabel,parent2TaxonLabel,parent3TaxonLabel,parent4TaxonLabel,taxonNameLabel,taxonCommonNameLabel,differentFromLabel,endemicToLabel,conservationStatusLabel
http://www.wikidata.org/entity/Q60447327,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q69301705,http://www.wikidata.org/entity/Q842175,http://www.wikidata.org/entity/Q105064135,,,,,,,,,,Cabugi,sheep,sheep,ruminant,Ungulata,,,,,,,,,
http://www.wikidata.org/entity/Q60447327,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,http://www.wikidata.org/entity/Q57812559,,,,,,,,,,Cabugi,sheep,domesticated mammal,mammal living in captivity,animal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q60447327,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,http://www.wikidata.org/entity/Q7377,,,,,,,,,,Cabugi,sheep,domesticated mammal,mammal living in captivity,mammal,,,,,,,,,
http://www.wikidata.org/entity/Q60447327,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,http://www.wikidata.org/entity/Q729,,,,,,,,,,Cabugi,sheep,domesticated mammal,domesticated animal,animal,,,,,,,,,
http://www.wikidata.org/entity/Q60447327,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q1797813,http://www.wikidata.org/entity/Q57812559,http://www.wikidata.org/entity/Q26401003,,,,,,,,,,Cabugi,sheep,productive animal,animal living in captivity,individual animal,,,,,,,,,
http://www.wikidata.org/entity/Q60447327,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q59099,http://www.wikidata.org/entity/Q72638,http://www.wikidata.org/entity/Q159344,,,,,,,,,,Cabugi,sheep,herbivore,consumer,heterotroph,,,,,,,,,
http://www.wikidata.org/entity/Q60447327,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q59099,http://www.wikidata.org/entity/Q72638,http://www.wikidata.org/entity/Q7239,,,,,,,,,,Cabugi,sheep,herbivore,consumer,organism,,,,,,,,,
http://www.wikidata.org/entity/Q60447327,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q59099,http://www.wikidata.org/entity/Q729,http://www.wikidata.org/entity/Q7239,,,,,,,,,,Cabugi,sheep,herbivore,animal,organism,,,,,,,,,
http://www.wikidata.org/entity/Q60447330,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q69301705,http://www.wikidata.org/entity/Q842175,http://www.wikidata.org/entity/Q105064135,,,,,,,,,,Brazilian Somali,sheep,sheep,ruminant,Ungulata,,,,,,,,,
http://www.wikidata.org/entity/Q60447330,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,http://www.wikidata.org/entity/Q57812559,,,,,,,,,,Brazilian Somali,sheep,domesticated mammal,mammal living in captivity,animal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q60447330,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,http://www.wikidata.org/entity/Q7377,,,,,,,,,,Brazilian Somali,sheep,domesticated mammal,mammal living in captivity,mammal,,,,,,,,,
http://www.wikidata.org/entity/Q60447330,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,http://www.wikidata.org/entity/Q729,,,,,,,,,,Brazilian Somali,sheep,domesticated mammal,domesticated animal,animal,,,,,,,,,
http://www.wikidata.org/entity/Q60447330,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q1797813,http://www.wikidata.org/entity/Q57812559,http://www.wikidata.org/entity/Q26401003,,,,,,,,,,Brazilian Somali,sheep,productive animal,animal living in captivity,individual animal,,,,,,,,,
http://www.wikidata.org/entity/Q60447330,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q59099,http://www.wikidata.org/entity/Q72638,http://www.wikidata.org/entity/Q159344,,,,,,,,,,Brazilian Somali,sheep,herbivore,consumer,heterotroph,,,,,,,,,
http://www.wikidata.org/entity/Q60447330,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q59099,http://www.wikidata.org/entity/Q72638,http://www.wikidata.org/entity/Q7239,,,,,,,,,,Brazilian Somali,sheep,herbivore,consumer,organism,,,,,,,,,
http://www.wikidata.org/entity/Q60447330,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q59099,http://www.wikidata.org/entity/Q729,http://www.wikidata.org/entity/Q7239,,,,,,,,,,Brazilian Somali,sheep,herbivore,animal,organism,,,,,,,,,
http://www.wikidata.org/entity/Q55641308,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,http://www.wikidata.org/entity/Q57812559,,,,,,,,,,Olde English 'Babydoll' Southdown sheep,sheep,domesticated mammal,mammal living in captivity,animal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q55641308,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,http://www.wikidata.org/entity/Q7377,,,,,,,,,,Olde English 'Babydoll' Southdown sheep,sheep,domesticated mammal,mammal living in captivity,mammal,,,,,,,,,
http://www.wikidata.org/entity/Q55641308,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,http://www.wikidata.org/entity/Q729,,,,,,,,,,Olde English 'Babydoll' Southdown sheep,sheep,domesticated mammal,domesticated animal,animal,,,,,,,,,
http://www.wikidata.org/entity/Q55641308,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q1797813,http://www.wikidata.org/entity/Q57812559,http://www.wikidata.org/entity/Q26401003,,,,,,,,,,Olde English 'Babydoll' Southdown sheep,sheep,productive animal,animal living in captivity,individual animal,,,,,,,,,
http://www.wikidata.org/entity/Q55641308,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q59099,http://www.wikidata.org/entity/Q72638,http://www.wikidata.org/entity/Q159344,,,,,,,,,,Olde English 'Babydoll' Southdown sheep,sheep,herbivore,consumer,heterotroph,,,,,,,,,
http://www.wikidata.org/entity/Q55641308,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q59099,http://www.wikidata.org/entity/Q72638,http://www.wikidata.org/entity/Q7239,,,,,,,,,,Olde English 'Babydoll' Southdown sheep,sheep,herbivore,consumer,organism,,,,,,,,,
http://www.wikidata.org/entity/Q55641308,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q59099,http://www.wikidata.org/entity/Q729,http://www.wikidata.org/entity/Q7239,,,,,,,,,,Olde English 'Babydoll' Southdown sheep,sheep,herbivore,animal,organism,,,,,,,,,
http://www.wikidata.org/entity/Q55979203,http://www.wikidata.org/entity/Q3826230,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,,,,,,,,,,Polish Halfbred Horse,sport horse,horse,domesticated mammal,mammal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q55979203,http://www.wikidata.org/entity/Q3826230,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,,,,,,,,,,Polish Halfbred Horse,sport horse,horse,domesticated mammal,domesticated animal,,,,,,,,,
http://www.wikidata.org/entity/Q55979203,http://www.wikidata.org/entity/Q3826230,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,http://www.wikidata.org/entity/Q729,,,,,,,,,,Polish Halfbred Horse,sport horse,horse,Equidae,animal,,,,,,,,,
http://www.wikidata.org/entity/Q56216319,http://www.wikidata.org/entity/Q2962941,http://www.wikidata.org/entity/Q25397729,,,,,,,,,,,,Waziri,riding horse,mount,,,,,,,,,,,
http://www.wikidata.org/entity/Q56216319,http://www.wikidata.org/entity/Q2962941,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,,,,,,,,,,Waziri,riding horse,horse,domesticated mammal,mammal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q56216319,http://www.wikidata.org/entity/Q2962941,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,,,,,,,,,,Waziri,riding horse,horse,domesticated mammal,domesticated animal,,,,,,,,,
http://www.wikidata.org/entity/Q56216319,http://www.wikidata.org/entity/Q2962941,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,http://www.wikidata.org/entity/Q729,,,,,,,,,,Waziri,riding horse,horse,Equidae,animal,,,,,,,,,
http://www.wikidata.org/entity/Q56291184,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q69301705,http://www.wikidata.org/entity/Q842175,http://www.wikidata.org/entity/Q105064135,,,,,,,,,,American Blackbelly sheep,sheep,sheep,ruminant,Ungulata,,,,,,,,,
http://www.wikidata.org/entity/Q56291184,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,http://www.wikidata.org/entity/Q57812559,,,,,,,,,,American Blackbelly sheep,sheep,domesticated mammal,mammal living in captivity,animal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q56291184,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,http://www.wikidata.org/entity/Q7377,,,,,,,,,,American Blackbelly sheep,sheep,domesticated mammal,mammal living in captivity,mammal,,,,,,,,,
http://www.wikidata.org/entity/Q56291184,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,http://www.wikidata.org/entity/Q729,,,,,,,,,,American Blackbelly sheep,sheep,domesticated mammal,domesticated animal,animal,,,,,,,,,
http://www.wikidata.org/entity/Q56291184,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q1797813,http://www.wikidata.org/entity/Q57812559,http://www.wikidata.org/entity/Q26401003,,,,,,,,,,American Blackbelly sheep,sheep,productive animal,animal living in captivity,individual animal,,,,,,,,,
http://www.wikidata.org/entity/Q56291184,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q59099,http://www.wikidata.org/entity/Q72638,http://www.wikidata.org/entity/Q159344,,,,,,,,,,American Blackbelly sheep,sheep,herbivore,consumer,heterotroph,,,,,,,,,
http://www.wikidata.org/entity/Q56291184,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q59099,http://www.wikidata.org/entity/Q72638,http://www.wikidata.org/entity/Q7239,,,,,,,,,,American Blackbelly sheep,sheep,herbivore,consumer,organism,,,,,,,,,
http://www.wikidata.org/entity/Q56291184,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q59099,http://www.wikidata.org/entity/Q729,http://www.wikidata.org/entity/Q7239,,,,,,,,,,American Blackbelly sheep,sheep,herbivore,animal,organism,,,,,,,,,
http://www.wikidata.org/entity/Q56300000,http://www.wikidata.org/entity/Q1897960,http://www.wikidata.org/entity/Q3546102,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,,,,,,,,,,Q56300000,trotting horse,type of horse,horse,domesticated mammal,,,,,,,,,
http://www.wikidata.org/entity/Q56300000,http://www.wikidata.org/entity/Q1897960,http://www.wikidata.org/entity/Q3546102,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,,,,,,,,,,Q56300000,trotting horse,type of horse,horse,Equidae,,,,,,,,,
http://www.wikidata.org/entity/Q56300000,http://www.wikidata.org/entity/Q1897960,http://www.wikidata.org/entity/Q2442470,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,,,,,,,,,,Q56300000,trotting horse,racehorse,horse,domesticated mammal,,,,,,,,,
http://www.wikidata.org/entity/Q56300000,http://www.wikidata.org/entity/Q1897960,http://www.wikidata.org/entity/Q2442470,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,,,,,,,,,,Q56300000,trotting horse,racehorse,horse,Equidae,,,,,,,,,
http://www.wikidata.org/entity/Q56301777,http://www.wikidata.org/entity/Q16539052,http://www.wikidata.org/entity/Q3546102,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,,,,,,,,,,Q56301777,steppe horse,type of horse,horse,domesticated mammal,,,,,,,,,
http://www.wikidata.org/entity/Q56301777,http://www.wikidata.org/entity/Q16539052,http://www.wikidata.org/entity/Q3546102,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,,,,,,,,,,Q56301777,steppe horse,type of horse,horse,Equidae,,,,,,,,,
http://www.wikidata.org/entity/Q56303296,http://www.wikidata.org/entity/Q1897960,http://www.wikidata.org/entity/Q3546102,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,,,,,,,,,,Q56303296,trotting horse,type of horse,horse,domesticated mammal,,,,,,,,,
http://www.wikidata.org/entity/Q56303296,http://www.wikidata.org/entity/Q1897960,http://www.wikidata.org/entity/Q3546102,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,,,,,,,,,,Q56303296,trotting horse,type of horse,horse,Equidae,,,,,,,,,
http://www.wikidata.org/entity/Q56303296,http://www.wikidata.org/entity/Q1897960,http://www.wikidata.org/entity/Q2442470,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,,,,,,,,,,Q56303296,trotting horse,racehorse,horse,domesticated mammal,,,,,,,,,
http://www.wikidata.org/entity/Q56303296,http://www.wikidata.org/entity/Q1897960,http://www.wikidata.org/entity/Q2442470,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,,,,,,,,,,Q56303296,trotting horse,racehorse,horse,Equidae,,,,,,,,,
http://www.wikidata.org/entity/Q56303968,http://www.wikidata.org/entity/Q18562285,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,,,,,,,,,,Q56303968,draft horse,horse,domesticated mammal,mammal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q56303968,http://www.wikidata.org/entity/Q18562285,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,,,,,,,,,,Q56303968,draft horse,horse,domesticated mammal,domesticated animal,,,,,,,,,
http://www.wikidata.org/entity/Q56303968,http://www.wikidata.org/entity/Q18562285,http://www.wikidata.org/entity/Q11637629,http://www.wikidata.org/entity/Q1797813,http://www.wikidata.org/entity/Q57812559,,,,,,,,,,Q56303968,draft horse,draft animal,productive animal,animal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q56303968,http://www.wikidata.org/entity/Q1513036,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,,,,,,,,,,Q56303968,coldbloods,horse,domesticated mammal,mammal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q56303968,http://www.wikidata.org/entity/Q1513036,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,,,,,,,,,,Q56303968,coldbloods,horse,domesticated mammal,domesticated animal,,,,,,,,,
http://www.wikidata.org/entity/Q56303968,http://www.wikidata.org/entity/Q18562285,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,http://www.wikidata.org/entity/Q729,,,,,,,,,,Q56303968,draft horse,horse,Equidae,animal,,,,,,,,,
http://www.wikidata.org/entity/Q56303968,http://www.wikidata.org/entity/Q1513036,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,http://www.wikidata.org/entity/Q729,,,,,,,,,,Q56303968,coldbloods,horse,Equidae,animal,,,,,,,,,
http://www.wikidata.org/entity/Q56304460,http://www.wikidata.org/entity/Q1897960,http://www.wikidata.org/entity/Q3546102,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,,,,,,,,,,Q56304460,trotting horse,type of horse,horse,domesticated mammal,,,,,,,,,
http://www.wikidata.org/entity/Q56304460,http://www.wikidata.org/entity/Q1897960,http://www.wikidata.org/entity/Q3546102,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,,,,,,,,,,Q56304460,trotting horse,type of horse,horse,Equidae,,,,,,,,,
http://www.wikidata.org/entity/Q56304460,http://www.wikidata.org/entity/Q1897960,http://www.wikidata.org/entity/Q2442470,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,,,,,,,,,,Q56304460,trotting horse,racehorse,horse,domesticated mammal,,,,,,,,,
http://www.wikidata.org/entity/Q56304460,http://www.wikidata.org/entity/Q1897960,http://www.wikidata.org/entity/Q2442470,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,,,,,,,,,,Q56304460,trotting horse,racehorse,horse,Equidae,,,,,,,,,
http://www.wikidata.org/entity/Q56304570,http://www.wikidata.org/entity/Q3826230,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,,,,,,,,,,Q56304570,sport horse,horse,domesticated mammal,mammal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q56304570,http://www.wikidata.org/entity/Q3826230,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,,,,,,,,,,Q56304570,sport horse,horse,domesticated mammal,domesticated animal,,,,,,,,,
http://www.wikidata.org/entity/Q56304570,http://www.wikidata.org/entity/Q3826230,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,http://www.wikidata.org/entity/Q729,,,,,,,,,,Q56304570,sport horse,horse,Equidae,animal,,,,,,,,,
http://www.wikidata.org/entity/Q56304720,http://www.wikidata.org/entity/Q188828,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,,,,,,,,,,Q56304720,pony,horse,domesticated mammal,mammal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q56304720,http://www.wikidata.org/entity/Q188828,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,,,,,,,,,,Q56304720,pony,horse,domesticated mammal,domesticated animal,,,,,,,,,
http://www.wikidata.org/entity/Q56304720,http://www.wikidata.org/entity/Q188828,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,http://www.wikidata.org/entity/Q729,,,,,,,,,,Q56304720,pony,horse,Equidae,animal,,,,,,,,,
http://www.wikidata.org/entity/Q56305201,http://www.wikidata.org/entity/Q188828,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,,,,,,,,,,Q56305201,pony,horse,domesticated mammal,mammal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q56305201,http://www.wikidata.org/entity/Q188828,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,,,,,,,,,,Q56305201,pony,horse,domesticated mammal,domesticated animal,,,,,,,,,
http://www.wikidata.org/entity/Q56305201,http://www.wikidata.org/entity/Q188828,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,http://www.wikidata.org/entity/Q729,,,,,,,,,,Q56305201,pony,horse,Equidae,animal,,,,,,,,,
http://www.wikidata.org/entity/Q56305247,http://www.wikidata.org/entity/Q188828,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,,,,,,,,,,Q56305247,pony,horse,domesticated mammal,mammal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q56305247,http://www.wikidata.org/entity/Q188828,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,,,,,,,,,,Q56305247,pony,horse,domesticated mammal,domesticated animal,,,,,,,,,
http://www.wikidata.org/entity/Q56305247,http://www.wikidata.org/entity/Q188828,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,http://www.wikidata.org/entity/Q729,,,,,,,,,,Q56305247,pony,horse,Equidae,animal,,,,,,,,,
http://www.wikidata.org/entity/Q56305294,http://www.wikidata.org/entity/Q18562285,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,,,,,,,,,,Kafa,draft horse,horse,domesticated mammal,mammal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q56305294,http://www.wikidata.org/entity/Q18562285,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,,,,,,,,,,Kafa,draft horse,horse,domesticated mammal,domesticated animal,,,,,,,,,
http://www.wikidata.org/entity/Q56305294,http://www.wikidata.org/entity/Q18562285,http://www.wikidata.org/entity/Q11637629,http://www.wikidata.org/entity/Q1797813,http://www.wikidata.org/entity/Q57812559,,,,,,,,,,Kafa,draft horse,draft animal,productive animal,animal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q56305294,http://www.wikidata.org/entity/Q18562285,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,http://www.wikidata.org/entity/Q729,,,,,,,,,,Kafa,draft horse,horse,Equidae,animal,,,,,,,,,
http://www.wikidata.org/entity/Q56305359,http://www.wikidata.org/entity/Q188828,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,,,,,,,,,,Q56305359,pony,horse,domesticated mammal,mammal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q56305359,http://www.wikidata.org/entity/Q188828,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,,,,,,,,,,Q56305359,pony,horse,domesticated mammal,domesticated animal,,,,,,,,,
http://www.wikidata.org/entity/Q56305359,http://www.wikidata.org/entity/Q188828,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,http://www.wikidata.org/entity/Q729,,,,,,,,,,Q56305359,pony,horse,Equidae,animal,,,,,,,,,
http://www.wikidata.org/entity/Q56306024,http://www.wikidata.org/entity/Q18562285,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,,,,,,,,,,Q56306024,draft horse,horse,domesticated mammal,mammal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q56306024,http://www.wikidata.org/entity/Q18562285,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,,,,,,,,,,Q56306024,draft horse,horse,domesticated mammal,domesticated animal,,,,,,,,,
http://www.wikidata.org/entity/Q56306024,http://www.wikidata.org/entity/Q18562285,http://www.wikidata.org/entity/Q11637629,http://www.wikidata.org/entity/Q1797813,http://www.wikidata.org/entity/Q57812559,,,,,,,,,,Q56306024,draft horse,draft animal,productive animal,animal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q56306024,http://www.wikidata.org/entity/Q18562285,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,http://www.wikidata.org/entity/Q729,,,,,,,,,,Q56306024,draft horse,horse,Equidae,animal,,,,,,,,,
http://www.wikidata.org/entity/Q56306340,http://www.wikidata.org/entity/Q2169710,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,,,,,,,,,,Bergmann,miniature horse,horse,domesticated mammal,mammal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q56306340,http://www.wikidata.org/entity/Q2169710,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,,,,,,,,,,Bergmann,miniature horse,horse,domesticated mammal,domesticated animal,,,,,,,,,
http://www.wikidata.org/entity/Q56306340,http://www.wikidata.org/entity/Q2169710,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,http://www.wikidata.org/entity/Q729,,,,,,,,,,Bergmann,miniature horse,horse,Equidae,animal,,,,,,,,,
http://www.wikidata.org/entity/Q56307485,http://www.wikidata.org/entity/Q2962917,http://www.wikidata.org/entity/Q2707556,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,,,,,,,,,,Cherokee,Colonial Spanish Horse,Iberian horse,horse,domesticated mammal,,,,,,,,,
http://www.wikidata.org/entity/Q56307485,http://www.wikidata.org/entity/Q2962917,http://www.wikidata.org/entity/Q2707556,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,,,,,,,,,,Cherokee,Colonial Spanish Horse,Iberian horse,horse,Equidae,,,,,,,,,
http://www.wikidata.org/entity/Q56307485,http://www.wikidata.org/entity/Q336539,http://www.wikidata.org/entity/Q1160573,http://www.wikidata.org/entity/Q38829,http://www.wikidata.org/entity/Q55983715,,,,,,,,,,Cherokee,list of gaited horse breeds,horse breed,breed,organisms known by a particular common name,,,,,,,,,
http://www.wikidata.org/entity/Q56307485,http://www.wikidata.org/entity/Q336539,http://www.wikidata.org/entity/Q1160573,http://www.wikidata.org/entity/Q38829,http://www.wikidata.org/entity/Q16889133,,,,,,,,,,Cherokee,list of gaited horse breeds,horse breed,breed,class,,,,,,,,,
http://www.wikidata.org/entity/Q56308040,http://www.wikidata.org/entity/Q1897960,http://www.wikidata.org/entity/Q3546102,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,,,,,,,,,,Q56308040,trotting horse,type of horse,horse,domesticated mammal,,,,,,,,,
http://www.wikidata.org/entity/Q56308040,http://www.wikidata.org/entity/Q1897960,http://www.wikidata.org/entity/Q3546102,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,,,,,,,,,,Q56308040,trotting horse,type of horse,horse,Equidae,,,,,,,,,
http://www.wikidata.org/entity/Q56308040,http://www.wikidata.org/entity/Q1897960,http://www.wikidata.org/entity/Q2442470,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,,,,,,,,,,Q56308040,trotting horse,racehorse,horse,domesticated mammal,,,,,,,,,
http://www.wikidata.org/entity/Q56308040,http://www.wikidata.org/entity/Q1897960,http://www.wikidata.org/entity/Q2442470,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,,,,,,,,,,Q56308040,trotting horse,racehorse,horse,Equidae,,,,,,,,,
http://www.wikidata.org/entity/Q56308925,http://www.wikidata.org/entity/Q3826230,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,,,,,,,,,,Estonian Sport Horse,sport horse,horse,domesticated mammal,mammal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q56308925,http://www.wikidata.org/entity/Q3826230,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,,,,,,,,,,Estonian Sport Horse,sport horse,horse,domesticated mammal,domesticated animal,,,,,,,,,
http://www.wikidata.org/entity/Q56308925,http://www.wikidata.org/entity/Q3826230,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,http://www.wikidata.org/entity/Q729,,,,,,,,,,Estonian Sport Horse,sport horse,horse,Equidae,animal,,,,,,,,,
