resource,superClass,super2Class,super3Class,super4Class,parentTaxon,parent2Taxon,parent3Taxon,parent4Taxon,taxonName,taxonCommonName,differentFrom,endemic,conservationStatus,resourceLabel,superClassLabel,super2ClassLabel,super3ClassLabel,super4ClassLabel,parentTaxonLabel,parent2TaxonLabel,parent3TaxonLabel,parent4TaxonLabel,taxonNameLabel,taxonCommonNameLabel,differentFromLabel,endemicToLabel,conservationStatusLabel
http://www.wikidata.org/entity/Q220213,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q69301705,http://www.wikidata.org/entity/Q842175,http://www.wikidata.org/entity/Q105064135,,,,,,,,,,Cameroon,sheep,sheep,ruminant,Ungulata,,,,,,,,,
http://www.wikidata.org/entity/Q220213,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,http://www.wikidata.org/entity/Q57812559,,,,,,,,,,Cameroon,sheep,domesticated mammal,mammal living in captivity,animal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q220213,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,http://www.wikidata.org/entity/Q7377,,,,,,,,,,Cameroon,sheep,domesticated mammal,mammal living in captivity,mammal,,,,,,,,,
http://www.wikidata.org/entity/Q220213,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,http://www.wikidata.org/entity/Q729,,,,,,,,,,Cameroon,sheep,domesticated mammal,domesticated animal,animal,,,,,,,,,
http://www.wikidata.org/entity/Q220213,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q1797813,http://www.wikidata.org/entity/Q57812559,http://www.wikidata.org/entity/Q26401003,,,,,,,,,,Cameroon,sheep,productive animal,animal living in captivity,individual animal,,,,,,,,,
http://www.wikidata.org/entity/Q220213,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q59099,http://www.wikidata.org/entity/Q72638,http://www.wikidata.org/entity/Q159344,,,,,,,,,,Cameroon,sheep,herbivore,consumer,heterotroph,,,,,,,,,
http://www.wikidata.org/entity/Q220213,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q59099,http://www.wikidata.org/entity/Q72638,http://www.wikidata.org/entity/Q7239,,,,,,,,,,Cameroon,sheep,herbivore,consumer,organism,,,,,,,,,
http://www.wikidata.org/entity/Q220213,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q59099,http://www.wikidata.org/entity/Q729,http://www.wikidata.org/entity/Q7239,,,,,,,,,,Cameroon,sheep,herbivore,animal,organism,,,,,,,,,
http://www.wikidata.org/entity/Q223232,http://www.wikidata.org/entity/Q830,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,http://www.wikidata.org/entity/Q57812559,,,,,,,,,,Normande Cattle,cattle,domesticated mammal,mammal living in captivity,animal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q223232,http://www.wikidata.org/entity/Q830,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,http://www.wikidata.org/entity/Q7377,,,,,,,,,,Normande Cattle,cattle,domesticated mammal,mammal living in captivity,mammal,,,,,,,,,
http://www.wikidata.org/entity/Q223232,http://www.wikidata.org/entity/Q830,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,http://www.wikidata.org/entity/Q729,,,,,,,,,,Normande Cattle,cattle,domesticated mammal,domesticated animal,animal,,,,,,,,,
http://www.wikidata.org/entity/Q223694,http://www.wikidata.org/entity/Q1854751,http://www.wikidata.org/entity/Q728,http://www.wikidata.org/entity/Q18643213,http://www.wikidata.org/entity/Q10273457,,,,,,,,,,war elephant,military animal,weapon,military equipment,equipment,,,,,,,,,
http://www.wikidata.org/entity/Q223694,http://www.wikidata.org/entity/Q1854751,http://www.wikidata.org/entity/Q228534,http://www.wikidata.org/entity/Q1797813,http://www.wikidata.org/entity/Q57812559,,,,,,,,,,war elephant,military animal,working animal,productive animal,animal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q223694,http://www.wikidata.org/entity/Q1854751,http://www.wikidata.org/entity/Q728,http://www.wikidata.org/entity/Q39546,http://www.wikidata.org/entity/Q35825432,,,,,,,,,,war elephant,military animal,weapon,tool,converter,,,,,,,,,
http://www.wikidata.org/entity/Q223694,http://www.wikidata.org/entity/Q1854751,http://www.wikidata.org/entity/Q728,http://www.wikidata.org/entity/Q39546,http://www.wikidata.org/entity/Q10273457,,,,,,,,,,war elephant,military animal,weapon,tool,equipment,,,,,,,,,
http://www.wikidata.org/entity/Q223694,http://www.wikidata.org/entity/Q1854751,http://www.wikidata.org/entity/Q728,http://www.wikidata.org/entity/Q39546,http://www.wikidata.org/entity/Q2424752,,,,,,,,,,war elephant,military animal,weapon,tool,product,,,,,,,,,
http://www.wikidata.org/entity/Q223694,http://www.wikidata.org/entity/Q1854751,http://www.wikidata.org/entity/Q622852,http://www.wikidata.org/entity/Q729,http://www.wikidata.org/entity/Q7239,,,,,,,,,,war elephant,military animal,domesticated animal,animal,organism,,,,,,,,,
http://www.wikidata.org/entity/Q223694,http://www.wikidata.org/entity/Q1854751,http://www.wikidata.org/entity/Q228534,http://www.wikidata.org/entity/Q622852,http://www.wikidata.org/entity/Q729,,,,,,,,,,war elephant,military animal,working animal,domesticated animal,animal,,,,,,,,,
http://www.wikidata.org/entity/Q223694,http://www.wikidata.org/entity/Q7378,http://www.wikidata.org/entity/Q7377,http://www.wikidata.org/entity/Q729,http://www.wikidata.org/entity/Q7239,,,,,,,,,,war elephant,elephant,mammal,animal,organism,,,,,,,,,
http://www.wikidata.org/entity/Q232350,http://www.wikidata.org/entity/Q3826230,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,,,,,,,,,,Zweibrücker,sport horse,horse,domesticated mammal,mammal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q232350,http://www.wikidata.org/entity/Q3826230,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,,,,,,,,,,Zweibrücker,sport horse,horse,domesticated mammal,domesticated animal,,,,,,,,,
http://www.wikidata.org/entity/Q232350,http://www.wikidata.org/entity/Q3826230,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,http://www.wikidata.org/entity/Q729,,,,,,,,,,Zweibrücker,sport horse,horse,Equidae,animal,,,,,,,,,
http://www.wikidata.org/entity/Q244190,http://www.wikidata.org/entity/Q12045584,http://www.wikidata.org/entity/Q149017,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,,,,,,,http://www.wikidata.org/entity/Q244194,,,Dwarf rabbit,rabbit breed,domestic rabbit,domesticated mammal,mammal living in captivity,,,,,,,pygmy rabbit,,
http://www.wikidata.org/entity/Q244190,http://www.wikidata.org/entity/Q12045584,http://www.wikidata.org/entity/Q149017,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,,,,,,,http://www.wikidata.org/entity/Q244194,,,Dwarf rabbit,rabbit breed,domestic rabbit,domesticated mammal,domesticated animal,,,,,,,pygmy rabbit,,
http://www.wikidata.org/entity/Q244190,http://www.wikidata.org/entity/Q12045584,http://www.wikidata.org/entity/Q149017,http://www.wikidata.org/entity/Q9394,http://www.wikidata.org/entity/Q57814795,,,,,,,http://www.wikidata.org/entity/Q244194,,,Dwarf rabbit,rabbit breed,domestic rabbit,rabbit,domesticated mammal,,,,,,,pygmy rabbit,,
http://www.wikidata.org/entity/Q244190,http://www.wikidata.org/entity/Q12045584,http://www.wikidata.org/entity/Q149017,http://www.wikidata.org/entity/Q9394,http://www.wikidata.org/entity/Q25900,,,,,,,http://www.wikidata.org/entity/Q244194,,,Dwarf rabbit,rabbit breed,domestic rabbit,rabbit,Leporidae,,,,,,,pygmy rabbit,,
http://www.wikidata.org/entity/Q244190,http://www.wikidata.org/entity/Q12045584,http://www.wikidata.org/entity/Q38829,http://www.wikidata.org/entity/Q55983715,http://www.wikidata.org/entity/Q21871294,,,,,,,http://www.wikidata.org/entity/Q244194,,,Dwarf rabbit,rabbit breed,breed,organisms known by a particular common name,living organism class,,,,,,,pygmy rabbit,,
http://www.wikidata.org/entity/Q244190,http://www.wikidata.org/entity/Q12045584,http://www.wikidata.org/entity/Q38829,http://www.wikidata.org/entity/Q16889133,http://www.wikidata.org/entity/Q99527517,,,,,,,http://www.wikidata.org/entity/Q244194,,,Dwarf rabbit,rabbit breed,breed,class,collective entity,,,,,,,pygmy rabbit,,
http://www.wikidata.org/entity/Q246603,http://www.wikidata.org/entity/Q144,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,http://www.wikidata.org/entity/Q57812559,,,,,,,,,,Swiss mountain dogs,dog,domesticated mammal,mammal living in captivity,animal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q246603,http://www.wikidata.org/entity/Q144,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,http://www.wikidata.org/entity/Q7377,,,,,,,,,,Swiss mountain dogs,dog,domesticated mammal,mammal living in captivity,mammal,,,,,,,,,
http://www.wikidata.org/entity/Q246603,http://www.wikidata.org/entity/Q144,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,http://www.wikidata.org/entity/Q729,,,,,,,,,,Swiss mountain dogs,dog,domesticated mammal,domesticated animal,animal,,,,,,,,,
http://www.wikidata.org/entity/Q246603,http://www.wikidata.org/entity/Q144,http://www.wikidata.org/entity/Q39201,http://www.wikidata.org/entity/Q57812559,http://www.wikidata.org/entity/Q26401003,,,,,,,,,,Swiss mountain dogs,dog,pet,animal living in captivity,individual animal,,,,,,,,,
http://www.wikidata.org/entity/Q246603,http://www.wikidata.org/entity/Q144,http://www.wikidata.org/entity/Q39201,http://www.wikidata.org/entity/Q26401003,http://www.wikidata.org/entity/Q18336849,,,,,,,,,,Swiss mountain dogs,dog,pet,individual animal,entity whose item has the given name property,,,,,,,,,
http://www.wikidata.org/entity/Q246603,http://www.wikidata.org/entity/Q144,http://www.wikidata.org/entity/Q39201,http://www.wikidata.org/entity/Q26401003,http://www.wikidata.org/entity/Q795052,,,,,,,,,,Swiss mountain dogs,dog,pet,individual animal,individual,,,,,,,,,
http://www.wikidata.org/entity/Q246603,http://www.wikidata.org/entity/Q144,http://www.wikidata.org/entity/Q39201,http://www.wikidata.org/entity/Q26401003,http://www.wikidata.org/entity/Q729,,,,,,,,,,Swiss mountain dogs,dog,pet,individual animal,animal,,,,,,,,,
http://www.wikidata.org/entity/Q246603,http://www.wikidata.org/entity/Q144,http://www.wikidata.org/entity/Q39201,http://www.wikidata.org/entity/Q622852,http://www.wikidata.org/entity/Q729,,,,,,,,,,Swiss mountain dogs,dog,pet,domesticated animal,animal,,,,,,,,,
http://www.wikidata.org/entity/Q246603,http://www.wikidata.org/entity/Q144,http://www.wikidata.org/entity/Q39201,http://www.wikidata.org/entity/Q28877,http://www.wikidata.org/entity/Q2897903,,,,,,,,,,Swiss mountain dogs,dog,pet,goods,goods and services,,,,,,,,,
http://www.wikidata.org/entity/Q246603,http://www.wikidata.org/entity/Q144,http://www.wikidata.org/entity/Q39201,http://www.wikidata.org/entity/Q28877,http://www.wikidata.org/entity/Q488383,,,,,,,,,,Swiss mountain dogs,dog,pet,goods,object,,,,,,,,,
http://www.wikidata.org/entity/Q250799,http://www.wikidata.org/entity/Q18562285,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,,,,,,,,,,Poitevin horse,draft horse,horse,domesticated mammal,mammal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q250799,http://www.wikidata.org/entity/Q18562285,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,,,,,,,,,,Poitevin horse,draft horse,horse,domesticated mammal,domesticated animal,,,,,,,,,
http://www.wikidata.org/entity/Q250799,http://www.wikidata.org/entity/Q18562285,http://www.wikidata.org/entity/Q11637629,http://www.wikidata.org/entity/Q1797813,http://www.wikidata.org/entity/Q57812559,,,,,,,,,,Poitevin horse,draft horse,draft animal,productive animal,animal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q250799,http://www.wikidata.org/entity/Q18562285,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,http://www.wikidata.org/entity/Q729,,,,,,,,,,Poitevin horse,draft horse,horse,Equidae,animal,,,,,,,,,
http://www.wikidata.org/entity/Q251505,http://www.wikidata.org/entity/Q2962941,http://www.wikidata.org/entity/Q25397729,,,,,,,,,,,,Barb horse,riding horse,mount,,,,,,,,,,,
http://www.wikidata.org/entity/Q251505,http://www.wikidata.org/entity/Q2962941,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,,,,,,,,,,Barb horse,riding horse,horse,domesticated mammal,mammal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q251505,http://www.wikidata.org/entity/Q2962941,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,,,,,,,,,,Barb horse,riding horse,horse,domesticated mammal,domesticated animal,,,,,,,,,
http://www.wikidata.org/entity/Q251505,http://www.wikidata.org/entity/Q2962941,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,http://www.wikidata.org/entity/Q729,,,,,,,,,,Barb horse,riding horse,horse,Equidae,animal,,,,,,,,,
http://www.wikidata.org/entity/Q251713,http://www.wikidata.org/entity/Q184138,http://www.wikidata.org/entity/Q1974767,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,,,,,,,,,,Al Khamsa,Arabian horse,Oriental horse,horse,domesticated mammal,,,,,,,,,
http://www.wikidata.org/entity/Q251713,http://www.wikidata.org/entity/Q184138,http://www.wikidata.org/entity/Q1974767,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,,,,,,,,,,Al Khamsa,Arabian horse,Oriental horse,horse,Equidae,,,,,,,,,
http://www.wikidata.org/entity/Q257478,http://www.wikidata.org/entity/Q188828,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,,,,,,,,,,Garrano,pony,horse,domesticated mammal,mammal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q257478,http://www.wikidata.org/entity/Q188828,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,,,,,,,,,,Garrano,pony,horse,domesticated mammal,domesticated animal,,,,,,,,,
http://www.wikidata.org/entity/Q257478,http://www.wikidata.org/entity/Q188828,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,http://www.wikidata.org/entity/Q729,,,,,,,,,,Garrano,pony,horse,Equidae,animal,,,,,,,,,
http://www.wikidata.org/entity/Q279781,http://www.wikidata.org/entity/Q1892822,http://www.wikidata.org/entity/Q188828,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,,,,,,,,,,Riwoche horse,Tibetan pony,pony,horse,domesticated mammal,,,,,,,,,
http://www.wikidata.org/entity/Q279781,http://www.wikidata.org/entity/Q1892822,http://www.wikidata.org/entity/Q188828,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,,,,,,,,,,Riwoche horse,Tibetan pony,pony,horse,Equidae,,,,,,,,,
http://www.wikidata.org/entity/Q284617,http://www.wikidata.org/entity/Q2962909,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,,,,,,,,,,Cleveland Bay,light draught horse,horse,domesticated mammal,mammal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q284617,http://www.wikidata.org/entity/Q2962909,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,,,,,,,,,,Cleveland Bay,light draught horse,horse,domesticated mammal,domesticated animal,,,,,,,,,
http://www.wikidata.org/entity/Q284617,http://www.wikidata.org/entity/Q2962909,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,http://www.wikidata.org/entity/Q729,,,,,,,,,,Cleveland Bay,light draught horse,horse,Equidae,animal,,,,,,,,,
http://www.wikidata.org/entity/Q296762,http://www.wikidata.org/entity/Q188828,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,,,,,,,,,,Q296762,pony,horse,domesticated mammal,mammal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q296762,http://www.wikidata.org/entity/Q188828,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,,,,,,,,,,Q296762,pony,horse,domesticated mammal,domesticated animal,,,,,,,,,
http://www.wikidata.org/entity/Q296762,http://www.wikidata.org/entity/Q188828,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,http://www.wikidata.org/entity/Q729,,,,,,,,,,Q296762,pony,horse,Equidae,animal,,,,,,,,,
http://www.wikidata.org/entity/Q304345,http://www.wikidata.org/entity/Q2962917,http://www.wikidata.org/entity/Q2707556,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,,,,,,,,,,Abaco Barb,Colonial Spanish Horse,Iberian horse,horse,domesticated mammal,,,,,,,,,
http://www.wikidata.org/entity/Q304345,http://www.wikidata.org/entity/Q2962917,http://www.wikidata.org/entity/Q2707556,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,,,,,,,,,,Abaco Barb,Colonial Spanish Horse,Iberian horse,horse,Equidae,,,,,,,,,
http://www.wikidata.org/entity/Q306739,http://www.wikidata.org/entity/Q3826230,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,,,,,,,,,,Austrian Warmblood,sport horse,horse,domesticated mammal,mammal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q306739,http://www.wikidata.org/entity/Q3826230,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,,,,,,,,,,Austrian Warmblood,sport horse,horse,domesticated mammal,domesticated animal,,,,,,,,,
http://www.wikidata.org/entity/Q306739,http://www.wikidata.org/entity/Q3826230,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,http://www.wikidata.org/entity/Q729,,,,,,,,,,Austrian Warmblood,sport horse,horse,Equidae,animal,,,,,,,,,
http://www.wikidata.org/entity/Q314363,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q69301705,http://www.wikidata.org/entity/Q842175,http://www.wikidata.org/entity/Q105064135,,,,,,,http://www.wikidata.org/entity/Q877308,,,Heidschnucke,sheep,sheep,ruminant,Ungulata,,,,,,,White Polled Heath,,
http://www.wikidata.org/entity/Q314363,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,http://www.wikidata.org/entity/Q57812559,,,,,,,http://www.wikidata.org/entity/Q877308,,,Heidschnucke,sheep,domesticated mammal,mammal living in captivity,animal living in captivity,,,,,,,White Polled Heath,,
http://www.wikidata.org/entity/Q314363,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,http://www.wikidata.org/entity/Q7377,,,,,,,http://www.wikidata.org/entity/Q877308,,,Heidschnucke,sheep,domesticated mammal,mammal living in captivity,mammal,,,,,,,White Polled Heath,,
http://www.wikidata.org/entity/Q314363,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,http://www.wikidata.org/entity/Q729,,,,,,,http://www.wikidata.org/entity/Q877308,,,Heidschnucke,sheep,domesticated mammal,domesticated animal,animal,,,,,,,White Polled Heath,,
http://www.wikidata.org/entity/Q314363,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q1797813,http://www.wikidata.org/entity/Q57812559,http://www.wikidata.org/entity/Q26401003,,,,,,,http://www.wikidata.org/entity/Q877308,,,Heidschnucke,sheep,productive animal,animal living in captivity,individual animal,,,,,,,White Polled Heath,,
http://www.wikidata.org/entity/Q314363,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q59099,http://www.wikidata.org/entity/Q72638,http://www.wikidata.org/entity/Q159344,,,,,,,http://www.wikidata.org/entity/Q877308,,,Heidschnucke,sheep,herbivore,consumer,heterotroph,,,,,,,White Polled Heath,,
http://www.wikidata.org/entity/Q314363,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q59099,http://www.wikidata.org/entity/Q72638,http://www.wikidata.org/entity/Q7239,,,,,,,http://www.wikidata.org/entity/Q877308,,,Heidschnucke,sheep,herbivore,consumer,organism,,,,,,,White Polled Heath,,
http://www.wikidata.org/entity/Q314363,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q59099,http://www.wikidata.org/entity/Q729,http://www.wikidata.org/entity/Q7239,,,,,,,http://www.wikidata.org/entity/Q877308,,,Heidschnucke,sheep,herbivore,animal,organism,,,,,,,White Polled Heath,,
http://www.wikidata.org/entity/Q314363,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q69301705,http://www.wikidata.org/entity/Q842175,http://www.wikidata.org/entity/Q105064135,,,,,,,http://www.wikidata.org/entity/Q100895060,,,Heidschnucke,sheep,sheep,ruminant,Ungulata,,,,,,,White Horned Heath,,
http://www.wikidata.org/entity/Q314363,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,http://www.wikidata.org/entity/Q57812559,,,,,,,http://www.wikidata.org/entity/Q100895060,,,Heidschnucke,sheep,domesticated mammal,mammal living in captivity,animal living in captivity,,,,,,,White Horned Heath,,
http://www.wikidata.org/entity/Q314363,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,http://www.wikidata.org/entity/Q7377,,,,,,,http://www.wikidata.org/entity/Q100895060,,,Heidschnucke,sheep,domesticated mammal,mammal living in captivity,mammal,,,,,,,White Horned Heath,,
http://www.wikidata.org/entity/Q314363,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,http://www.wikidata.org/entity/Q729,,,,,,,http://www.wikidata.org/entity/Q100895060,,,Heidschnucke,sheep,domesticated mammal,domesticated animal,animal,,,,,,,White Horned Heath,,
http://www.wikidata.org/entity/Q314363,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q1797813,http://www.wikidata.org/entity/Q57812559,http://www.wikidata.org/entity/Q26401003,,,,,,,http://www.wikidata.org/entity/Q100895060,,,Heidschnucke,sheep,productive animal,animal living in captivity,individual animal,,,,,,,White Horned Heath,,
http://www.wikidata.org/entity/Q314363,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q59099,http://www.wikidata.org/entity/Q72638,http://www.wikidata.org/entity/Q159344,,,,,,,http://www.wikidata.org/entity/Q100895060,,,Heidschnucke,sheep,herbivore,consumer,heterotroph,,,,,,,White Horned Heath,,
http://www.wikidata.org/entity/Q314363,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q59099,http://www.wikidata.org/entity/Q72638,http://www.wikidata.org/entity/Q7239,,,,,,,http://www.wikidata.org/entity/Q100895060,,,Heidschnucke,sheep,herbivore,consumer,organism,,,,,,,White Horned Heath,,
http://www.wikidata.org/entity/Q314363,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q59099,http://www.wikidata.org/entity/Q729,http://www.wikidata.org/entity/Q7239,,,,,,,http://www.wikidata.org/entity/Q100895060,,,Heidschnucke,sheep,herbivore,animal,organism,,,,,,,White Horned Heath,,
http://www.wikidata.org/entity/Q314711,http://www.wikidata.org/entity/Q787,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,http://www.wikidata.org/entity/Q57812559,,,,,,,,,,Angeln Saddleback,pig,domesticated mammal,mammal living in captivity,animal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q314711,http://www.wikidata.org/entity/Q787,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,http://www.wikidata.org/entity/Q7377,,,,,,,,,,Angeln Saddleback,pig,domesticated mammal,mammal living in captivity,mammal,,,,,,,,,
http://www.wikidata.org/entity/Q314711,http://www.wikidata.org/entity/Q787,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,http://www.wikidata.org/entity/Q729,,,,,,,,,,Angeln Saddleback,pig,domesticated mammal,domesticated animal,animal,,,,,,,,,
http://www.wikidata.org/entity/Q314711,http://www.wikidata.org/entity/Q787,http://www.wikidata.org/entity/Q1797813,http://www.wikidata.org/entity/Q57812559,http://www.wikidata.org/entity/Q26401003,,,,,,,,,,Angeln Saddleback,pig,productive animal,animal living in captivity,individual animal,,,,,,,,,
http://www.wikidata.org/entity/Q319790,http://www.wikidata.org/entity/Q188828,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,,,,,,,,,,Abyssinian horse,pony,horse,domesticated mammal,mammal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q319790,http://www.wikidata.org/entity/Q188828,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,,,,,,,,,,Abyssinian horse,pony,horse,domesticated mammal,domesticated animal,,,,,,,,,
http://www.wikidata.org/entity/Q319790,http://www.wikidata.org/entity/Q188828,http://www.wikidata.org/entity/Q726,http://www.wikidata.org/entity/Q165115,http://www.wikidata.org/entity/Q729,,,,,,,,,,Abyssinian horse,pony,horse,Equidae,animal,,,,,,,,,
http://www.wikidata.org/entity/Q322890,http://www.wikidata.org/entity/Q830,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,http://www.wikidata.org/entity/Q57812559,,,,,,,,,,abondance,cattle,domesticated mammal,mammal living in captivity,animal living in captivity,,,,,,,,,
http://www.wikidata.org/entity/Q322890,http://www.wikidata.org/entity/Q830,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,http://www.wikidata.org/entity/Q7377,,,,,,,,,,abondance,cattle,domesticated mammal,mammal living in captivity,mammal,,,,,,,,,
http://www.wikidata.org/entity/Q322890,http://www.wikidata.org/entity/Q830,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q622852,http://www.wikidata.org/entity/Q729,,,,,,,,,,abondance,cattle,domesticated mammal,domesticated animal,animal,,,,,,,,,
http://www.wikidata.org/entity/Q328230,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q69301705,http://www.wikidata.org/entity/Q842175,http://www.wikidata.org/entity/Q105064135,,,,,,,,,,Karakul,sheep,sheep,ruminant,Ungulata,,,,,,,,,
http://www.wikidata.org/entity/Q328230,http://www.wikidata.org/entity/Q7368,http://www.wikidata.org/entity/Q57814795,http://www.wikidata.org/entity/Q57812611,http://www.wikidata.org/entity/Q57812559,,,,,,,,,,Karakul,sheep,domesticated mammal,mammal living in captivity,animal living in captivity,,,,,,,,,
