id,scientific_name,common_name,where_listed,region_name,region,esa_listing_status,category
ES814,Osmoxylon mariannense,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1510,Ostodes strigatus,Snail [no common name],Wherever found,Pacific,1,Endangered,Slug/Snail
ES892,Ottoschulzia rhodoxylon,Palo de rosa,Wherever found,Southeast,4,Endangered,Vascular Plant
ES1176,Ovis canadensis nelsoni,Peninsular bighorn sheep,Peninsular CA pop.,Pacific Southwest,8,Endangered,Mammal
ES1398,Ovis canadensis sierrae,Sierra Nevada bighorn sheep,Sierra Nevada,Pacific Southwest,8,Endangered,Mammal
ES453,Oxypolis canbyi,Canby's dropwort,Wherever found,Southeast,4,Endangered,Vascular Plant
ES346,Oxytheca parishii var. goodmaniana,Cushenbury oxytheca,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES289,Oxytropis campestris var. chartacea,Fassett's locoweed,Wherever found,Midwest,3,Threatened,Vascular Plant
ES986,Pacifastacus fortis,Shasta crayfish,Wherever found,Pacific Southwest,8,Endangered,Crab/Lobster/Shrimp
ES933,Packera franciscana,San Francisco Peaks ragwort,Wherever found,Southwest,2,Threatened,Vascular Plant
ES977,Palaemonetes cummingi,Squirrel Chimney Cave shrimp,Wherever found,Southeast,4,Threatened,Crab/Lobster/Shrimp
ES1272,Palaemonias alabamae,Alabama cave shrimp,Wherever found,Southeast,4,Endangered,Crab/Lobster/Shrimp
ES1314,Palaemonias ganteri,Kentucky cave shrimp,Wherever found,Southeast,4,Endangered,Crab/Lobster/Shrimp
ES1289,Palmeria dolei,crested honeycreeper (Akohekohe),Wherever found,Pacific,1,Endangered,Bird
ES611,Panicum fauriei var. carteri,Carter's panicgrass,Wherever found,Pacific,1,Endangered,Vascular Plant
ES913,Panicum niihauense,Lau `ehu,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1616,Panthera onca,Jaguar,Wherever found,Southwest,2,Endangered,Mammal
ES646,Paronychia chartacea,Papery whitlow-wort,Wherever found,Southeast,4,Threatened,Vascular Plant
ES1167,Paroreomyza flammea,Molokai creeper,Wherever found,Pacific,1,Endangered,Bird
ES1530,Paroreomyza maculata,Oahu creeper,Wherever found,Pacific,1,Endangered,Bird
ES1048,Partula gibba,Humped tree snail,Wherever found,Pacific,1,Endangered,Slug/Snail
ES1585,Partula langfordi,Langford's tree snail,Wherever found,Pacific,1,Endangered,Slug/Snail
ES1121,Partula radiolata,Guam tree snail,Wherever found,Pacific,1,Endangered,Slug/Snail
ES959,Partulina semicarinata,Lanai tree snail,Wherever found,Pacific,1,Endangered,Slug/Snail
ES1103,Partulina variabilis,Lanai tree snail,Wherever found,Pacific,1,Endangered,Slug/Snail
ES557,Parvisedum leiocarpum,Lake County stonecrop,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES222,Pectis imberbis,Beardless chinch weed,Wherever found,Southwest,2,Endangered,Vascular Plant
ES902,Pedicularis furbishiae,Furbish lousewort,Wherever found,Northeast,5,Endangered,Vascular Plant
ES744,Pediocactus (=Echinocactus=Utahia),Siler pincushion cactus,Wherever found,Southwest,2,Threatened,Vascular Plant
ES175,Pediocactus bradyi,Brady pincushion cactus,Wherever found,Southwest,2,Endangered,Vascular Plant
ES353,Pediocactus despainii,San Rafael cactus,Wherever found,Mountain-Prairie,6,Endangered,Vascular Plant
ES0,Pediocactus knowltonii,Knowlton's cactus,Wherever found,Southwest,2,Endangered,Vascular Plant
ES655,Pediocactus peeblesianus fickeiseniae,Fickeisen plains cactus,Wherever found,Southwest,2,Endangered,Vascular Plant
ES415,Pediocactus peeblesianus var. peeblesianus,Peebles Navajo cactus,Wherever found,Southwest,2,Endangered,Vascular Plant
ES638,Pediocactus winkleri,Winkler cactus,Wherever found,Mountain-Prairie,6,Threatened,Vascular Plant
ES1365,Pegias fabula,Littlewing pearlymussel,Wherever found,Southeast,4,Endangered,Invertebrate
ES1500,Pekania pennanti,Fisher,SSN DPS,Pacific Southwest,8,Endangered,Mammal
ES1475,Peltophryne lemur,Puerto Rican crested toad,Wherever found,Southeast,4,Threatened,Amphibian
ES751,Penstemon debilis,Parachute beardtongue,Wherever found,Mountain-Prairie,6,Threatened,Vascular Plant
ES641,Penstemon haydenii,Blowout penstemon,Wherever found,Mountain-Prairie,6,Endangered,Vascular Plant
ES274,Penstemon penlandii,Penland beardtongue,Wherever found,Mountain-Prairie,6,Endangered,Vascular Plant
ES102,Pentachaeta bellidiflora,White-rayed pentachaeta,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES549,Pentachaeta lyonii,Lyon's pentachaeta,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES161,Peperomia subpetiolata,`Ala `ala wai nui,Wherever found,Pacific,1,Endangered,Vascular Plant
ES375,Peperomia wheeleri,Wheeler's peperomia,Wherever found,Southeast,4,Endangered,Vascular Plant
ES1137,Percina antesella,Amber darter,Wherever found,Southeast,4,Endangered,Fish
ES1300,Percina aurolineata,Goldline darter,Wherever found,Southeast,4,Threatened,Fish
ES1049,Percina aurora,Pearl darter,Wherever found,Southeast,4,Threatened,Fish
ES1236,Percina jenkinsi,Conasauga logperch,Wherever found,Southeast,4,Endangered,Fish
ES1632,Percina pantherina,Leopard darter,Wherever found,Southwest,2,Threatened,Fish
ES1131,Percina rex,Roanoke logperch,Wherever found,Northeast,5,Endangered,Fish
ES1595,Percina tanasi,Snail darter,Wherever found,Southeast,4,Threatened,Fish
ES1126,Perognathus longimembris pacificus,Pacific pocket mouse,Wherever found,Pacific Southwest,8,Endangered,Mammal
ES1292,Peromyscus gossypinus allapaticola,Key Largo cotton mouse,Wherever found,Southeast,4,Endangered,Mammal
ES1384,Peromyscus polionotus allophrys,Choctawhatchee beach mouse,Wherever found,Southeast,4,Endangered,Mammal
ES1286,Peromyscus polionotus ammobates,Alabama beach mouse,Wherever found,Southeast,4,Endangered,Mammal
ES1386,Peromyscus polionotus niveiventris,Southeastern beach mouse,wherever found,Southeast,4,Threatened,Mammal
ES1296,Peromyscus polionotus peninsularis,St. Andrew beach mouse,Wherever found,Southeast,4,Endangered,Mammal
ES1147,Peromyscus polionotus phasma,Anastasia Island beach mouse,Wherever found,Southeast,4,Endangered,Mammal
ES1613,Peromyscus polionotus trissyllepsis,Perdido Key beach mouse,Wherever found,Southeast,4,Endangered,Mammal
ES9,Peucedanum sandwicense,Makou,Wherever found,Pacific,1,Threatened,Vascular Plant
ES425,Phacelia argillacea,Clay phacelia,Wherever found,Mountain-Prairie,6,Endangered,Vascular Plant
ES75,Phacelia formosula,North Park phacelia,Wherever found,Mountain-Prairie,6,Endangered,Vascular Plant
ES601,Phacelia insularis ssp. insularis,Island phacelia,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES509,Phacelia submutica,DeBeque phacelia,Wherever found,Mountain-Prairie,6,Threatened,Vascular Plant
ES1165,Phaeognathus hubrichti,Red Hills salamander,Wherever found,Southeast,4,Threatened,Amphibian
ES266,Phlox hirsuta,Yreka phlox,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES330,Phlox nivalis ssp. texensis,Texas trailing phlox,Wherever found,Southwest,2,Endangered,Vascular Plant
ES1136,Phoebastria (=Diomedea) albatrus,Short-tailed albatross,Wherever found,Alaska,7,Endangered,Bird
ES1114,Phoxinus cumberlandensis,Blackside dace,Wherever found,Southeast,4,Threatened,Fish
ES788,Phyllanthus saffordii,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES547,Phyllostegia bracteata,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES868,Phyllostegia brevidens,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES792,Phyllostegia floribunda,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES697,Phyllostegia glabra var. lanaiensis,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES147,Phyllostegia haliakalae,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES335,Phyllostegia helleri,No common name,,Pacific,1,Endangered,Vascular Plant
ES280,Phyllostegia hirsuta,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES529,Phyllostegia hispida,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES396,Phyllostegia kaalaensis,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES903,Phyllostegia knudsenii,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES864,Phyllostegia mannii,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES793,Phyllostegia mollis,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES89,Phyllostegia parviflora,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES671,Phyllostegia pilosa,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES93,Phyllostegia racemosa,Kiponapona,Wherever found,Pacific,1,Endangered,Vascular Plant
ES912,Phyllostegia renovans,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES832,Phyllostegia stachyoides,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES618,Phyllostegia velutina,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES831,Phyllostegia waimeae,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES770,Phyllostegia warshaueri,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES111,Phyllostegia wawrana,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1318,Physa natricina,Snake River physa snail,Wherever found,Pacific,1,Endangered,Slug/Snail
ES305,Physaria douglasii ssp. tuplashensis,White Bluffs bladderpod,Wherever found,Pacific,1,Threatened,Vascular Plant
ES495,Physaria filiformis,Missouri bladderpod,Wherever found,Midwest,3,Threatened,Vascular Plant
ES682,Physaria globosa,Short's bladderpod,Wherever found,Southeast,4,Endangered,Vascular Plant
ES498,Physaria obcordata,Dudley Bluffs twinpod,Wherever found,Mountain-Prairie,6,Threatened,Vascular Plant
ES1222,Picoides borealis,Red-cockaded woodpecker,Wherever found,Southeast,4,Endangered,Bird
ES145,Pilosocereus robinii,Key tree cactus,Wherever found,Southeast,4,Endangered,Vascular Plant
ES398,Pinguicula ionantha,Godfrey's butterwort,Wherever found,Southeast,4,Threatened,Vascular Plant
ES109,Piperia yadonii,Yadon's piperia,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES1245,Pipilo crissalis eremophilus,Inyo California towhee,Wherever found,Pacific Southwest,8,Threatened,Bird
ES890,Pittosporum halophilum,Hoawa,Wherever found,Pacific,1,Endangered,Vascular Plant
ES270,Pittosporum hawaiiense,Hoawa,Wherever found,Pacific,1,Endangered,Vascular Plant
ES700,Pittosporum napaliense,Ho`awa,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1132,Pituophis melanoleucus lodingi,Black pine snake,Wherever found,Southeast,4,Threatened,Reptile
ES1479,Pituophis ruthveni,Louisiana pinesnake,Wherever found,Southeast,4,Threatened,Reptile
ES343,Pityopsis ruthii,Ruth's golden aster,Wherever found,Southeast,4,Endangered,Vascular Plant
ES837,Plagiobothrys hirtus,rough popcornflower,Wherever found,Pacific,1,Endangered,Vascular Plant
ES244,Plagiobothrys strictus,Calistoga allocarya,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES1488,Plagopterus argentissimus,Woundfin,"Wherever found, except where listed as an experimental population",Mountain-Prairie,6,Endangered,Fish
ES699,Plantago hawaiensis,Kuahiwi laukahi,Wherever found,Pacific,1,Endangered,Vascular Plant
ES895,Plantago princeps,Kuahiwi laukahi,Wherever found,Pacific,1,Endangered,Vascular Plant
ES781,Platanthera holochila,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES760,Platanthera integrilabia,White fringeless orchid,,Southeast,4,Threatened,Vascular Plant
ES739,Platanthera leucophaea,Eastern prairie fringed orchid,Wherever found,Midwest,3,Threatened,Vascular Plant
ES479,Platanthera praeclara,Western prairie fringed Orchid,Wherever found,Midwest,3,Threatened,Vascular Plant
ES889,Platydesma cornuta var. cornuta,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES22,Platydesma cornuta var. decurrens,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES206,Platydesma remyi,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES71,Platydesma rostrata,Pilo kea lau li`i,Wherever found,Pacific,1,Endangered,Vascular Plant
ES467,Pleodendron macranthum,Chupacallos,Wherever found,Southeast,4,Endangered,Vascular Plant
ES567,Pleomele fernaldii,Hala pepe,Wherever found,Pacific,1,Endangered,Vascular Plant
ES587,Pleomele forbesii,Hala pepe,Wherever found,Pacific,1,Endangered,Vascular Plant
ES32,Pleomele hawaiiensis,Hala pepe,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1257,Plethobasus cicatricosus,White wartyback (pearlymussel),Wherever found,Southeast,4,Endangered,Invertebrate
ES1392,Plethobasus cooperianus,Orangefoot pimpleback (pearlymussel),Wherever found,Southeast,4,Endangered,Invertebrate
ES1599,Plethobasus cyphyus,Sheepnose Mussel,Wherever found,Midwest,3,Endangered,Invertebrate
ES1579,Plethodon neomexicanus,Jemez Mountains salamander,Wherever found,Southwest,2,Endangered,Amphibian
ES1411,Plethodon nettingi,Cheat Mountain salamander,Wherever found,Northeast,5,Threatened,Amphibian
ES1557,Plethodon shenandoah,Shenandoah salamander,Wherever found,Northeast,5,Endangered,Amphibian
ES1223,Pleurobema clava,Clubshell,Wherever found; Except where listed as Experimental Populations,Northeast,5,Endangered,Invertebrate
ES1462,Pleurobema collina,James spinymussel,Wherever found,Northeast,5,Endangered,Invertebrate
ES1293,Pleurobema curtum,Black clubshell,Wherever found,Southeast,4,Endangered,Invertebrate
ES1182,Pleurobema decisum,Southern clubshell,Wherever found,Southeast,4,Endangered,Invertebrate
ES1521,Pleurobema furvum,Dark pigtoe,Wherever found,Southeast,4,Endangered,Invertebrate
ES1568,Pleurobema georgianum,Southern pigtoe,Wherever found,Southeast,4,Endangered,Invertebrate
ES1497,Pleurobema gibberum,Cumberland pigtoe,Wherever found,Southeast,4,Endangered,Invertebrate
ES1508,Pleurobema hanleyianum,Georgia pigtoe,Wherever found,Southeast,4,Endangered,Invertebrate
ES1445,Pleurobema marshalli,Flat pigtoe,Wherever found,Southeast,4,Endangered,Invertebrate
ES1631,Pleurobema perovatum,Ovate clubshell,Wherever found,Southeast,4,Endangered,Invertebrate
ES1338,Pleurobema plenum,Rough pigtoe,Wherever found,Southeast,4,Endangered,Invertebrate
ES1532,Pleurobema pyriforme,Oval pigtoe,Wherever found,Southeast,4,Endangered,Invertebrate
ES1587,Pleurobema strodeanum,Fuzzy pigtoe,Wherever found,Southeast,4,Threatened,Invertebrate
ES1047,Pleurobema taitianum,Heavy pigtoe,Wherever found,Southeast,4,Endangered,Invertebrate
ES948,Pleurocera foremani,Rough hornsnail,Wherever found,Southeast,4,Endangered,Slug/Snail
ES1117,Pleuronaia dolabelloides,Slabside Pearlymussel,Wherever found,Southeast,4,Endangered,Invertebrate
ES572,Poa atropurpurea,San Bernardino bluegrass,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES880,Poa mannii,Mann's bluegrass,Wherever found,Pacific,1,Endangered,Vascular Plant
ES293,Poa napensis,Napa bluegrass,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES263,Poa sandvicensis,Hawaiian bluegrass,Wherever found,Pacific,1,Endangered,Vascular Plant
ES282,Poa siphonoglossa,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1414,Poeciliopsis occidentalis,Gila topminnow (incl. Yaqui),Wherever found,Southwest,2,Endangered,Fish
ES104,Pogogyne abramsii,San Diego mesa-mint,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES342,Pogogyne nudiuscula,Otay mesa-mint,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES1186,Polioptila californica californica,Coastal California gnatcatcher,Wherever found,Pacific Southwest,8,Threatened,Bird
ES1425,Polyborus plancus audubonii,Audubon's crested caracara,FL pop.,Southeast,4,Threatened,Bird
ES712,Polygala lewtonii,Lewton's polygala,Wherever found,Southeast,4,Endangered,Vascular Plant
ES840,Polygala smallii,Tiny polygala,Wherever found,Southeast,4,Endangered,Vascular Plant
ES667,Polygonella basiramia,Wireweed,Wherever found,Southeast,4,Endangered,Vascular Plant
ES582,Polygonella myriophylla,Sandlace,Wherever found,Southeast,4,Endangered,Vascular Plant
ES757,Polygonum hickmanii,Scotts Valley Polygonum,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES1115,Polygyriscus virginianus,Virginia fringed mountain snail,Wherever found,Northeast,5,Endangered,Slug/Snail
ES1547,Polyphylla barbata,Mount Hermon June beetle,Wherever found,Pacific Southwest,8,Endangered,Insect
ES58,Polyscias bisattenuata,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES310,Polyscias flynnii,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES506,Polyscias gymnocarpa,`Ohe`ohe,Wherever found,Pacific,1,Endangered,Vascular Plant
ES202,Polyscias lydgatei,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES928,Polyscias racemosa,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES218,Polystichum aleuticum,Aleutian shield fern,Wherever found,Alaska,7,Endangered,Vascular Plant
ES872,Polystichum calderonense,No common name,Wherever found,Southeast,4,Endangered,Vascular Plant
ES1291,Polysticta stelleri,Steller's Eider,AK breeding pop.,Alaska,7,Threatened,Bird
ES1188,Popenaias popeii,Texas Hornshell,Wherever found,Southwest,2,Endangered,Invertebrate
ES510,Portulaca sclerocarpa,Po`e,Wherever found,Pacific,1,Endangered,Vascular Plant
ES182,Portulaca villosa,Ihi,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1383,Potamilus capax,Fat pocketbook,Wherever found,Southeast,4,Endangered,Invertebrate
ES1303,Potamilus inflatus,Inflated heelsplitter,Wherever found,Southeast,4,Threatened,Invertebrate
ES232,Potamogeton clystocarpus,Little Aguja (=Creek) Pondweed,Wherever found,Southwest,2,Endangered,Vascular Plant
ES327,Potentilla hickmanii,Hickman's potentilla,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES752,Primula maguirei,Maguire primrose,Wherever found,Mountain-Prairie,6,Threatened,Vascular Plant
ES935,Pritchardia aylmer-robinsonii,loulu,Wherever found,Pacific,1,Endangered,Vascular Plant
ES46,Pritchardia bakeri,loulu,Wherever found,Pacific,1,Endangered,Vascular Plant
ES480,Pritchardia hardyi,loulu,Wherever found,Pacific,1,Endangered,Vascular Plant
ES450,Pritchardia kaalae,loulu,Wherever found,Pacific,1,Endangered,Vascular Plant
ES56,Pritchardia lanigera,loulu,Wherever found,Pacific,1,Endangered,Vascular Plant
ES860,Pritchardia maideniana,loulu,Wherever found,Pacific,1,Endangered,Vascular Plant
ES228,Pritchardia munroi,loulu,Wherever found,Pacific,1,Endangered,Vascular Plant
ES807,Pritchardia napaliensis,loulu,Wherever found,Pacific,1,Endangered,Vascular Plant
ES55,Pritchardia remota,loulu,Wherever found,Pacific,1,Endangered,Vascular Plant
ES76,Pritchardia schattaueri,loulu,Wherever found,Pacific,1,Endangered,Vascular Plant
ES418,Pritchardia viscosa,loulu,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1110,Procaris hawaiana,Anchialine pool Shrimp,Wherever found,Pacific,1,Endangered,Crab/Lobster/Shrimp
ES559,Prunus geniculata,Scrub plum,Wherever found,Southeast,4,Endangered,Vascular Plant
ES1455,Pseudemys alabamensis,Alabama red-bellied turtle,Wherever found,Southeast,4,Endangered,Reptile
ES1164,Pseudemys rubriventris bangsi,Plymouth Redbelly Turtle,Wherever found,Northeast,5,Endangered,Reptile
ES675,Pseudobahia bahiifolia,Hartweg's golden sunburst,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES152,Pseudobahia peirsonii,San Joaquin adobe sunburst,Wherever found,Pacific Southwest,8,Threatened,Vascular Plant
ES1059,Pseudocopaeodes eunus obscurus,Carson wandering skipper,Wherever found,Pacific Southwest,8,Endangered,Insect
ES677,Pseudognaphalium sandwicensium var. molokaiense,`Ena`ena,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1297,Pseudonestor xanthophrys,Maui parrotbill (Kiwikiu),Wherever found,Pacific,1,Endangered,Bird
ES1006,Pseudotryonia adamantina,Diamond Tryonia,Wherever found,Southwest,2,Endangered,Slug/Snail
ES1179,Psittirostra psittacea,`O`u (honeycreeper),Wherever found,Pacific,1,Endangered,Bird
ES937,Psychotria grandiflora,Kopiko,Wherever found,Pacific,1,Endangered,Vascular Plant
ES271,Psychotria hexandra ssp. oahuensis,Kopiko,Wherever found,Pacific,1,Endangered,Vascular Plant
ES584,Psychotria hobdyi,Kopiko,Wherever found,Pacific,1,Endangered,Vascular Plant
ES311,Psychotria malaspinae,Aplokating-palaoan,Wherever found,Pacific,1,Endangered,Vascular Plant
ES803,Pteralyxia kauaiensis,Kaulu,Wherever found,Pacific,1,Endangered,Vascular Plant
ES435,Pteralyxia macrocarpa,Kaulu,Wherever found,Pacific,1,Endangered,Vascular Plant
ES591,Pteris lidgatei,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1074,Pterodroma cahow,Bermuda petrel,Wherever found,Southeast,4,Endangered,Bird
ES981,Pterodroma sandwichensis,Hawaiian petrel,Wherever found,Pacific,1,Endangered,Bird
ES1614,Pteropus mariannus mariannus,Mariana fruit Bat (=Mariana flying fox),Wherever found,Pacific,1,Threatened,Mammal
ES1576,Pteropus tokudae,Little Mariana fruit Bat,Wherever found,Pacific,1,Endangered,Mammal
ES144,Ptilimnium nodosum,Harperella,Wherever found,Northeast,5,Endangered,Vascular Plant
ES1362,Ptychobranchus greenii,Triangular Kidneyshell,Wherever found,Southeast,4,Endangered,Invertebrate
ES1341,Ptychobranchus jonesi,Southern kidneyshell,Wherever found,Southeast,4,Endangered,Invertebrate
ES1062,Ptychobranchus subtentus,Fluted kidneyshell,Wherever found,Southeast,4,Endangered,Invertebrate
ES1647,Ptychocheilus lucius,Colorado pikeminnow (=squawfish),"Wherever found, except where listed as an experimental population",Mountain-Prairie,6,Endangered,Fish
ES1370,Puffinus auricularis newelli,Newell's Townsend's shearwater,Wherever found,Pacific,1,Threatened,Bird
ES1471,Puma (=Felis) concolor coryi,Florida panther,Wherever found,Southeast,4,Endangered,Mammal
ES527,Purshia (=Cowania) subintegra,Arizona Cliffrose,Wherever found,Southwest,2,Endangered,Vascular Plant
ES1559,Pyrgulopsis (=Marstonia) pachyta,Armored snail,Wherever found,Southeast,4,Endangered,Slug/Snail
ES1238,Pyrgulopsis bernardina,San Bernardino springsnail,Wherever found,Southwest,2,Threatened,Slug/Snail
ES1104,Pyrgulopsis bruneauensis,Bruneau Hot springsnail,Wherever found,Pacific,1,Endangered,Slug/Snail
ES1460,Pyrgulopsis chupaderae,Chupadera springsnail,Wherever found,Southwest,2,Endangered,Slug/Snail
ES1230,Pyrgulopsis neomexicana,Socorro springsnail,Wherever found,Southwest,2,Endangered,Slug/Snail
ES1495,Pyrgulopsis ogmorhaphe,Royal marstonia (snail),Wherever found,Southeast,4,Endangered,Slug/Snail
ES951,Pyrgulopsis roswellensis,Roswell springsnail,Wherever found,Southwest,2,Endangered,Slug/Snail
ES1399,Pyrgulopsis texana,Phantom Springsnail,Wherever found,Southwest,2,Endangered,Slug/Snail
ES1196,Pyrgulopsis trivialis,Three Forks Springsnail,Wherever found,Southwest,2,Endangered,Slug/Snail
ES1091,Pyrgus ruralis lagunae,Laguna Mountains skipper,Wherever found,Pacific Southwest,8,Endangered,Insect
ES1268,Quadrula cylindrica cylindrica,Rabbitsfoot,Wherever found,Southeast,4,Threatened,Invertebrate
ES1235,Quadrula cylindrica strigillata,Rough rabbitsfoot,Wherever found,Northeast,5,Endangered,Invertebrate
ES1642,Quadrula fragosa,Winged Mapleleaf,"Wherever found, except where listed as an experimental population",Midwest,3,Endangered,Invertebrate
ES1374,Quadrula intermedia,Cumberland monkeyface (pearlymussel),Wherever found; Except where listed as Experimental Populations,Southeast,4,Endangered,Invertebrate
ES1373,Quadrula sparsa,Appalachian monkeyface (pearlymussel),Wherever found,Northeast,5,Endangered,Invertebrate
ES1446,Quadrula stapes,Stirrupshell,Wherever found,Southeast,4,Endangered,Invertebrate
ES413,Quercus hinckleyi,Hinckley oak,Wherever found,Southwest,2,Threatened,Vascular Plant
ES1391,Rallus longirostris levipes,Light-footed clapper rail,Wherever found,Pacific Southwest,8,Endangered,Bird
ES1594,Rallus longirostris obsoletus,California clapper rail,Wherever found,Pacific Southwest,8,Endangered,Bird
ES1326,Rallus obsoletus [=longirostris] yumanensis,Yuma Ridgways (clapper) rail,Wherever found,Southwest,2,Endangered,Bird
ES1307,Rallus owstoni,Guam rail,"Wherever found, except where listed as an experimental population",Pacific,1,Endangered,Bird
ES1600,Rana chiricahuensis,Chiricahua leopard frog,Wherever found,Southwest,2,Threatened,Amphibian
ES1395,Rana draytonii,California red-legged frog,Wherever found,Pacific Southwest,8,Threatened,Amphibian
ES1000,Rana muscosa,Mountain yellow-legged frog,Northern California DPS|Southern California DPS,Pacific Southwest,0,Endangered,Amphibian
ES1518,Rana pretiosa,Oregon spotted frog,Wherever found,Pacific,1,Threatened,Amphibian
ES1354,Rana sevosa,dusky gopher frog,Wherever found,Southeast,4,Endangered,Amphibian
ES1381,Rana sierrae,Sierra Nevada Yellow-legged Frog,Wherever found,Pacific Southwest,8,Endangered,Amphibian
ES1486,Rangifer tarandus ssp. caribou,Southern Mountain Caribou DPS,Southern Mountain DPS,Pacific,1,Endangered,Mammal
ES834,Ranunculus aestivalis (=acriformis),Autumn Buttercup,Wherever found,Mountain-Prairie,6,Endangered,Vascular Plant
ES687,Ranunculus hawaiensis,Makou,Wherever found,Pacific,1,Endangered,Vascular Plant
ES156,Ranunculus mauiensis,Makou,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1029,Reithrodontomys raviventris,Salt marsh harvest mouse,wherever found,Pacific Southwest,8,Endangered,Mammal
ES381,Remya kauaiensis,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES5,Remya mauiensis,Maui remya,Wherever found,Pacific,1,Endangered,Vascular Plant
ES513,Remya montgomeryi,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1266,Rhadine exilis,[no common name] Beetle,Wherever found,Southwest,2,Endangered,Insect
ES1539,Rhadine infernalis,[no common name] Beetle,Wherever found,Southwest,2,Endangered,Insect
ES1100,Rhadine persephone,Tooth Cave ground beetle,Wherever found,Southwest,2,Endangered,Insect
ES1534,Rhaphiomidas terminatus abdominalis,Delhi Sands flower-loving fly,Wherever found,Pacific Southwest,8,Endangered,Insect
ES973,Rhinichthys osculus lethoporus,Independence Valley speckled dace,Wherever found,Pacific Southwest,8,Endangered,Fish
ES1056,Rhinichthys osculus nevadensis,Ash Meadows speckled dace,Wherever found,Pacific Southwest,8,Endangered,Fish
ES1560,Rhinichthys osculus oligoporus,Clover Valley speckled dace,Wherever found,Pacific Southwest,8,Endangered,Fish
ES1531,Rhinichthys osculus thermalis,Kendall Warm Springs dace,Wherever found,Mountain-Prairie,6,Endangered,Fish
ES326,Rhodiola integrifolia ssp. leedyi,Leedy's roseroot,Wherever found,Midwest,3,Threatened,Vascular Plant
ES556,Rhododendron chapmanii,Chapman rhododendron,Wherever found,Southeast,4,Endangered,Vascular Plant
ES391,Rhus michauxii,Michaux's sumac,Wherever found,Southeast,4,Endangered,Vascular Plant
ES1439,Rhynchopsitta pachyrhyncha,Thick-billed parrot,Wherever found,Southwest,2,Endangered,Bird
ES491,Rhynchospora knieskernii,Knieskern's Beaked-rush,Wherever found,Northeast,5,Threatened,Vascular Plant
