"BIO23265","ES1226","0.97"
"BIO11971","ES602","1.0"
"BIO38022","ES1653","1.0"
"BIO18788","ES918","1.0"
"BIO37392","ES1056","1.0"
"BIO12757","ES921","1.0"
"BIO29380","ES698","1.0"
"BIO32476","ES1292","1.0"
"BIO26885","ES407","1.0"
"BIO14718","ES67","0.94"
"BIO26982","ES1068","0.95"
"BIO45272","ES165","0.95"
"BIO15351","ES1624","1.0"
"BIO38590","ES946","1.0"
"BIO22936","ES267","0.99"
"BIO45911","ES312","0.99"
"BIO26897","ES511","1.0"
"BIO11317","ES112","0.96"
"BIO11559","ES725","0.93"
"BIO05812","ES1233","0.99"
"BIO29607","ES1146","0.99"
"BIO22274","ES239","1.0"
"BIO37393","ES1056","1.0"
"BIO02784","ES974","0.99"
"BIO10544","ES286","0.99"
"BIO00220","ES1512","0.93"
"BIO37152","ES156","0.99"
"BIO45922","ES1339","1.0"
"BIO13858","ES819","1.0"
"BIO08341","ES964","0.97"
"BIO07927","ES485","1.0"
"BIO08135","ES231","0.94"
"BIO44702","ES1634","1.0"
"BIO12743","ES639","1.0"
"BIO40037","ES258","1.0"
"BIO04405","ES214","1.0"
"BIO20658","ES489","1.0"
"BIO45383","ES1570","1.0"
"BIO08485","ES519","0.95"
"BIO43964","ES434","1.0"
"BIO29617","ES1239","1.0"
"BIO37057","ES1381","1.0"
"BIO32475","ES1292","1.0"
"BIO10542","ES180","0.99"
"BIO14739","ES198","1.0"
"BIO44703","ES1634","0.98"
"BIO37045","ES1395","1.0"
"BIO20657","ES684","1.0"
"BIO11316","ES455","0.93"
"BIO11309","ES825","0.96"
"BIO19413","ES1159","1.0"
"BIO20656","ES879","0.93"
"BIO23003","ES430","0.99"
"BIO18203","ES1039","0.98"
"BIO36526","ES1471","0.99"
"BIO40443","ES1030","0.94"
"BIO07055","ES1231","1.0"
"BIO13176","ES1198","1.0"
"BIO09873","ES1069","0.93"
"BIO10741","ES1554","1.0"
"BIO43316","ES297","0.99"
"BIO41860","ES1657","0.93"
"BIO14385","ES1194","1.0"
"BIO35654","ES860","1.0"
"BIO43329","ES1008","1.0"
"BIO25447","ES1129","1.0"
"BIO31030","ES1314","1.0"
"BIO40444","ES1030","1.0"
"BIO37035","ES1395","0.98"
"BIO34359","ES1599","1.0"
"BIO40782","ES1133","1.0"
