"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] StringAttributeComparatorJaccard.scientificName record1Value","[0] StringAttributeComparatorJaccard.scientificName record2Value","[0] StringAttributeComparatorJaccard.scientificName record1PreprocessedValue","[0] StringAttributeComparatorJaccard.scientificName record2PreprocessedValue","[0] StringAttributeComparatorJaccard.scientificName similarity","[0] StringAttributeComparatorJaccard.scientificName postproccesedSimilarity","[1] StringAttributeComparatorLevenshtein.scientificName record1Value","[1] StringAttributeComparatorLevenshtein.scientificName record2Value","[1] StringAttributeComparatorLevenshtein.scientificName record1PreprocessedValue","[1] StringAttributeComparatorLevenshtein.scientificName record2PreprocessedValue","[1] StringAttributeComparatorLevenshtein.scientificName similarity","[1] StringAttributeComparatorLevenshtein.scientificName postproccesedSimilarity","[2] StringListAttributeComparatorLevenshtein.commonNames record1Value","[2] StringListAttributeComparatorLevenshtein.commonNames record2Value","[2] StringListAttributeComparatorLevenshtein.commonNames record1PreprocessedValue","[2] StringListAttributeComparatorLevenshtein.commonNames record2PreprocessedValue","[2] StringListAttributeComparatorLevenshtein.commonNames similarity","[2] StringListAttributeComparatorLevenshtein.commonNames postproccesedSimilarity","[3] StringListAttributeAsWholeComparatorJaccard.commonNames record1Value","[3] StringListAttributeAsWholeComparatorJaccard.commonNames record2Value","[3] StringListAttributeAsWholeComparatorJaccard.commonNames record1PreprocessedValue","[3] StringListAttributeAsWholeComparatorJaccard.commonNames record2PreprocessedValue","[3] StringListAttributeAsWholeComparatorJaccard.commonNames similarity","[3] StringListAttributeAsWholeComparatorJaccard.commonNames postproccesedSimilarity","[4] StringListAttributeAsWholeComparatorJaccard.orders record1Value","[4] StringListAttributeAsWholeComparatorJaccard.orders record2Value","[4] StringListAttributeAsWholeComparatorJaccard.orders record1PreprocessedValue","[4] StringListAttributeAsWholeComparatorJaccard.orders record2PreprocessedValue","[4] StringListAttributeAsWholeComparatorJaccard.orders similarity","[4] StringListAttributeAsWholeComparatorJaccard.orders postproccesedSimilarity","[5] StringListAttributeComparatorLevenshtein.orders record1Value","[5] StringListAttributeComparatorLevenshtein.orders record2Value","[5] StringListAttributeComparatorLevenshtein.orders record1PreprocessedValue","[5] StringListAttributeComparatorLevenshtein.orders record2PreprocessedValue","[5] StringListAttributeComparatorLevenshtein.orders similarity","[5] StringListAttributeComparatorLevenshtein.orders postproccesedSimilarity","[6] StringListAttributeAsWholeComparatorJaccard.families record1Value","[6] StringListAttributeAsWholeComparatorJaccard.families record2Value","[6] StringListAttributeAsWholeComparatorJaccard.families record1PreprocessedValue","[6] StringListAttributeAsWholeComparatorJaccard.families record2PreprocessedValue","[6] StringListAttributeAsWholeComparatorJaccard.families similarity","[6] StringListAttributeAsWholeComparatorJaccard.families postproccesedSimilarity","[7] StringListAttributeComparatorLevenshtein.families record1Value","[7] StringListAttributeComparatorLevenshtein.families record2Value","[7] StringListAttributeComparatorLevenshtein.families record1PreprocessedValue","[7] StringListAttributeComparatorLevenshtein.families record2PreprocessedValue","[7] StringListAttributeComparatorLevenshtein.families similarity","[7] StringListAttributeComparatorLevenshtein.families postproccesedSimilarity"
"WekaMatchingRule","BIO36493","http://www.wikidata.org/entity/q1560807","0.0",,"pucciniastrum geoppertianum","puccinia cesatii","pucciniastrum geoppertianum","puccinia cesatii","0.0","0.0","pucciniastrum geoppertianum","puccinia cesatii","pucciniastrum geoppertianum","puccinia cesatii","0.4444444444444444","0.4444444444444444","[none]","[puccinia cesatii]","[none]","[puccinia cesatii]","0.125","0.125","none","puccinia cesatii","none","puccinia cesatii","0.0","0.0","none","pucciniales","none","pucciniales","0.0","0.0","[none]","[pucciniales]","[none]","[pucciniales]","0.18181818181818177","0.18181818181818177","none","pucciniaceae","none","pucciniaceae","0.0","0.0","[none]","[pucciniaceae]","[none]","[pucciniaceae]","0.16666666666666663","0.16666666666666663"
"WekaMatchingRule","BIO26687","http://www.wikidata.org/entity/q863083","0.0",,"megascops trichopsis","megalaima monticola","megascops trichopsis","megalaima monticola","0.0","0.0","megascops trichopsis","megalaima monticola","megascops trichopsis","megalaima monticola","0.30000000000000004","0.30000000000000004","[whiskered screech owl, whiskered screech owl]","[megalaima monticola]","[whiskered screech owl, whiskered screech owl]","[megalaima monticola]","0.1428571428571429","0.1428571428571429","whiskered screech owl whiskered screech owl","megalaima monticola","whiskered screech owl whiskered screech owl","megalaima monticola","0.0","0.0","strigiformes","piciformes dinosaur saurischia avetheropoda","strigiformes","piciformes dinosaur saurischia avetheropoda","0.0","0.0","[strigiformes]","[piciformes, dinosaur, saurischia, avetheropoda]","[strigiformes]","[piciformes, dinosaur, saurischia, avetheropoda]","0.6666666666666667","0.6666666666666667","strigidae","megalaimidae","strigidae","megalaimidae","0.0","0.0","[strigidae]","[megalaimidae]","[strigidae]","[megalaimidae]","0.41666666666666663","0.41666666666666663"
"WekaMatchingRule","BIO37408","http://www.wikidata.org/entity/q2171164","0.02",,"rhipidia maculata","rhipidia aphrodite","rhipidia maculata","rhipidia aphrodite","0.3333333333333333","0.3333333333333333","rhipidia maculata","rhipidia aphrodite","rhipidia maculata","rhipidia aphrodite","0.5555555555555556","0.5555555555555556","[none]","[rhipidia (rhipidia) aphrodite]","[none]","[rhipidia (rhipidia) aphrodite]","0.06896551724137934","0.06896551724137934","none","rhipidia (rhipidia) aphrodite","none","rhipidia (rhipidia) aphrodite","0.0","0.0","diptera","diptera","diptera","diptera","1.0","1.0","[diptera]","[diptera]","[diptera]","[diptera]","1.0","1.0","tipulidae","limoniidae","tipulidae","limoniidae","0.0","0.0","[tipulidae]","[limoniidae]","[tipulidae]","[limoniidae]","0.5","0.5"
"WekaMatchingRule","BIO43525","http://www.wikidata.org/entity/q741871","0.0",,"tipula furca","tipula detecta","tipula furca","tipula detecta","0.3333333333333333","0.3333333333333333","tipula furca","tipula detecta","tipula furca","tipula detecta","0.6428571428571428","0.6428571428571428","[none]","[tipula (microtipula) detecta]","[none]","[tipula (microtipula) detecta]","0.0714285714285714","0.0714285714285714","none","tipula (microtipula) detecta","none","tipula (microtipula) detecta","0.0","0.0","diptera","diptera","diptera","diptera","1.0","1.0","[diptera]","[diptera]","[diptera]","[diptera]","1.0","1.0","tipulidae","tipulidae","tipulidae","tipulidae","1.0","1.0","[tipulidae]","[tipulidae]","[tipulidae]","[tipulidae]","1.0","1.0"
"WekaMatchingRule","BIO32341","http://www.wikidata.org/entity/q2096855","0.0",,"periclista sp. 1","perilitus barri","periclista sp. 1","perilitus barri","0.0","0.0","periclista sp. 1","perilitus barri","periclista sp. 1","perilitus barri","0.4375","0.4375","[none]","[perilitus barri]","[none]","[perilitus barri]","0.0","0.0","none","perilitus barri","none","perilitus barri","0.0","0.0","hymenoptera","hymenoptera","hymenoptera","hymenoptera","1.0","1.0","[hymenoptera]","[hymenoptera]","[hymenoptera]","[hymenoptera]","1.0","1.0","tenthredinidae","braconidae","tenthredinidae","braconidae","0.0","0.0","[tenthredinidae]","[braconidae]","[tenthredinidae]","[braconidae]","0.4285714285714286","0.4285714285714286"
"WekaMatchingRule","BIO07609","http://www.wikidata.org/entity/q1473332","0.0",,"carex filifolia","carmona microphylla","carex filifolia","carmona microphylla","0.0","0.0","carex filifolia","carmona microphylla","carex filifolia","carmona microphylla","0.368421052631579","0.368421052631579","[thread leaf sedge, threadleaf sedge, thread leaved sedge, needle leaved sedge]","[carmona microphylla]","[thread leaf sedge, threadleaf sedge, thread leaved sedge, needle leaved sedge]","[carmona microphylla]","0.10526315789473684","0.10526315789473684","thread leaf sedge threadleaf sedge thread leaved sedge needle leaved sedge","carmona microphylla","thread leaf sedge threadleaf sedge thread leaved sedge needle leaved sedge","carmona microphylla","0.0","0.0","poales","boraginales","poales","boraginales","0.0","0.0","[poales]","[boraginales]","[poales]","[boraginales]","0.4545454545454546","0.4545454545454546","cyperaceae","boraginaceae","cyperaceae","boraginaceae","0.0","0.0","[cyperaceae]","[boraginaceae]","[cyperaceae]","[boraginaceae]","0.41666666666666663","0.41666666666666663"
"WekaMatchingRule","BIO02067","http://www.wikidata.org/entity/q2111787","0.0",,"andrena deserticola","andrena quintilis","andrena deserticola","andrena quintilis","0.3333333333333333","0.3333333333333333","andrena deserticola","andrena quintilis","andrena deserticola","andrena quintilis","0.5263157894736843","0.5263157894736843","[none]","[andrena quintilis]","[none]","[andrena quintilis]","0.11764705882352944","0.11764705882352944","none","andrena quintilis","none","andrena quintilis","0.0","0.0","hymenoptera","hymenoptera","hymenoptera","hymenoptera","1.0","1.0","[hymenoptera]","[hymenoptera]","[hymenoptera]","[hymenoptera]","1.0","1.0","andrenidae","andrenidae","andrenidae","andrenidae","1.0","1.0","[andrenidae]","[andrenidae]","[andrenidae]","[andrenidae]","1.0","1.0"
"WekaMatchingRule","BIO30400","http://www.wikidata.org/entity/q2144804",,"0","orbexilum pedunculatum","orbiniella plumisetosa","orbexilum pedunculatum","orbiniella plumisetosa","0.0","0.0","orbexilum pedunculatum","orbiniella plumisetosa","orbexilum pedunculatum","orbiniella plumisetosa","0.31818181818181823","0.31818181818181823","[sampson s snakeroot]","[orbiniella plumisetosa]","[sampson s snakeroot]","[orbiniella plumisetosa]","0.13636363636363635","0.13636363636363635","sampson s snakeroot","orbiniella plumisetosa","sampson s snakeroot","orbiniella plumisetosa","0.0","0.0",,,,,,,,,,,,,"fabaceae","orbiniidae","fabaceae","orbiniidae","0.0","0.0","[fabaceae]","[orbiniidae]","[fabaceae]","[orbiniidae]","0.30000000000000004","0.30000000000000004"
"WekaMatchingRule","BIO01209","http://www.wikidata.org/entity/q384514","0.0",,"alleculidae","allapoderus collarti","alleculidae","allapoderus collarti","0.0","0.0","alleculidae","allapoderus collarti","alleculidae","allapoderus collarti","0.30000000000000004","0.30000000000000004","[comb clawed beetles]","[allapoderus collarti]","[comb clawed beetles]","[allapoderus collarti]","0.050000000000000044","0.050000000000000044","comb clawed beetles","allapoderus collarti","comb clawed beetles","allapoderus collarti","0.0","0.0","coleoptera","coleoptera","coleoptera","coleoptera","1.0","1.0","[coleoptera]","[coleoptera]","[coleoptera]","[coleoptera]","1.0","1.0","alleculidae","attelabidae","alleculidae","attelabidae","0.0","0.0","[alleculidae]","[attelabidae]","[alleculidae]","[attelabidae]","0.5454545454545454","0.5454545454545454"
"WekaMatchingRule","BIO15660","http://www.wikidata.org/entity/q2157129","0.0",,"epicauta fabricii","epicauta reini","epicauta fabricii","epicauta reini","0.3333333333333333","0.3333333333333333","epicauta fabricii","epicauta reini","epicauta fabricii","epicauta reini","0.6470588235294117","0.6470588235294117","[blister beetle]","[epicauta reini]","[blister beetle]","[epicauta reini]","0.1428571428571429","0.1428571428571429","blister beetle","epicauta reini","blister beetle","epicauta reini","0.0","0.0","coleoptera","coleoptera","coleoptera","coleoptera","1.0","1.0","[coleoptera]","[coleoptera]","[coleoptera]","[coleoptera]","1.0","1.0","meloidae","meloidae","meloidae","meloidae","1.0","1.0","[meloidae]","[meloidae]","[meloidae]","[meloidae]","1.0","1.0"
"WekaMatchingRule","BIO26093","http://www.wikidata.org/entity/q918123","0.0",,"macroclemys temminckii","macrovipera lebetina","macroclemys temminckii","macrovipera lebetina","0.0","0.0","macroclemys temminckii","macrovipera lebetina","macroclemys temminckii","macrovipera lebetina","0.36363636363636365","0.36363636363636365","[alligator snapping turtle]","[macrovipera lebetina]","[alligator snapping turtle]","[macrovipera lebetina]","0.12","0.12","alligator snapping turtle","macrovipera lebetina","alligator snapping turtle","macrovipera lebetina","0.0","0.0","testudines","squamata","testudines","squamata","0.0","0.0","[testudines]","[squamata]","[testudines]","[squamata]","0.19999999999999996","0.19999999999999996","chelydridae","viperidae","chelydridae","viperidae","0.0","0.0","[chelydridae]","[viperidae]","[chelydridae]","[viperidae]","0.4545454545454546","0.4545454545454546"
"WekaMatchingRule","BIO01971","http://www.wikidata.org/entity/q535206","0.06",,"anas penelope","anas undulata","anas penelope","anas undulata","0.3333333333333333","0.3333333333333333","anas penelope","anas undulata","anas penelope","anas undulata","0.46153846153846156","0.46153846153846156","[eurasian wigeon, widgeon, european widgeon]","[yellow billed duck]","[eurasian wigeon, widgeon, european widgeon]","[yellow billed duck]","0.16666666666666663","0.16666666666666663","eurasian wigeon widgeon european widgeon","yellow billed duck","eurasian wigeon widgeon european widgeon","yellow billed duck","0.0","0.0","anseriformes","saurischia dinosaur anseriformes avetheropoda","anseriformes","saurischia dinosaur anseriformes avetheropoda","0.25","0.25","[anseriformes]","[saurischia, dinosaur, anseriformes, avetheropoda]","[anseriformes]","[saurischia, dinosaur, anseriformes, avetheropoda]","1.0","1.0","anatidae","anatidae","anatidae","anatidae","1.0","1.0","[anatidae]","[anatidae]","[anatidae]","[anatidae]","1.0","1.0"
"WekaMatchingRule","BIO13178","http://www.wikidata.org/entity/q903968","0.0",,"dendroica coronata auduboni","dendroplex picus","dendroica coronata auduboni","dendroplex picus","0.0","0.0","dendroica coronata auduboni","dendroplex picus","dendroica coronata auduboni","dendroplex picus","0.2962962962962963","0.2962962962962963","[audobon s warbler, audubon s warbler, yellow rumped warber (audubon s), yellow rumped warbler (audubon s subspecies)]","[straight billed woodcreeper]","[audobon s warbler, audubon s warbler, yellow rumped warber (audubon s), yellow rumped warbler (audubon s subspecies)]","[straight billed woodcreeper]","0.2592592592592593","0.2592592592592593","audobon s warbler audubon s warbler yellow rumped warber (audubon s) yellow rumped warbler (audubon s subspecies)","straight billed woodcreeper","audobon s warbler audubon s warbler yellow rumped warber (audubon s) yellow rumped warbler (audubon s subspecies)","straight billed woodcreeper","0.0","0.0","passeriformes","avetheropoda saurischia passeriformes dinosaur","passeriformes","avetheropoda saurischia passeriformes dinosaur","0.25","0.25","[passeriformes]","[avetheropoda, saurischia, passeriformes, dinosaur]","[passeriformes]","[avetheropoda, saurischia, passeriformes, dinosaur]","1.0","1.0","parulidae","furnariidae","parulidae","furnariidae","0.0","0.0","[parulidae]","[furnariidae]","[parulidae]","[furnariidae]","0.4545454545454546","0.4545454545454546"
"WekaMatchingRule","BIO35788","http://www.wikidata.org/entity/q1830669","0.0",,"proterhinus nivicola","prosopocoilus bidentatus","proterhinus nivicola","prosopocoilus bidentatus","0.0","0.0","proterhinus nivicola","prosopocoilus bidentatus","proterhinus nivicola","prosopocoilus bidentatus","0.33333333333333337","0.33333333333333337","[none]","[prosopocoilus bidentatus]","[none]","[prosopocoilus bidentatus]","0.08333333333333337","0.08333333333333337","none","prosopocoilus bidentatus","none","prosopocoilus bidentatus","0.0","0.0","coleoptera","coleoptera","coleoptera","coleoptera","1.0","1.0","[coleoptera]","[coleoptera]","[coleoptera]","[coleoptera]","1.0","1.0","belidae","lucanidae","belidae","lucanidae","0.0","0.0","[belidae]","[lucanidae]","[belidae]","[lucanidae]","0.4444444444444444","0.4444444444444444"
"WekaMatchingRule","BIO31640","http://www.wikidata.org/entity/q534838","1.0","1","parula americana","parula americana","parula americana","parula americana","1.0","1.0","parula americana","parula americana","parula americana","parula americana","1.0","1.0","[northern parula warbler, parula warbler, northern parula]","[northern parula, parula americana]","[northern parula warbler, parula warbler, northern parula]","[northern parula, parula americana]","1.0","1.0","northern parula warbler parula warbler northern parula","northern parula parula americana","northern parula warbler parula warbler northern parula","northern parula parula americana","0.5","0.5","passeriformes","dinosaur passeriformes saurischia avetheropoda","passeriformes","dinosaur passeriformes saurischia avetheropoda","0.25","0.25","[passeriformes]","[dinosaur, passeriformes, saurischia, avetheropoda]","[passeriformes]","[dinosaur, passeriformes, saurischia, avetheropoda]","1.0","1.0","parulidae","parulidae","parulidae","parulidae","1.0","1.0","[parulidae]","[parulidae]","[parulidae]","[parulidae]","1.0","1.0"
"WekaMatchingRule","BIO26966","http://www.wikidata.org/entity/q2150050","0.05",,"membras","membras vagrans","membras","membras vagrans","0.5","0.5","membras","membras vagrans","membras","membras vagrans","0.4666666666666667","0.4666666666666667","[smoothscaled silversides, rough silversides]","[membras vagrans]","[smoothscaled silversides, rough silversides]","[membras vagrans]","0.20833333333333337","0.20833333333333337","smoothscaled silversides rough silversides","membras vagrans","smoothscaled silversides rough silversides","membras vagrans","0.0","0.0","atheriniformes","atheriniformes","atheriniformes","atheriniformes","1.0","1.0","[atheriniformes]","[atheriniformes]","[atheriniformes]","[atheriniformes]","1.0","1.0","atherinopsidae","atherinopsidae","atherinopsidae","atherinopsidae","1.0","1.0","[atherinopsidae]","[atherinopsidae]","[atherinopsidae]","[atherinopsidae]","1.0","1.0"
"WekaMatchingRule","BIO43543","http://www.wikidata.org/entity/q2040410","0.01",,"tipula triplex triplex","tipula protrusa","tipula triplex triplex","tipula protrusa","0.3333333333333333","0.3333333333333333","tipula triplex triplex","tipula protrusa","tipula triplex triplex","tipula protrusa","0.4545454545454546","0.4545454545454546","[none]","[tipula (yamatotipula) protrusa]","[none]","[tipula (yamatotipula) protrusa]","0.033333333333333326","0.033333333333333326","none","tipula (yamatotipula) protrusa","none","tipula (yamatotipula) protrusa","0.0","0.0","diptera","diptera","diptera","diptera","1.0","1.0","[diptera]","[diptera]","[diptera]","[diptera]","1.0","1.0","tipulidae","tipulidae","tipulidae","tipulidae","1.0","1.0","[tipulidae]","[tipulidae]","[tipulidae]","[tipulidae]","1.0","1.0"
"WekaMatchingRule","BIO24352","http://www.wikidata.org/entity/q2156161","0.0",,"leucania farcta","leucanella heisleri","leucania farcta","leucanella heisleri","0.0","0.0","leucania farcta","leucanella heisleri","leucania farcta","leucanella heisleri","0.42105263157894735","0.42105263157894735","[none]","[leucanella heisleri]","[none]","[leucanella heisleri]","0.10526315789473684","0.10526315789473684","none","leucanella heisleri","none","leucanella heisleri","0.0","0.0","lepidoptera","lepidoptera","lepidoptera","lepidoptera","1.0","1.0","[lepidoptera]","[lepidoptera]","[lepidoptera]","[lepidoptera]","1.0","1.0","noctuidae","saturniidae","noctuidae","saturniidae","0.0","0.0","[noctuidae]","[saturniidae]","[noctuidae]","[saturniidae]","0.4545454545454546","0.4545454545454546"
"WekaMatchingRule","BIO13172","http://www.wikidata.org/entity/q1273646","0.0",,"dendroica auduboni","dendrocopos atratus","dendroica auduboni","dendrocopos atratus","0.0","0.0","dendroica auduboni","dendrocopos atratus","dendroica auduboni","dendrocopos atratus","0.368421052631579","0.368421052631579","[audubon s warbler, yellow rumped warbler]","[stripe breasted woodpecker]","[audubon s warbler, yellow rumped warbler]","[stripe breasted woodpecker]","0.3076923076923077","0.3076923076923077","audubon s warbler yellow rumped warbler","stripe breasted woodpecker","audubon s warbler yellow rumped warbler","stripe breasted woodpecker","0.0","0.0","passeriformes","saurischia avetheropoda piciformes dinosaur","passeriformes","saurischia avetheropoda piciformes dinosaur","0.0","0.0","[passeriformes]","[saurischia, avetheropoda, piciformes, dinosaur]","[passeriformes]","[saurischia, avetheropoda, piciformes, dinosaur]","0.6153846153846154","0.6153846153846154","parulidae","picidae","parulidae","picidae","0.0","0.0","[parulidae]","[picidae]","[parulidae]","[picidae]","0.5555555555555556","0.5555555555555556"
"WekaMatchingRule","BIO40922","http://www.wikidata.org/entity/q615179","0.0",,"spea hammondii","speleomantes supramontis","spea hammondii","speleomantes supramontis","0.0","0.0","spea hammondii","speleomantes supramontis","spea hammondii","speleomantes supramontis","0.375","0.375","[western spadefoot]","[supramonte cave salamander]","[western spadefoot]","[supramonte cave salamander]","0.1923076923076923","0.1923076923076923","western spadefoot","supramonte cave salamander","western spadefoot","supramonte cave salamander","0.0","0.0","anura","caudata","anura","caudata","0.0","0.0","[anura]","[caudata]","[anura]","[caudata]","0.2857142857142857","0.2857142857142857","scaphiopodidae","plethodontidae","scaphiopodidae","plethodontidae","0.0","0.0","[scaphiopodidae]","[plethodontidae]","[scaphiopodidae]","[plethodontidae]","0.4285714285714286","0.4285714285714286"
"WekaMatchingRule","BIO02746","http://www.wikidata.org/entity/q2179314","0.0",,"aphodius sp. 35","aphthona beckeri","aphodius sp. 35","aphthona beckeri","0.0","0.0","aphodius sp. 35","aphthona beckeri","aphodius sp. 35","aphthona beckeri","0.25","0.25","[none]","[aphthona beckeri]","[none]","[aphthona beckeri]","0.1875","0.1875","none","aphthona beckeri","none","aphthona beckeri","0.0","0.0","coleoptera","coleoptera","coleoptera","coleoptera","1.0","1.0","[coleoptera]","[coleoptera]","[coleoptera]","[coleoptera]","1.0","1.0","scarabaeidae","leaf beetle","scarabaeidae","leaf beetle","0.0","0.0","[scarabaeidae]","[leaf beetle]","[scarabaeidae]","[leaf beetle]","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","BIO17993","http://www.wikidata.org/entity/q1236258","0.0",,"formica pergandei","formica aquilonia","formica pergandei","formica aquilonia","0.3333333333333333","0.3333333333333333","formica pergandei","formica aquilonia","formica pergandei","formica aquilonia","0.47058823529411764","0.47058823529411764","[none]","[scottish wood ant, formica aquilonia]","[none]","[scottish wood ant, formica aquilonia]","0.11764705882352944","0.11764705882352944","none","scottish wood ant formica aquilonia","none","scottish wood ant formica aquilonia","0.0","0.0","hymenoptera","hymenoptera","hymenoptera","hymenoptera","1.0","1.0","[hymenoptera]","[hymenoptera]","[hymenoptera]","[hymenoptera]","1.0","1.0","formicidae","formicidae","formicidae","formicidae","1.0","1.0","[formicidae]","[formicidae]","[formicidae]","[formicidae]","1.0","1.0"
"WekaMatchingRule","BIO00746","http://www.wikidata.org/entity/q2181507","0.0",,"agapetus boulderensis","agapetus anatolicus","agapetus boulderensis","agapetus anatolicus","0.3333333333333333","0.3333333333333333","agapetus boulderensis","agapetus anatolicus","agapetus boulderensis","agapetus anatolicus","0.47619047619047616","0.47619047619047616","[none]","[agapetus anatolicus]","[none]","[agapetus anatolicus]","0.10526315789473684","0.10526315789473684","none","agapetus anatolicus","none","agapetus anatolicus","0.0","0.0","trichoptera","trichoptera","trichoptera","trichoptera","1.0","1.0","[trichoptera]","[trichoptera]","[trichoptera]","[trichoptera]","1.0","1.0","glossosomatidae","glossosomatidae","glossosomatidae","glossosomatidae","1.0","1.0","[glossosomatidae]","[glossosomatidae]","[glossosomatidae]","[glossosomatidae]","1.0","1.0"
"WekaMatchingRule","BIO25762","http://www.wikidata.org/entity/q740169","0.0",,"lycaena xanthoides","lycaena phlaeas","lycaena xanthoides","lycaena phlaeas","0.3333333333333333","0.3333333333333333","lycaena xanthoides","lycaena phlaeas","lycaena xanthoides","lycaena phlaeas","0.5555555555555556","0.5555555555555556","[great copper]","[american copper, small copper, common copper, lycaena phlaeas]","[great copper]","[american copper, small copper, common copper, lycaena phlaeas]","0.6","0.6","great copper","american copper small copper common copper lycaena phlaeas","great copper","american copper small copper common copper lycaena phlaeas","0.14285714285714285","0.14285714285714285","lepidoptera","lepidoptera","lepidoptera","lepidoptera","1.0","1.0","[lepidoptera]","[lepidoptera]","[lepidoptera]","[lepidoptera]","1.0","1.0","lycaenidae","lycaenidae","lycaenidae","lycaenidae","1.0","1.0","[lycaenidae]","[lycaenidae]","[lycaenidae]","[lycaenidae]","1.0","1.0"
"WekaMatchingRule","BIO03948","http://www.wikidata.org/entity/q1720854","0.0",,"asplenium unilaterale","asphodelus cerasiferus","asplenium unilaterale","asphodelus cerasiferus","0.0","0.0","asplenium unilaterale","asphodelus cerasiferus","asplenium unilaterale","asphodelus cerasiferus","0.2727272727272727","0.2727272727272727","[pamoho, p_moho]","[asphodelus cerasiferus]","[pamoho, p_moho]","[asphodelus cerasiferus]","0.09090909090909094","0.09090909090909094","pamoho p_moho","asphodelus cerasiferus","pamoho p_moho","asphodelus cerasiferus","0.0","0.0","polypodiales","asparagales agavales iridales amaryllidales","polypodiales","asparagales agavales iridales amaryllidales","0.0","0.0","[polypodiales]","[asparagales, agavales, iridales, amaryllidales]","[polypodiales]","[asparagales, agavales, iridales, amaryllidales]","0.41666666666666663","0.41666666666666663","aspleniaceae","xanthorrhoeaceae asphodelaceae","aspleniaceae","xanthorrhoeaceae asphodelaceae","0.0","0.0","[aspleniaceae]","[xanthorrhoeaceae, asphodelaceae]","[aspleniaceae]","[xanthorrhoeaceae, asphodelaceae]","0.6153846153846154","0.6153846153846154"
"WekaMatchingRule","BIO33553","http://www.wikidata.org/entity/q2089373","0.0",,"physcia tenella","physcia aipolia","physcia tenella","physcia aipolia","0.3333333333333333","0.3333333333333333","physcia tenella","physcia aipolia","physcia tenella","physcia aipolia","0.6666666666666667","0.6666666666666667","[none]","[rosette lichen, physcia aipolia]","[none]","[rosette lichen, physcia aipolia]","0.1428571428571429","0.1428571428571429","none","rosette lichen physcia aipolia","none","rosette lichen physcia aipolia","0.0","0.0","teloschistales","teloschistales","teloschistales","teloschistales","1.0","1.0","[teloschistales]","[teloschistales]","[teloschistales]","[teloschistales]","1.0","1.0","physciaceae","physciaceae","physciaceae","physciaceae","1.0","1.0","[physciaceae]","[physciaceae]","[physciaceae]","[physciaceae]","1.0","1.0"
"WekaMatchingRule","BIO27208","http://www.wikidata.org/entity/q2179365","0.0",,"metacyrba taeniola","metazygia cazeaca","metacyrba taeniola","metazygia cazeaca","0.0","0.0","metacyrba taeniola","metazygia cazeaca","metacyrba taeniola","metazygia cazeaca","0.5","0.5","[none]","[metazygia cazeaca]","[none]","[metazygia cazeaca]","0.05882352941176472","0.05882352941176472","none","metazygia cazeaca","none","metazygia cazeaca","0.0","0.0","araneae","xiphosurida araneae xiphosura","araneae","xiphosurida araneae xiphosura","0.3333333333333333","0.3333333333333333","[araneae]","[xiphosurida, araneae, xiphosura]","[araneae]","[xiphosurida, araneae, xiphosura]","1.0","1.0","salticidae","araneidae","salticidae","araneidae","0.0","0.0","[salticidae]","[araneidae]","[salticidae]","[araneidae]","0.5","0.5"
"WekaMatchingRule","BIO07784","http://www.wikidata.org/entity/q547831",,"0","carex microptera var. microptera","carex maritima","carex microptera var. microptera","carex maritima","0.25","0.25","carex microptera var. microptera","carex maritima","carex microptera var. microptera","carex maritima","0.375","0.375","[sedge]","[curved sedge, carex maritima]","[sedge]","[curved sedge, carex maritima]","0.41666666666666663","0.41666666666666663","sedge","curved sedge carex maritima","sedge","curved sedge carex maritima","0.25","0.25","poales","poales","poales","poales","1.0","1.0","[poales]","[poales]","[poales]","[poales]","1.0","1.0","cyperaceae","cyperaceae","cyperaceae","cyperaceae","1.0","1.0","[cyperaceae]","[cyperaceae]","[cyperaceae]","[cyperaceae]","1.0","1.0"
"WekaMatchingRule","BIO17675","http://www.wikidata.org/entity/q600870",,"0","feijoa sellowiana","feia nota","feijoa sellowiana","feia nota","0.0","0.0","feijoa sellowiana","feia nota","feijoa sellowiana","feia nota","0.4117647058823529","0.4117647058823529","[feijoa]","[feia nota]","[feijoa]","[feia nota]","0.5555555555555556","0.5555555555555556","feijoa","feia nota","feijoa","feia nota","0.0","0.0","myrtales","gobiiformes","myrtales","gobiiformes","0.0","0.0","[myrtales]","[gobiiformes]","[myrtales]","[gobiiformes]","0.18181818181818177","0.18181818181818177","myrtaceae","gobiidae","myrtaceae","gobiidae","0.0","0.0","[myrtaceae]","[gobiidae]","[myrtaceae]","[gobiidae]","0.2222222222222222","0.2222222222222222"
