"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] StringAttributeComparatorJaccard.scientificName record1Value","[0] StringAttributeComparatorJaccard.scientificName record2Value","[0] StringAttributeComparatorJaccard.scientificName record1PreprocessedValue","[0] StringAttributeComparatorJaccard.scientificName record2PreprocessedValue","[0] StringAttributeComparatorJaccard.scientificName similarity","[0] StringAttributeComparatorJaccard.scientificName postproccesedSimilarity","[1] StringAttributeComparatorLevenshtein.scientificName record1Value","[1] StringAttributeComparatorLevenshtein.scientificName record2Value","[1] StringAttributeComparatorLevenshtein.scientificName record1PreprocessedValue","[1] StringAttributeComparatorLevenshtein.scientificName record2PreprocessedValue","[1] StringAttributeComparatorLevenshtein.scientificName similarity","[1] StringAttributeComparatorLevenshtein.scientificName postproccesedSimilarity","[2] StringListAttributeComparatorLevenshtein.commonNames record1Value","[2] StringListAttributeComparatorLevenshtein.commonNames record2Value","[2] StringListAttributeComparatorLevenshtein.commonNames record1PreprocessedValue","[2] StringListAttributeComparatorLevenshtein.commonNames record2PreprocessedValue","[2] StringListAttributeComparatorLevenshtein.commonNames similarity","[2] StringListAttributeComparatorLevenshtein.commonNames postproccesedSimilarity","[3] StringListAttributeAsWholeComparatorJaccard.commonNames record1Value","[3] StringListAttributeAsWholeComparatorJaccard.commonNames record2Value","[3] StringListAttributeAsWholeComparatorJaccard.commonNames record1PreprocessedValue","[3] StringListAttributeAsWholeComparatorJaccard.commonNames record2PreprocessedValue","[3] StringListAttributeAsWholeComparatorJaccard.commonNames similarity","[3] StringListAttributeAsWholeComparatorJaccard.commonNames postproccesedSimilarity","[4] StringListAttributeAsWholeComparatorJaccard.orders record1Value","[4] StringListAttributeAsWholeComparatorJaccard.orders record2Value","[4] StringListAttributeAsWholeComparatorJaccard.orders record1PreprocessedValue","[4] StringListAttributeAsWholeComparatorJaccard.orders record2PreprocessedValue","[4] StringListAttributeAsWholeComparatorJaccard.orders similarity","[4] StringListAttributeAsWholeComparatorJaccard.orders postproccesedSimilarity","[5] StringListAttributeComparatorLevenshtein.orders record1Value","[5] StringListAttributeComparatorLevenshtein.orders record2Value","[5] StringListAttributeComparatorLevenshtein.orders record1PreprocessedValue","[5] StringListAttributeComparatorLevenshtein.orders record2PreprocessedValue","[5] StringListAttributeComparatorLevenshtein.orders similarity","[5] StringListAttributeComparatorLevenshtein.orders postproccesedSimilarity","[6] StringListAttributeAsWholeComparatorJaccard.families record1Value","[6] StringListAttributeAsWholeComparatorJaccard.families record2Value","[6] StringListAttributeAsWholeComparatorJaccard.families record1PreprocessedValue","[6] StringListAttributeAsWholeComparatorJaccard.families record2PreprocessedValue","[6] StringListAttributeAsWholeComparatorJaccard.families similarity","[6] StringListAttributeAsWholeComparatorJaccard.families postproccesedSimilarity","[7] StringListAttributeComparatorLevenshtein.families record1Value","[7] StringListAttributeComparatorLevenshtein.families record2Value","[7] StringListAttributeComparatorLevenshtein.families record1PreprocessedValue","[7] StringListAttributeComparatorLevenshtein.families record2PreprocessedValue","[7] StringListAttributeComparatorLevenshtein.families similarity","[7] StringListAttributeComparatorLevenshtein.families postproccesedSimilarity"
"WekaMatchingRule","BIO36083","http://www.wikidata.org/entity/q1826855","0.0",,"pseudomethoca frigida","pseudophanerotoma maculosa","pseudomethoca frigida","pseudophanerotoma maculosa","0.0","0.0","pseudomethoca frigida","pseudophanerotoma maculosa","pseudomethoca frigida","pseudophanerotoma maculosa","0.42307692307692313","0.42307692307692313","[none]","[pseudophanerotoma maculosa]","[none]","[pseudophanerotoma maculosa]","0.11538461538461542","0.11538461538461542","none","pseudophanerotoma maculosa","none","pseudophanerotoma maculosa","0.0","0.0","hymenoptera","hymenoptera","hymenoptera","hymenoptera","1.0","1.0","[hymenoptera]","[hymenoptera]","[hymenoptera]","[hymenoptera]","1.0","1.0","mutillidae","braconidae","mutillidae","braconidae","0.0","0.0","[mutillidae]","[braconidae]","[mutillidae]","[braconidae]","0.4","0.4"
"WekaMatchingRule","BIO20806","http://www.wikidata.org/entity/q1113162","1.0","1","histrio histrio","histrio histrio","histrio histrio","histrio histrio","1.0","1.0","histrio histrio","histrio histrio","histrio histrio","histrio histrio","1.0","1.0","[sargassumfish]","[mouse fish, sargassum anglerfish, sargassum fish, frogfish, sargassum frogfish, sargassumfish, marbled angler]","[sargassumfish]","[mouse fish, sargassum anglerfish, sargassum fish, frogfish, sargassum frogfish, sargassumfish, marbled angler]","1.0","1.0","sargassumfish","mouse fish sargassum anglerfish sargassum fish frogfish sargassum frogfish sargassumfish marbled angler","sargassumfish","mouse fish sargassum anglerfish sargassum fish frogfish sargassum frogfish sargassumfish marbled angler","0.125","0.125","lophiiformes","lophiiformes","lophiiformes","lophiiformes","1.0","1.0","[lophiiformes]","[lophiiformes]","[lophiiformes]","[lophiiformes]","1.0","1.0","antennariidae","antennariidae","antennariidae","antennariidae","1.0","1.0","[antennariidae]","[antennariidae]","[antennariidae]","[antennariidae]","1.0","1.0"
"WekaMatchingRule","BIO42088","http://www.wikidata.org/entity/q1236980","0.0",,"stropharia coronilla","stropharia rugosoannulata","stropharia coronilla","stropharia rugosoannulata","0.3333333333333333","0.3333333333333333","stropharia coronilla","stropharia rugosoannulata","stropharia coronilla","stropharia rugosoannulata","0.64","0.64","[none]","[stropharia rugosoannulata]","[none]","[stropharia rugosoannulata]","0.07999999999999996","0.07999999999999996","none","stropharia rugosoannulata","none","stropharia rugosoannulata","0.0","0.0","agaricales","agaricales","agaricales","agaricales","1.0","1.0","[agaricales]","[agaricales]","[agaricales]","[agaricales]","1.0","1.0","strophariaceae","strophariaceae","strophariaceae","strophariaceae","1.0","1.0","[strophariaceae]","[strophariaceae]","[strophariaceae]","[strophariaceae]","1.0","1.0"
"WekaMatchingRule","BIO01414","http://www.wikidata.org/entity/q1281083",,"0","alpinia zerumbet","alpinia officinarum","alpinia zerumbet","alpinia officinarum","0.3333333333333333","0.3333333333333333","alpinia zerumbet","alpinia officinarum","alpinia zerumbet","alpinia officinarum","0.42105263157894735","0.42105263157894735","[shellplant, shellflower]","[lesser galangal, alpinia officinarum]","[shellplant, shellflower]","[lesser galangal, alpinia officinarum]","0.33333333333333337","0.33333333333333337","shellplant shellflower","lesser galangal alpinia officinarum","shellplant shellflower","lesser galangal alpinia officinarum","0.0","0.0","zingiberales","zingiberales","zingiberales","zingiberales","1.0","1.0","[zingiberales]","[zingiberales]","[zingiberales]","[zingiberales]","1.0","1.0","zingiberaceae","zingiberaceae","zingiberaceae","zingiberaceae","1.0","1.0","[zingiberaceae]","[zingiberaceae]","[zingiberaceae]","[zingiberaceae]","1.0","1.0"
"WekaMatchingRule","BIO04663","http://www.wikidata.org/entity/q2140976","0.01",,"augochlorella aurata","augochlora microchlorina","augochlorella aurata","augochlora microchlorina","0.0","0.0","augochlorella aurata","augochlora microchlorina","augochlorella aurata","augochlora microchlorina","0.45833333333333337","0.45833333333333337","[none]","[augochlora microchlorina]","[none]","[augochlora microchlorina]","0.08333333333333337","0.08333333333333337","none","augochlora microchlorina","none","augochlora microchlorina","0.0","0.0","hymenoptera","hymenoptera","hymenoptera","hymenoptera","1.0","1.0","[hymenoptera]","[hymenoptera]","[hymenoptera]","[hymenoptera]","1.0","1.0","halictidae","halictidae","halictidae","halictidae","1.0","1.0","[halictidae]","[halictidae]","[halictidae]","[halictidae]","1.0","1.0"
"WekaMatchingRule","BIO42300","http://www.wikidata.org/entity/q784592","1.0","1","sympetrum danae","sympetrum danae","sympetrum danae","sympetrum danae","1.0","1.0","sympetrum danae","sympetrum danae","sympetrum danae","sympetrum danae","1.0","1.0","[black meadowhawk]","[black darter]","[black meadowhawk]","[black darter]","0.4375","0.4375","black meadowhawk","black darter","black meadowhawk","black darter","0.3333333333333333","0.3333333333333333","odonata","odonata","odonata","odonata","1.0","1.0","[odonata]","[odonata]","[odonata]","[odonata]","1.0","1.0","libellulidae","libellulidae","libellulidae","libellulidae","1.0","1.0","[libellulidae]","[libellulidae]","[libellulidae]","[libellulidae]","1.0","1.0"
"WekaMatchingRule","BIO05802","http://www.wikidata.org/entity/q2043148","0.0",,"brachymeria obscurata","bracon xanthomelas","brachymeria obscurata","bracon xanthomelas","0.0","0.0","brachymeria obscurata","bracon xanthomelas","brachymeria obscurata","bracon xanthomelas","0.2857142857142857","0.2857142857142857","[none]","[bracon xanthomelas]","[none]","[bracon xanthomelas]","0.16666666666666663","0.16666666666666663","none","bracon xanthomelas","none","bracon xanthomelas","0.0","0.0","hymenoptera","hymenoptera","hymenoptera","hymenoptera","1.0","1.0","[hymenoptera]","[hymenoptera]","[hymenoptera]","[hymenoptera]","1.0","1.0","chalcididae","braconidae","chalcididae","braconidae","0.0","0.0","[chalcididae]","[braconidae]","[chalcididae]","[braconidae]","0.5454545454545454","0.5454545454545454"
"WekaMatchingRule","BIO01890","http://www.wikidata.org/entity/q1727739",,"0","amsinckia spectabilis var. spectabilis","amsonia orientalis","amsinckia spectabilis var. spectabilis","amsonia orientalis","0.0","0.0","amsinckia spectabilis var. spectabilis","amsonia orientalis","amsinckia spectabilis var. spectabilis","amsonia orientalis","0.368421052631579","0.368421052631579","[seaside fiddleneck]","[blue star, amsonia orientalis]","[seaside fiddleneck]","[blue star, amsonia orientalis]","0.11111111111111116","0.11111111111111116","seaside fiddleneck","blue star amsonia orientalis","seaside fiddleneck","blue star amsonia orientalis","0.0","0.0","boraginales","gentianales","boraginales","gentianales","0.0","0.0","[boraginales]","[gentianales]","[boraginales]","[gentianales]","0.4545454545454546","0.4545454545454546","boraginaceae","apocynaceae","boraginaceae","apocynaceae","0.0","0.0","[boraginaceae]","[apocynaceae]","[boraginaceae]","[apocynaceae]","0.5","0.5"
"WekaMatchingRule","BIO43517","http://www.wikidata.org/entity/q2172416","0.0",,"tipula coleana","tipula abscissa","tipula coleana","tipula abscissa","0.3333333333333333","0.3333333333333333","tipula coleana","tipula abscissa","tipula coleana","tipula abscissa","0.5333333333333333","0.5333333333333333","[none]","[tipula (lunatipula) abscissa]","[none]","[tipula (lunatipula) abscissa]","0.0357142857142857","0.0357142857142857","none","tipula (lunatipula) abscissa","none","tipula (lunatipula) abscissa","0.0","0.0","diptera","diptera","diptera","diptera","1.0","1.0","[diptera]","[diptera]","[diptera]","[diptera]","1.0","1.0","tipulidae","tipulidae","tipulidae","tipulidae","1.0","1.0","[tipulidae]","[tipulidae]","[tipulidae]","[tipulidae]","1.0","1.0"
"WekaMatchingRule","BIO21279","http://www.wikidata.org/entity/q2155985","0.0",,"hydropsyche simulans","hydropsyche valvata","hydropsyche simulans","hydropsyche valvata","0.3333333333333333","0.3333333333333333","hydropsyche simulans","hydropsyche valvata","hydropsyche simulans","hydropsyche valvata","0.65","0.65","[none]","[hydropsyche valvata]","[none]","[hydropsyche valvata]","0.10526315789473684","0.10526315789473684","none","hydropsyche valvata","none","hydropsyche valvata","0.0","0.0","trichoptera","trichoptera","trichoptera","trichoptera","1.0","1.0","[trichoptera]","[trichoptera]","[trichoptera]","[trichoptera]","1.0","1.0","hydropsychidae","hydropsychidae","hydropsychidae","hydropsychidae","1.0","1.0","[hydropsychidae]","[hydropsychidae]","[hydropsychidae]","[hydropsychidae]","1.0","1.0"
"WekaMatchingRule","BIO26403","http://www.wikidata.org/entity/q1572207","0.0",,"marasmius copelandii","marasmius rotula","marasmius copelandii","marasmius rotula","0.3333333333333333","0.3333333333333333","marasmius copelandii","marasmius rotula","marasmius copelandii","marasmius rotula","0.65","0.65","[none]","[marasmius rotula]","[none]","[marasmius rotula]","0.0625","0.0625","none","marasmius rotula","none","marasmius rotula","0.0","0.0","agaricales","agaricales","agaricales","agaricales","1.0","1.0","[agaricales]","[agaricales]","[agaricales]","[agaricales]","1.0","1.0","marasmiaceae","marasmiaceae","marasmiaceae","marasmiaceae","1.0","1.0","[marasmiaceae]","[marasmiaceae]","[marasmiaceae]","[marasmiaceae]","1.0","1.0"
"WekaMatchingRule","BIO08100","http://www.wikidata.org/entity/q375790","0.0",,"casmerodius albus egretta","casuarius casuarius","casmerodius albus egretta","casuarius casuarius","0.0","0.0","casmerodius albus egretta","casuarius casuarius","casmerodius albus egretta","casuarius casuarius","0.4","0.4","[none]","[southern cassowary]","[none]","[southern cassowary]","0.11111111111111116","0.11111111111111116","none","southern cassowary","none","southern cassowary","0.0","0.0","pelecaniformes","casuariiformes dinosaur saurischia avetheropoda","pelecaniformes","casuariiformes dinosaur saurischia avetheropoda","0.0","0.0","[pelecaniformes]","[casuariiformes, dinosaur, saurischia, avetheropoda]","[pelecaniformes]","[casuariiformes, dinosaur, saurischia, avetheropoda]","0.5","0.5","ardeidae","casuariidae","ardeidae","casuariidae","0.0","0.0","[ardeidae]","[casuariidae]","[ardeidae]","[casuariidae]","0.4545454545454546","0.4545454545454546"
"WekaMatchingRule","BIO27264","http://www.wikidata.org/entity/q2184143","0.0",,"metridium giganteum","metavermilia yamazatoi","metridium giganteum","metavermilia yamazatoi","0.0","0.0","metridium giganteum","metavermilia yamazatoi","metridium giganteum","metavermilia yamazatoi","0.31818181818181823","0.31818181818181823","[gignatic anemone]","[metavermilia yamazatoi]","[gignatic anemone]","[metavermilia yamazatoi]","0.13636363636363635","0.13636363636363635","gignatic anemone","metavermilia yamazatoi","gignatic anemone","metavermilia yamazatoi","0.0","0.0","actiniaria","sabellida","actiniaria","sabellida","0.0","0.0","[actiniaria]","[sabellida]","[actiniaria]","[sabellida]","0.19999999999999996","0.19999999999999996","metridiidae","serpulidae","metridiidae","serpulidae","0.0","0.0","[metridiidae]","[serpulidae]","[metridiidae]","[serpulidae]","0.5454545454545454","0.5454545454545454"
"WekaMatchingRule","BIO32873","http://www.wikidata.org/entity/q2049679","0.0",,"phalacrus pencillatus","phaedon wittmeri","phalacrus pencillatus","phaedon wittmeri","0.0","0.0","phalacrus pencillatus","phaedon wittmeri","phalacrus pencillatus","phaedon wittmeri","0.23809523809523814","0.23809523809523814","[none]","[phaedon wittmeri]","[none]","[phaedon wittmeri]","0.1875","0.1875","none","phaedon wittmeri","none","phaedon wittmeri","0.0","0.0","coleoptera","coleoptera","coleoptera","coleoptera","1.0","1.0","[coleoptera]","[coleoptera]","[coleoptera]","[coleoptera]","1.0","1.0","phalacridae","leaf beetle","phalacridae","leaf beetle","0.0","0.0","[phalacridae]","[leaf beetle]","[phalacridae]","[leaf beetle]","0.18181818181818177","0.18181818181818177"
"WekaMatchingRule","BIO19135","http://www.wikidata.org/entity/q2066283","0.04",,"gnaphosa brumalis","gnaphosa inconspecta","gnaphosa brumalis","gnaphosa inconspecta","0.3333333333333333","0.3333333333333333","gnaphosa brumalis","gnaphosa inconspecta","gnaphosa brumalis","gnaphosa inconspecta","0.44999999999999996","0.44999999999999996","[none]","[gnaphosa inconspecta]","[none]","[gnaphosa inconspecta]","0.19999999999999996","0.19999999999999996","none","gnaphosa inconspecta","none","gnaphosa inconspecta","0.0","0.0","araneae","araneae xiphosura xiphosurida","araneae","araneae xiphosura xiphosurida","0.3333333333333333","0.3333333333333333","[araneae]","[araneae, xiphosura, xiphosurida]","[araneae]","[araneae, xiphosura, xiphosurida]","1.0","1.0","gnaphosidae","gnaphosidae","gnaphosidae","gnaphosidae","1.0","1.0","[gnaphosidae]","[gnaphosidae]","[gnaphosidae]","[gnaphosidae]","1.0","1.0"
"WekaMatchingRule","BIO02828","http://www.wikidata.org/entity/q1078249","0.09",,"apogon pseudomaculatus","apogon guadalupensis","apogon pseudomaculatus","apogon guadalupensis","0.3333333333333333","0.3333333333333333","apogon pseudomaculatus","apogon guadalupensis","apogon pseudomaculatus","apogon guadalupensis","0.4545454545454546","0.4545454545454546","[twospot cardinalfish]","[guadalupe cardinalfish, apogon guadalupensis]","[twospot cardinalfish]","[guadalupe cardinalfish, apogon guadalupensis]","0.5909090909090908","0.5909090909090908","twospot cardinalfish","guadalupe cardinalfish apogon guadalupensis","twospot cardinalfish","guadalupe cardinalfish apogon guadalupensis","0.2","0.2","perciformes","kurtiformes","perciformes","kurtiformes","0.0","0.0","[perciformes]","[kurtiformes]","[perciformes]","[kurtiformes]","0.7272727272727273","0.7272727272727273","apogonidae","apogonidae","apogonidae","apogonidae","1.0","1.0","[apogonidae]","[apogonidae]","[apogonidae]","[apogonidae]","1.0","1.0"
"WekaMatchingRule","BIO26849","http://www.wikidata.org/entity/q1273378","0.0",,"meleagris gallopavo intermedia","mellisuga minima","meleagris gallopavo intermedia","mellisuga minima","0.0","0.0","meleagris gallopavo intermedia","mellisuga minima","meleagris gallopavo intermedia","mellisuga minima","0.3666666666666667","0.3666666666666667","[wild turkey]","[vervain hummingbird]","[wild turkey]","[vervain hummingbird]","0.10526315789473684","0.10526315789473684","wild turkey","vervain hummingbird","wild turkey","vervain hummingbird","0.0","0.0","galliformes","trochiliformes apodiformes avetheropoda saurischia dinosaur","galliformes","trochiliformes apodiformes avetheropoda saurischia dinosaur","0.0","0.0","[galliformes]","[trochiliformes, apodiformes, avetheropoda, saurischia, dinosaur]","[galliformes]","[trochiliformes, apodiformes, avetheropoda, saurischia, dinosaur]","0.6363636363636364","0.6363636363636364","phasianidae","trochilidae","phasianidae","trochilidae","0.0","0.0","[phasianidae]","[trochilidae]","[phasianidae]","[trochilidae]","0.36363636363636365","0.36363636363636365"
"WekaMatchingRule","BIO35789","http://www.wikidata.org/entity/q2041264","0.0",,"proterhinus peles","protoclytra namaquensis","proterhinus peles","protoclytra namaquensis","0.0","0.0","proterhinus peles","protoclytra namaquensis","proterhinus peles","protoclytra namaquensis","0.34782608695652173","0.34782608695652173","[none]","[protoclytra namaquensis]","[none]","[protoclytra namaquensis]","0.13043478260869568","0.13043478260869568","none","protoclytra namaquensis","none","protoclytra namaquensis","0.0","0.0","coleoptera","coleoptera","coleoptera","coleoptera","1.0","1.0","[coleoptera]","[coleoptera]","[coleoptera]","[coleoptera]","1.0","1.0","belidae","leaf beetle","belidae","leaf beetle","0.0","0.0","[belidae]","[leaf beetle]","[belidae]","[leaf beetle]","0.18181818181818177","0.18181818181818177"
"WekaMatchingRule","BIO21411","http://www.wikidata.org/entity/q76836","0.02",,"hygrophorus subpungens","hygrophorus purpurascens","hygrophorus subpungens","hygrophorus purpurascens","0.3333333333333333","0.3333333333333333","hygrophorus subpungens","hygrophorus purpurascens","hygrophorus subpungens","hygrophorus purpurascens","0.75","0.75","[none]","[purple red hygrophorus, hygrophorus purpurascens]","[none]","[purple red hygrophorus, hygrophorus purpurascens]","0.08333333333333337","0.08333333333333337","none","purple red hygrophorus hygrophorus purpurascens","none","purple red hygrophorus hygrophorus purpurascens","0.0","0.0","agaricales","agaricales","agaricales","agaricales","1.0","1.0","[agaricales]","[agaricales]","[agaricales]","[agaricales]","1.0","1.0","tricholomataceae","hygrophoraceae","tricholomataceae","hygrophoraceae","0.0","0.0","[tricholomataceae]","[hygrophoraceae]","[tricholomataceae]","[hygrophoraceae]","0.375","0.375"
"WekaMatchingRule","BIO42600","http://www.wikidata.org/entity/q1763625",,"0","tabellaria","tabanus maculicornis","tabellaria","tabanus maculicornis","0.0","0.0","tabellaria","tabanus maculicornis","tabellaria","tabanus maculicornis","0.30000000000000004","0.30000000000000004","[none]","[tabanus maculicornis]","[none]","[tabanus maculicornis]","0.15000000000000002","0.15000000000000002","none","tabanus maculicornis","none","tabanus maculicornis","0.0","0.0","tabellariales","diptera","tabellariales","diptera","0.0","0.0","[tabellariales]","[diptera]","[tabellariales]","[diptera]","0.15384615384615385","0.15384615384615385","tabellariaceae","tabanidae","tabellariaceae","tabanidae","0.0","0.0","[tabellariaceae]","[tabanidae]","[tabellariaceae]","[tabanidae]","0.5","0.5"
"WekaMatchingRule","BIO12915","http://www.wikidata.org/entity/q1387899",,"0","dalea pogonathera var. pogonathera","dalbergia tsiandalana","dalea pogonathera var. pogonathera","dalbergia tsiandalana","0.0","0.0","dalea pogonathera var. pogonathera","dalbergia tsiandalana","dalea pogonathera var. pogonathera","dalbergia tsiandalana","0.2647058823529411","0.2647058823529411","[bearded prairie clover, bearded dalea, bearded prairieclover]","[dalbergia tsiandalana]","[bearded prairie clover, bearded dalea, bearded prairieclover]","[dalbergia tsiandalana]","0.33333333333333337","0.33333333333333337","bearded prairie clover bearded dalea bearded prairieclover","dalbergia tsiandalana","bearded prairie clover bearded dalea bearded prairieclover","dalbergia tsiandalana","0.0","0.0","fabales","fabales","fabales","fabales","1.0","1.0","[fabales]","[fabales]","[fabales]","[fabales]","1.0","1.0","fabaceae","fabaceae","fabaceae","fabaceae","1.0","1.0","[fabaceae]","[fabaceae]","[fabaceae]","[fabaceae]","1.0","1.0"
"WekaMatchingRule","BIO13462","http://www.wikidata.org/entity/q2057535","0.0",,"diadegma pattoni","diachasmimorpha mexicana","diadegma pattoni","diachasmimorpha mexicana","0.0","0.0","diadegma pattoni","diachasmimorpha mexicana","diadegma pattoni","diachasmimorpha mexicana","0.29166666666666663","0.29166666666666663","[none]","[diachasmimorpha mexicana]","[none]","[diachasmimorpha mexicana]","0.08333333333333337","0.08333333333333337","none","diachasmimorpha mexicana","none","diachasmimorpha mexicana","0.0","0.0","hymenoptera","hymenoptera","hymenoptera","hymenoptera","1.0","1.0","[hymenoptera]","[hymenoptera]","[hymenoptera]","[hymenoptera]","1.0","1.0","ichneumonidae","braconidae","ichneumonidae","braconidae","0.0","0.0","[ichneumonidae]","[braconidae]","[ichneumonidae]","[braconidae]","0.46153846153846156","0.46153846153846156"
"WekaMatchingRule","BIO21356","http://www.wikidata.org/entity/q727534","0.0",,"hygrocybe subaromatica","hygrophorus marzuolus","hygrocybe subaromatica","hygrophorus marzuolus","0.0","0.0","hygrocybe subaromatica","hygrophorus marzuolus","hygrocybe subaromatica","hygrophorus marzuolus","0.36363636363636365","0.36363636363636365","[none]","[hygrophorus marzuolus]","[none]","[hygrophorus marzuolus]","0.04761904761904767","0.04761904761904767","none","hygrophorus marzuolus","none","hygrophorus marzuolus","0.0","0.0","agaricales","agaricales","agaricales","agaricales","1.0","1.0","[agaricales]","[agaricales]","[agaricales]","[agaricales]","1.0","1.0","tricholomataceae","hygrophoraceae","tricholomataceae","hygrophoraceae","0.0","0.0","[tricholomataceae]","[hygrophoraceae]","[tricholomataceae]","[hygrophoraceae]","0.375","0.375"
"WekaMatchingRule","BIO06806","http://www.wikidata.org/entity/q2138935","0.0",,"calosoma affine","calomicrus ghilarovi","calosoma affine","calomicrus ghilarovi","0.0","0.0","calosoma affine","calomicrus ghilarovi","calosoma affine","calomicrus ghilarovi","0.25","0.25","[none]","[calomicrus ghilarovi]","[none]","[calomicrus ghilarovi]","0.050000000000000044","0.050000000000000044","none","calomicrus ghilarovi","none","calomicrus ghilarovi","0.0","0.0","coleoptera","coleoptera","coleoptera","coleoptera","1.0","1.0","[coleoptera]","[coleoptera]","[coleoptera]","[coleoptera]","1.0","1.0","carabidae","leaf beetle","carabidae","leaf beetle","0.0","0.0","[carabidae]","[leaf beetle]","[carabidae]","[leaf beetle]","0.2727272727272727","0.2727272727272727"
"WekaMatchingRule","BIO12254","http://www.wikidata.org/entity/q2046712","0.0",,"curculionid sp. 89","curimopsis sibirica","curculionid sp. 89","curimopsis sibirica","0.0","0.0","curculionid sp. 89","curimopsis sibirica","curculionid sp. 89","curimopsis sibirica","0.26315789473684215","0.26315789473684215","[none]","[curimopsis sibirica]","[none]","[curimopsis sibirica]","0.052631578947368474","0.052631578947368474","none","curimopsis sibirica","none","curimopsis sibirica","0.0","0.0","coleoptera","coleoptera","coleoptera","coleoptera","1.0","1.0","[coleoptera]","[coleoptera]","[coleoptera]","[coleoptera]","1.0","1.0","curculionidae","byrrhidae","curculionidae","byrrhidae","0.0","0.0","[curculionidae]","[byrrhidae]","[curculionidae]","[byrrhidae]","0.3846153846153846","0.3846153846153846"
"WekaMatchingRule","BIO05568","http://www.wikidata.org/entity/q2041482","0.0",,"bombus huntii","bombus wilmattae","bombus huntii","bombus wilmattae","0.3333333333333333","0.3333333333333333","bombus huntii","bombus wilmattae","bombus huntii","bombus wilmattae","0.5","0.5","[none]","[bombus wilmattae]","[none]","[bombus wilmattae]","0.125","0.125","none","bombus wilmattae","none","bombus wilmattae","0.0","0.0","hymenoptera","hymenoptera","hymenoptera","hymenoptera","1.0","1.0","[hymenoptera]","[hymenoptera]","[hymenoptera]","[hymenoptera]","1.0","1.0","apidae","apidae","apidae","apidae","1.0","1.0","[apidae]","[apidae]","[apidae]","[apidae]","1.0","1.0"
"WekaMatchingRule","BIO22597","http://www.wikidata.org/entity/q577041","0.0",,"juncus brachyphyllus","juniperus procera","juncus brachyphyllus","juniperus procera","0.0","0.0","juncus brachyphyllus","juniperus procera","juncus brachyphyllus","juniperus procera","0.25","0.25","[tuftedstem rush]","[african pencil cedar, east african cedar, african juniper, juniperus procera]","[tuftedstem rush]","[african pencil cedar, east african cedar, african juniper, juniperus procera]","0.17647058823529416","0.17647058823529416","tuftedstem rush","african pencil cedar east african cedar african juniper juniperus procera","tuftedstem rush","african pencil cedar east african cedar african juniper juniperus procera","0.0","0.0","poales","cupressales pinales","poales","cupressales pinales","0.0","0.0","[poales]","[cupressales, pinales]","[poales]","[cupressales, pinales]","0.7142857142857143","0.7142857142857143","juncaceae","cupressaceae","juncaceae","cupressaceae","0.0","0.0","[juncaceae]","[cupressaceae]","[juncaceae]","[cupressaceae]","0.5","0.5"
"WekaMatchingRule","BIO37912","http://www.wikidata.org/entity/q556627","1.0","1","ronquilus jordani","ronquilus jordani","ronquilus jordani","ronquilus jordani","1.0","1.0","ronquilus jordani","ronquilus jordani","ronquilus jordani","ronquilus jordani","1.0","1.0","[northern ronquil]","[ronquilus jordani]","[northern ronquil]","[ronquilus jordani]","0.17647058823529416","0.17647058823529416","northern ronquil","ronquilus jordani","northern ronquil","ronquilus jordani","0.0","0.0","perciformes","perciformes","perciformes","perciformes","1.0","1.0","[perciformes]","[perciformes]","[perciformes]","[perciformes]","1.0","1.0","bathymasteridae","ronquil","bathymasteridae","ronquil","0.0","0.0","[bathymasteridae]","[ronquil]","[bathymasteridae]","[ronquil]","0.06666666666666665","0.06666666666666665"
"WekaMatchingRule","BIO03076","http://www.wikidata.org/entity/q2101558","0.0",,"archeolarca cavicola","architis catuaba","archeolarca cavicola","architis catuaba","0.0","0.0","archeolarca cavicola","architis catuaba","archeolarca cavicola","architis catuaba","0.4","0.4","[grand canyon cave pseudoscorpion]","[architis catuaba]","[grand canyon cave pseudoscorpion]","[architis catuaba]","0.1875","0.1875","grand canyon cave pseudoscorpion","architis catuaba","grand canyon cave pseudoscorpion","architis catuaba","0.0","0.0","pseudoscorpiones","araneae xiphosurida xiphosura","pseudoscorpiones","araneae xiphosurida xiphosura","0.0","0.0","[pseudoscorpiones]","[araneae, xiphosurida, xiphosura]","[pseudoscorpiones]","[araneae, xiphosurida, xiphosura]","0.25","0.25","larcidae","pisauridae","larcidae","pisauridae","0.0","0.0","[larcidae]","[pisauridae]","[larcidae]","[pisauridae]","0.5","0.5"
