BIO17578+http://www.wikidata.org/entity/q1500665,0.0
BIO35668+http://www.wikidata.org/entity/q1133124,0.0
http://www.wikidata.org/entity/q2107797+BIO26244,0.0
ES1405+BIO17021,0.0
ES252+BIO14754,0.0
http://www.wikidata.org/entity/q792871+BIO08437,0.0
http://www.wikidata.org/entity/q1761552+BIO27475+BIO27474,0.0
http://www.wikidata.org/entity/q1528805+BIO09540,0.0
http://www.wikidata.org/entity/q591667+BIO19167,0.0
http://www.wikidata.org/entity/q1770032+BIO40263,0.0
http://www.wikidata.org/entity/q25317+BIO44518,0.0
BIO10895+http://www.wikidata.org/entity/q2154038,0.0
http://www.wikidata.org/entity/q1502135+BIO13280,0.0
BIO28311+http://www.wikidata.org/entity/q617765,0.0
http://www.wikidata.org/entity/q2131073+BIO42444,0.0
BIO32844+http://www.wikidata.org/entity/q478414,0.0
BIO27782+http://www.wikidata.org/entity/q664458,0.0
http://www.wikidata.org/entity/q718312+BIO30114,0.0
http://www.wikidata.org/entity/q760307+BIO23747,0.0
BIO02298+http://www.wikidata.org/entity/q2088537,0.0
BIO24390+http://www.wikidata.org/entity/q1792744,0.0
BIO31584+http://www.wikidata.org/entity/q512968,0.0
BIO21934+http://www.wikidata.org/entity/q2090927,0.0
BIO23355+http://www.wikidata.org/entity/q768140,0.0
http://www.wikidata.org/entity/q2055875+BIO26370,0.0
http://www.wikidata.org/entity/q2174596+BIO26251,0.0
BIO25304+http://www.wikidata.org/entity/q1764278,0.0
http://www.wikidata.org/entity/q1833423+BIO28305,0.0
BIO10779+http://www.wikidata.org/entity/q1316795,0.0
http://www.wikidata.org/entity/q2045350+BIO35813,0.0
http://www.wikidata.org/entity/q910222+BIO42562,0.0
http://www.wikidata.org/entity/q2068128+BIO30204,0.0
http://www.wikidata.org/entity/q1541137+BIO33811,0.0
BIO18135+http://www.wikidata.org/entity/q648494,0.0
BIO00781+http://www.wikidata.org/entity/q1097213,0.0
BIO29814+http://www.wikidata.org/entity/q26420,0.0
BIO20830+http://www.wikidata.org/entity/q1076102,0.0
BIO14029+http://www.wikidata.org/entity/q1762619,0.0
BIO07400+http://www.wikidata.org/entity/q477206,0.0
BIO37667+http://www.wikidata.org/entity/q786946,0.0
BIO02255+http://www.wikidata.org/entity/q1349764,0.0
BIO12316+ES679,0.0
BIO23068+http://www.wikidata.org/entity/q498221,0.0
BIO27734+http://www.wikidata.org/entity/q669888,0.0
http://www.wikidata.org/entity/q600401+BIO39466,0.0
BIO40842+http://www.wikidata.org/entity/q1766571,0.0
BIO01129+http://www.wikidata.org/entity/q27102,0.0
http://www.wikidata.org/entity/q27050+BIO05902,0.0
BIO31189+http://www.wikidata.org/entity/q1068209,0.0
BIO01068+http://www.wikidata.org/entity/q595267,0.0
BIO42711+http://www.wikidata.org/entity/q692664,0.0
http://www.wikidata.org/entity/q643181+BIO04433,0.0
http://www.wikidata.org/entity/q2110822+BIO39486,0.0
http://www.wikidata.org/entity/q318913+BIO10732,0.0
BIO11618+http://www.wikidata.org/entity/q1094288,0.0
BIO10542+ES180,0.0
http://www.wikidata.org/entity/q2183057+BIO39627,0.0
BIO12137+http://www.wikidata.org/entity/q1853286,0.0
BIO01667+ES1578,0.0
BIO00843+http://www.wikidata.org/entity/q890921,0.0
BIO43365+http://www.wikidata.org/entity/q1585636,0.0
BIO14746+ES877,0.0
BIO09477+http://www.wikidata.org/entity/q1773888,0.0
BIO20386+http://www.wikidata.org/entity/q600530,0.0
http://www.wikidata.org/entity/q2093403+BIO31642,0.0
BIO00036+http://www.wikidata.org/entity/q1283223,0.0
BIO15002+http://www.wikidata.org/entity/q1431673,0.0
http://www.wikidata.org/entity/q2107899+BIO29352,0.0
http://www.wikidata.org/entity/q2181570+BIO09605,0.0
BIO00610+http://www.wikidata.org/entity/q1148004,0.0
BIO35235+http://www.wikidata.org/entity/q776555,0.0
BIO14527+ES1617,0.0
http://www.wikidata.org/entity/q2133877+BIO43000,0.0
BIO13756+http://www.wikidata.org/entity/q310409,0.0
http://www.wikidata.org/entity/q373980+BIO02134,0.0
BIO30956+http://www.wikidata.org/entity/q2087241,0.0
http://www.wikidata.org/entity/q969325+BIO15460,0.0
BIO29509+http://www.wikidata.org/entity/q76503,0.0
http://www.wikidata.org/entity/q380917+BIO13813,0.0
http://www.wikidata.org/entity/q27215+BIO09457,0.0
BIO27463+http://www.wikidata.org/entity/q1761713,0.0
http://www.wikidata.org/entity/q1517961+BIO11427,0.0
ES1326+BIO36976,0.0
http://www.wikidata.org/entity/q883849+BIO05386,0.0
http://www.wikidata.org/entity/q469064+BIO42782,0.0
BIO45551+http://www.wikidata.org/entity/q1146827,0.0
http://www.wikidata.org/entity/q899476+BIO25823,0.0
BIO33204+http://www.wikidata.org/entity/q27027,0.0
http://www.wikidata.org/entity/q692905+BIO18658,0.0
BIO43602+http://www.wikidata.org/entity/q944913,0.0
BIO42689+http://www.wikidata.org/entity/q1766259,0.0
BIO28835+http://www.wikidata.org/entity/q838199,0.0
http://www.wikidata.org/entity/q682785+BIO15431,0.0
BIO10848+http://www.wikidata.org/entity/q1849774,0.0
http://www.wikidata.org/entity/q728187+BIO11272,0.0
